index,date,loadConsumption,Year_x,Month_x,lag_1,lag_2,lag_3,lag_4,lag_5,lag_6,lag_7,rolling_mean_7,rolling_std_7,DailyPrecipitation,MaxHourlyPrecipitation,HDMaxPrecipitation,DailyMeanTemperature,HourlyMinTemperature,HDMinTemperature,HourlyMaxTemperature,HDMaxTemperature,DailyMeanWindspeed,MaxHourlyMeanWindspeed,HDMaxMeanWindspeed,MinHourlyMeanWindspeed,HDMinMeanWindspeed,Month_y,Year_y,Week,WeekKey,day_of_week
13,2015-01-14,356626.0,2015,1,354202.0,349154.0,299899.0,314759.0,351488.0,356416.0,351363.0,340363.4285714286,23121.59638272657,1.9,0.6,1,4.4,31,20,6.0,14,5.8,9.0,6,4.0,16,1,2015,3,201503,Wednesday
14,2015-01-15,355354.0,2015,1,356626.0,354202.0,349154.0,299899.0,314759.0,351488.0,356416.0,340211.71428571426,23001.885348193282,8.0,1.5,12,7.9,58,1,10.3,10,7.9,11.0,10,5.0,13,1,2015,3,201503,Thursday
15,2015-01-16,348198.0,2015,1,355354.0,356626.0,354202.0,349154.0,299899.0,314759.0,351488.0,339741.71428571426,22765.471725944142,1.7,1.1,19,5.5,27,24,8.3,14,4.6,9.0,1,2.0,20,1,2015,3,201503,Friday
16,2015-01-17,314203.0,2015,1,348198.0,355354.0,356626.0,354202.0,349154.0,299899.0,314759.0,339662.28571428574,22867.903159335845,0.0,0.0,1,3.0,-9,8,5.9,12,3.8,6.0,14,2.0,1,1,2015,3,201503,Saturday
17,2015-01-18,304714.0,2015,1,314203.0,348198.0,355354.0,356626.0,354202.0,349154.0,299899.0,340350.14285714284,21504.254311093668,4.7,0.8,14,2.2,10,24,3.3,12,2.9,4.0,1,1.0,20,1,2015,3,201503,Sunday
18,2015-01-19,351809.0,2015,1,304714.0,314203.0,348198.0,355354.0,356626.0,354202.0,349154.0,340729.4285714286,21707.864257430938,-0.1,-0.1,1,1.0,5,24,1.6,12,1.2,2.0,20,1.0,1,1,2015,4,201504,Monday
19,2015-01-20,355552.0,2015,1,351809.0,304714.0,314203.0,348198.0,355354.0,356626.0,354202.0,340922.28571428574,21853.01775281304,0.0,0.0,1,0.8,-22,24,3.7,14,1.8,3.0,14,1.0,1,1,2015,4,201504,Tuesday
20,2015-01-21,357266.0,2015,1,355552.0,351809.0,304714.0,314203.0,348198.0,355354.0,356626.0,341013.71428571426,21930.869223648253,0.0,0.0,1,-0.5,-19,24,1.5,15,3.0,4.0,11,2.0,1,1,2015,4,201504,Wednesday
21,2015-01-22,359893.0,2015,1,357266.0,355552.0,351809.0,304714.0,314203.0,348198.0,355354.0,341662.14285714284,22485.619726309316,0.0,0.0,1,-1.2,-29,24,0.4,19,3.3,5.0,5,2.0,17,1,2015,4,201504,Thursday
22,2015-01-23,358488.0,2015,1,359893.0,357266.0,355552.0,351809.0,304714.0,314203.0,348198.0,343132.14285714284,23305.52261752975,0.0,0.0,1,-2.8,-57,5,-1.3,16,2.4,6.0,24,1.0,3,1,2015,4,201504,Friday
23,2015-01-24,318784.0,2015,1,358488.0,359893.0,357266.0,355552.0,351809.0,304714.0,314203.0,343786.5714285714,22404.69862816833,8.6,3.5,5,2.2,-17,1,6.8,15,3.3,6.0,1,1.0,10,1,2015,4,201504,Saturday
24,2015-01-25,302642.0,2015,1,318784.0,358488.0,359893.0,357266.0,355552.0,351809.0,304714.0,343490.5714285714,23012.38699669625,0.3,0.2,11,3.7,-21,2,5.6,15,2.6,4.0,20,1.0,1,1,2015,4,201504,Sunday
25,2015-01-26,349724.0,2015,1,302642.0,318784.0,358488.0,359893.0,357266.0,355552.0,351809.0,343192.71428571426,22899.99300374192,3.1,1.0,12,5.9,41,24,8.3,13,3.5,4.0,1,3.0,3,1,2015,5,201505,Monday
26,2015-01-27,350153.0,2015,1,349724.0,302642.0,318784.0,358488.0,359893.0,357266.0,355552.0,342421.4285714286,22501.805630194387,0.1,0.1,23,5.1,30,22,7.7,12,2.8,4.0,12,2.0,2,1,2015,5,201505,Tuesday
27,2015-01-28,356325.0,2015,1,350153.0,349724.0,302642.0,318784.0,358488.0,359893.0,357266.0,342287.0,22400.92646893576,8.2,3.0,16,5.3,30,16,7.2,15,6.2,10.0,15,3.0,1,1,2015,5,201505,Wednesday
28,2015-01-29,355806.0,2015,1,356325.0,350153.0,349724.0,302642.0,318784.0,358488.0,359893.0,341703.14285714284,21913.522997064105,15.0,3.2,20,2.4,2,22,4.5,15,4.5,7.0,10,1.0,22,1,2015,5,201505,Thursday
29,2015-01-30,352672.0,2015,1,355806.0,356325.0,350153.0,349724.0,302642.0,318784.0,358488.0,340872.28571428574,21271.918395812245,8.3,1.6,18,1.7,-3,5,4.4,14,3.0,5.0,1,2.0,4,1,2015,5,201505,Friday
30,2015-01-31,316037.0,2015,1,352672.0,355806.0,356325.0,350153.0,349724.0,302642.0,318784.0,340479.85714285716,21766.901949432093,0.2,0.1,10,1.0,-25,7,4.4,14,2.3,4.0,13,1.0,7,1,2015,5,201505,Saturday
31,2015-02-01,300273.0,2015,2,316037.0,352672.0,355806.0,356325.0,350153.0,349724.0,302642.0,340141.4285714286,22460.611128945588,2.1,1.0,24,2.6,-15,1,5.7,13,2.4,4.0,24,1.0,13,2,2015,5,201505,Sunday
32,2015-02-02,349112.0,2015,2,300273.0,316037.0,352672.0,355806.0,356325.0,350153.0,349724.0,340054.0,22418.24511419215,5.5,2.8,2,2.0,6,2,5.5,15,2.7,4.0,1,2.0,3,2,2015,6,201506,Monday
33,2015-02-03,350064.0,2015,2,349112.0,300273.0,316037.0,352672.0,355806.0,356325.0,350153.0,340041.28571428574,22411.587224129442,0.1,0.1,1,1.7,-16,5,6.3,13,2.0,4.0,15,1.0,4,2,2015,6,201506,Tuesday
34,2015-02-04,352969.0,2015,2,350064.0,349112.0,300273.0,316037.0,352672.0,355806.0,356325.0,339561.85714285716,22037.970773406614,-0.1,-0.1,1,0.2,-40,24,5.3,14,2.1,4.0,16,1.0,4,2,2015,6,201506,Wednesday
35,2015-02-05,356182.0,2015,2,352969.0,350064.0,349112.0,300273.0,316037.0,352672.0,355806.0,339615.5714285714,22084.571196932517,0.9,0.9,5,-0.7,-38,1,2.0,14,3.1,5.0,13,1.0,1,2,2015,6,201506,Thursday
36,2015-02-06,349571.0,2015,2,356182.0,352969.0,350064.0,349112.0,300273.0,316037.0,352672.0,339172.5714285714,21808.393635304306,0.0,0.0,1,-0.2,-20,8,3.1,15,4.9,6.0,9,3.0,24,2,2015,6,201506,Friday
37,2015-02-07,316669.0,2015,2,349571.0,356182.0,352969.0,350064.0,349112.0,300273.0,316037.0,339262.85714285716,21697.677290657735,-0.1,-0.1,1,1.5,-51,7,5.5,15,2.4,4.0,21,1.0,3,2,2015,6,201506,Saturday
38,2015-02-08,297181.0,2015,2,316669.0,349571.0,356182.0,352969.0,350064.0,349112.0,300273.0,338821.14285714284,22634.940390382988,0.0,0.0,1,5.0,34,20,6.7,14,4.5,7.0,11,2.0,17,2,2015,6,201506,Sunday
39,2015-02-09,347097.0,2015,2,297181.0,316669.0,349571.0,356182.0,352969.0,350064.0,349112.0,338533.28571428574,22494.633424547348,0.3,0.2,19,5.7,44,4,7.2,13,3.0,4.0,10,2.0,4,2,2015,7,201507,Monday
40,2015-02-10,349819.0,2015,2,347097.0,297181.0,316669.0,349571.0,356182.0,352969.0,350064.0,338498.28571428574,22473.88335167651,0.2,0.1,4,5.7,46,6,7.2,14,2.3,3.0,1,2.0,4,2,2015,7,201507,Tuesday
41,2015-02-11,350233.0,2015,2,349819.0,347097.0,297181.0,316669.0,349571.0,356182.0,352969.0,338107.4285714286,22202.4216386197,0.0,0.0,1,4.2,31,24,5.4,1,2.5,4.0,9,1.0,20,2,2015,7,201507,Wednesday
42,2015-02-12,350337.0,2015,2,350233.0,349819.0,347097.0,297181.0,316669.0,349571.0,356182.0,337272.4285714286,21508.4358245561,0.0,0.0,1,2.6,-3,23,4.5,14,1.9,2.0,1,1.0,7,2,2015,7,201507,Thursday
43,2015-02-13,338585.0,2015,2,350337.0,350233.0,349819.0,347097.0,297181.0,316669.0,349571.0,335703.0,20852.27050786878,0.0,0.0,1,4.6,-3,7,9.9,15,4.3,6.0,14,2.0,1,2,2015,7,201507,Friday
44,2015-02-14,303005.0,2015,2,338585.0,350337.0,350233.0,349819.0,347097.0,297181.0,316669.0,333751.0,23413.3047361253,0.0,0.0,1,6.6,47,8,10.2,15,4.2,5.0,1,3.0,18,2,2015,7,201507,Saturday
45,2015-02-15,286130.0,2015,2,303005.0,338585.0,350337.0,350233.0,349819.0,347097.0,297181.0,332172.28571428574,26463.95473541504,0.0,0.0,1,2.6,-35,23,6.7,14,2.9,5.0,11,1.0,22,2,2015,7,201507,Sunday
46,2015-02-16,331294.0,2015,2,286130.0,303005.0,338585.0,350337.0,350233.0,349819.0,347097.0,329914.71428571426,25639.790981430207,0.0,0.0,1,0.9,-49,5,7.7,15,2.0,4.0,13,1.0,1,2,2015,8,201508,Monday
47,2015-02-17,337371.0,2015,2,331294.0,286130.0,303005.0,338585.0,350337.0,350233.0,349819.0,328136.4285714286,24432.46745526088,0.1,0.1,10,3.3,-30,24,9.0,14,2.2,4.0,13,1.0,5,2,2015,8,201508,Tuesday
48,2015-02-18,341253.0,2015,2,337371.0,331294.0,286130.0,303005.0,338585.0,350337.0,350233.0,326853.5714285714,23287.832000547318,0.0,0.0,1,1.8,-34,6,8.1,14,3.2,5.0,13,1.0,2,2,2015,8,201508,Wednesday
49,2015-02-19,342020.0,2015,2,341253.0,337371.0,331294.0,286130.0,303005.0,338585.0,350337.0,325665.4285714286,22070.365008740773,0.0,0.0,1,3.5,-3,5,7.4,14,5.2,7.0,15,3.0,2,2,2015,8,201508,Thursday
50,2015-02-20,346759.0,2015,2,342020.0,341253.0,337371.0,331294.0,286130.0,303005.0,338585.0,326833.14285714284,23061.817660573186,20.0,2.3,18,5.3,34,3,6.5,22,5.0,6.0,1,3.0,19,2,2015,8,201508,Friday
51,2015-02-21,309191.0,2015,2,346759.0,342020.0,341253.0,337371.0,331294.0,286130.0,303005.0,327716.85714285716,22094.806172707773,9.4,1.9,11,3.2,4,24,6.3,16,2.5,4.0,2,1.0,13,2,2015,8,201508,Saturday
52,2015-02-22,289417.0,2015,2,309191.0,346759.0,342020.0,341253.0,337371.0,331294.0,286130.0,328186.4285714286,21075.070769807215,2.2,1.1,23,3.2,-18,4,6.8,12,4.8,10.0,22,2.0,1,2,2015,8,201508,Sunday
53,2015-02-23,337632.0,2015,2,289417.0,309191.0,346759.0,342020.0,341253.0,337371.0,331294.0,329091.85714285716,21364.98249026957,2.8,1.3,1,5.9,27,1,9.8,14,6.5,9.0,1,4.0,10,2,2015,9,201509,Monday
54,2015-02-24,340430.0,2015,2,337632.0,289417.0,309191.0,346759.0,342020.0,341253.0,337371.0,329528.85714285716,21592.61970696296,7.3,4.3,9,5.4,35,23,8.9,14,5.4,8.0,4,2.0,22,2,2015,9,201509,Tuesday
55,2015-02-25,339143.0,2015,2,340430.0,337632.0,289417.0,309191.0,346759.0,342020.0,341253.0,329227.4285714286,21415.67789305417,2.8,1.2,15,4.8,16,7,8.7,12,3.2,6.0,12,1.0,18,2,2015,9,201509,Wednesday
56,2015-02-26,342340.0,2015,2,339143.0,340430.0,337632.0,289417.0,309191.0,346759.0,342020.0,329273.14285714284,21447.8537187957,7.0,1.5,19,6.3,37,7,8.3,14,4.5,6.0,10,3.0,1,2,2015,9,201509,Thursday
57,2015-02-27,333406.0,2015,2,342340.0,339143.0,340430.0,337632.0,289417.0,309191.0,346759.0,327365.5714285714,20190.410602207074,0.0,0.0,1,4.9,-3,23,8.2,12,3.2,4.0,1,2.0,8,2,2015,9,201509,Friday
58,2015-02-28,301083.0,2015,2,333406.0,342340.0,339143.0,340430.0,337632.0,289417.0,309191.0,326207.28571428574,21590.828359238494,-0.1,-0.1,1,5.1,-5,4,9.1,15,5.4,8.0,15,2.0,1,2,2015,9,201509,Saturday
59,2015-03-01,281223.0,2015,3,301083.0,333406.0,342340.0,339143.0,340430.0,337632.0,289417.0,325036.71428571426,24005.042496069393,5.1,2.1,23,8.3,60,3,10.7,13,6.7,9.0,13,4.0,18,3,2015,9,201509,Sunday
60,2015-03-02,330448.0,2015,3,281223.0,301083.0,333406.0,342340.0,339143.0,340430.0,337632.0,324010.4285714286,23525.59012973709,2.4,1.4,14,5.3,16,20,8.4,12,5.7,8.0,16,3.0,22,3,2015,10,201510,Monday
61,2015-03-03,337272.0,2015,3,330448.0,281223.0,301083.0,333406.0,342340.0,339143.0,340430.0,323559.28571428574,23186.068329309976,2.0,0.8,12,4.4,30,7,7.5,16,4.9,7.0,11,3.0,18,3,2015,10,201510,Tuesday
62,2015-03-04,336794.0,2015,3,337272.0,330448.0,281223.0,301083.0,333406.0,342340.0,339143.0,323223.71428571426,22938.613157107626,0.3,0.3,17,5.1,28,6,7.6,14,4.4,7.0,15,2.0,23,3,2015,10,201510,Wednesday
63,2015-03-05,331937.0,2015,3,336794.0,337272.0,330448.0,281223.0,301083.0,333406.0,342340.0,321737.5714285714,21802.55514733042,0.0,0.0,1,5.7,11,5,10.3,14,2.8,4.0,10,2.0,1,3,2015,10,201510,Thursday
64,2015-03-06,331954.0,2015,3,331937.0,336794.0,337272.0,330448.0,281223.0,301083.0,333406.0,321530.14285714284,21679.60049930642,0.0,0.0,1,6.6,46,24,9.0,14,3.2,4.0,10,2.0,3,3,2015,10,201510,Friday
65,2015-03-07,292600.0,2015,3,331954.0,331937.0,336794.0,337272.0,330448.0,281223.0,301083.0,320318.28571428574,23197.046498166503,0.0,0.0,1,8.4,40,4,13.9,15,4.6,7.0,13,3.0,1,3,2015,10,201510,Saturday
66,2015-03-08,272060.0,2015,3,292600.0,331954.0,331937.0,336794.0,337272.0,330448.0,281223.0,319009.28571428574,25874.840435670954,-0.1,-0.1,1,9.3,40,7,15.7,14,3.4,6.0,13,2.0,7,3,2015,10,201510,Sunday
67,2015-03-09,324546.0,2015,3,272060.0,292600.0,331954.0,331937.0,336794.0,337272.0,330448.0,318166.14285714284,25533.895762486543,-0.1,-0.1,1,8.8,67,7,11.3,14,2.8,4.0,14,0.0,9,3,2015,11,201511,Monday
68,2015-03-10,323794.0,2015,3,324546.0,272060.0,292600.0,331954.0,331937.0,336794.0,337272.0,316240.71428571426,24332.992244511024,0.2,0.2,1,7.6,-7,24,11.3,12,2.6,4.0,12,1.0,23,3,2015,11,201511,Tuesday
69,2015-03-11,326857.0,2015,3,323794.0,324546.0,272060.0,292600.0,331954.0,331937.0,336794.0,314821.14285714284,23197.445106653362,0.0,0.0,1,2.7,-20,3,9.5,16,1.8,4.0,15,0.0,5,3,2015,11,201511,Wednesday
70,2015-03-12,324163.0,2015,3,326857.0,323794.0,324546.0,272060.0,292600.0,331954.0,331937.0,313710.5714285714,22414.32913604718,0.0,0.0,1,5.4,-29,4,12.7,15,3.1,6.0,15,1.0,1,3,2015,11,201511,Thursday
71,2015-03-13,321756.0,2015,3,324163.0,326857.0,323794.0,324546.0,272060.0,292600.0,331954.0,312253.71428571426,21336.440305373537,0.0,0.0,1,4.6,7,6,9.2,13,4.0,6.0,13,2.0,1,3,2015,11,201511,Friday
72,2015-03-14,297813.0,2015,3,321756.0,324163.0,326857.0,323794.0,324546.0,272060.0,292600.0,312998.4285714286,20614.904226935436,0.2,0.2,18,3.4,7,6,5.3,24,3.8,5.0,8,2.0,6,3,2015,11,201511,Saturday
73,2015-03-15,281338.0,2015,3,297813.0,321756.0,324163.0,326857.0,323794.0,324546.0,272060.0,314323.85714285716,17625.625922016578,0.1,0.1,8,5.6,45,3,6.8,16,4.5,6.0,10,3.0,3,3,2015,11,201511,Sunday
74,2015-03-16,319850.0,2015,3,281338.0,297813.0,321756.0,324163.0,326857.0,323794.0,324546.0,313653.0,17257.229596124027,0.0,0.0,1,6.3,6,24,12.8,15,2.6,4.0,1,1.0,19,3,2015,12,201512,Monday
75,2015-03-17,320893.0,2015,3,319850.0,281338.0,297813.0,321756.0,324163.0,326857.0,323794.0,313238.5714285714,17006.11312496343,0.0,0.0,1,7.6,-17,6,17.8,15,1.6,4.0,11,0.0,5,3,2015,12,201512,Tuesday
76,2015-03-18,326526.0,2015,3,320893.0,319850.0,281338.0,297813.0,321756.0,324163.0,326857.0,313191.28571428574,16962.339713949677,0.0,0.0,1,5.6,6,6,8.8,13,2.9,4.0,13,1.0,1,3,2015,12,201512,Wednesday
77,2015-03-19,325216.0,2015,3,326526.0,320893.0,319850.0,281338.0,297813.0,321756.0,324163.0,313341.71428571426,17080.11831257133,0.0,0.0,1,6.8,7,24,12.6,15,2.0,3.0,1,1.0,6,3,2015,12,201512,Thursday
78,2015-03-20,323881.0,2015,3,325216.0,326526.0,320893.0,319850.0,281338.0,297813.0,321756.0,313645.28571428574,17272.395604106794,0.0,0.0,1,4.9,6,1,9.3,15,2.3,3.0,4,1.0,20,3,2015,12,201512,Friday
79,2015-03-21,289627.0,2015,3,323881.0,325216.0,326526.0,320893.0,319850.0,281338.0,297813.0,312475.85714285716,18737.91937425808,2.2,1.2,12,6.4,39,1,9.3,15,4.8,7.0,13,3.0,1,3,2015,12,201512,Saturday
80,2015-03-22,269883.0,2015,3,289627.0,323881.0,325216.0,326526.0,320893.0,319850.0,281338.0,310839.4285714286,22107.682592688303,0.0,0.0,1,4.3,-15,24,8.6,15,3.5,6.0,2,1.0,21,3,2015,12,201512,Sunday
81,2015-03-23,318075.0,2015,3,269883.0,289627.0,323881.0,325216.0,326526.0,320893.0,319850.0,310585.85714285716,21997.010345564304,0.0,0.0,1,3.1,-29,4,9.3,14,2.1,5.0,14,1.0,1,3,2015,13,201513,Monday
82,2015-03-24,322236.0,2015,3,318075.0,269883.0,289627.0,323881.0,325216.0,326526.0,320893.0,310777.71428571426,22107.471419667934,0.3,0.2,24,5.7,-21,2,11.5,13,2.0,3.0,9,1.0,1,3,2015,13,201513,Tuesday
83,2015-03-25,330604.0,2015,3,322236.0,318075.0,269883.0,289627.0,323881.0,325216.0,326526.0,311360.28571428574,22638.97498941669,7.2,1.7,2,5.9,50,24,6.9,16,2.3,3.0,4,1.0,2,3,2015,13,201513,Wednesday
84,2015-03-26,329487.0,2015,3,330604.0,322236.0,318075.0,269883.0,289627.0,323881.0,325216.0,311970.4285714286,23126.932941609877,4.1,1.2,18,5.0,3,3,7.3,11,4.3,7.0,11,1.0,2,3,2015,13,201513,Thursday
85,2015-03-27,314777.0,2015,3,329487.0,330604.0,322236.0,318075.0,269883.0,289627.0,323881.0,310669.85714285716,22595.371549859414,1.7,1.3,7,5.7,-4,24,8.9,12,4.2,7.0,10,1.0,20,3,2015,13,201513,Friday
86,2015-03-28,289129.0,2015,3,314777.0,329487.0,330604.0,322236.0,318075.0,269883.0,289627.0,310598.71428571426,22673.318215575935,3.3,0.8,19,6.9,-6,1,11.7,17,4.9,8.0,18,2.0,1,3,2015,13,201513,Saturday
87,2015-03-29,276414.0,2015,3,289129.0,314777.0,329487.0,330604.0,322236.0,318075.0,269883.0,311531.71428571426,20773.412620577477,16.2,4.2,14,9.3,75,24,11.3,17,7.2,11.0,17,4.0,12,3,2015,13,201513,Sunday
88,2015-03-30,315520.0,2015,3,276414.0,289129.0,314777.0,329487.0,330604.0,322236.0,318075.0,311166.71428571426,20661.42658606695,5.4,2.4,23,7.2,53,23,9.1,15,6.3,8.0,11,4.0,18,3,2015,14,201514,Monday
89,2015-03-31,319222.0,2015,3,315520.0,276414.0,289129.0,314777.0,329487.0,330604.0,322236.0,310736.14285714284,20422.324756897684,9.0,4.1,2,9.0,58,1,11.1,4,9.4,12.0,10,6.0,1,3,2015,14,201514,Tuesday
90,2015-04-01,318467.0,2015,4,319222.0,315520.0,276414.0,289129.0,314777.0,329487.0,330604.0,309002.28571428574,18913.9219951363,4.0,1.3,11,6.5,34,3,9.1,15,6.7,9.0,14,5.0,9,4,2015,14,201514,Wednesday
91,2015-04-02,318111.0,2015,4,318467.0,319222.0,315520.0,276414.0,289129.0,314777.0,329487.0,307377.14285714284,17278.484708142933,4.7,1.5,4,6.3,41,6,8.6,13,5.1,7.0,9,3.0,21,4,2015,14,201514,Thursday
92,2015-04-03,310954.0,2015,4,318111.0,318467.0,319222.0,315520.0,276414.0,289129.0,314777.0,306831.0,17064.701970246613,0.0,0.0,1,7.0,45,6,9.5,14,2.3,3.0,1,1.0,19,4,2015,14,201514,Friday
93,2015-04-04,282720.0,2015,4,310954.0,318111.0,318467.0,319222.0,315520.0,276414.0,289129.0,305915.4285714286,18299.981510529447,1.9,0.7,6,5.4,18,24,9.4,15,3.8,6.0,14,2.0,8,4,2015,14,201514,Saturday
94,2015-04-05,255218.0,2015,4,282720.0,310954.0,318111.0,318467.0,319222.0,315520.0,276414.0,302887.4285714286,24647.682202438154,0.0,0.0,1,5.3,-22,6,11.3,16,2.4,4.0,14,1.0,2,4,2015,14,201514,Sunday
95,2015-04-06,269511.0,2015,4,255218.0,282720.0,310954.0,318111.0,318467.0,319222.0,315520.0,296314.71428571426,26761.44471507659,-0.1,-0.1,1,6.9,16,24,11.7,17,1.2,2.0,8,0.0,22,4,2015,15,201515,Monday
96,2015-04-07,313412.0,2015,4,269511.0,255218.0,282720.0,310954.0,318111.0,318467.0,319222.0,295484.71428571426,26012.17881246079,0.0,0.0,1,7.1,6,3,13.2,15,2.3,4.0,11,0.0,3,4,2015,15,201515,Tuesday
97,2015-04-08,315570.0,2015,4,313412.0,269511.0,255218.0,282720.0,310954.0,318111.0,318467.0,295070.85714285716,25605.451831127604,0.0,0.0,1,8.6,39,1,14.2,16,1.5,3.0,22,1.0,1,4,2015,15,201515,Wednesday
98,2015-04-09,309829.0,2015,4,315570.0,313412.0,269511.0,255218.0,282720.0,310954.0,318111.0,293887.71428571426,24532.260357294857,0.0,0.0,1,10.4,19,5,18.1,15,1.4,3.0,15,1.0,1,4,2015,15,201515,Thursday
99,2015-04-10,304773.0,2015,4,309829.0,315570.0,313412.0,269511.0,255218.0,282720.0,310954.0,293004.71428571426,23919.184432266233,0.0,0.0,1,11.3,27,5,19.6,15,1.3,3.0,12,0.0,5,4,2015,15,201515,Friday
100,2015-04-11,277433.0,2015,4,304773.0,309829.0,315570.0,313412.0,269511.0,255218.0,282720.0,292249.4285714286,24377.154761901966,4.1,3.6,15,9.0,26,23,13.6,13,4.1,7.0,12,2.0,1,4,2015,15,201515,Saturday
101,2015-04-12,255315.0,2015,4,277433.0,304773.0,309829.0,315570.0,313412.0,269511.0,255218.0,292263.28571428574,24352.61113114499,0.1,0.1,24,10.0,21,2,15.5,16,5.2,8.0,16,2.0,1,4,2015,15,201515,Sunday
102,2015-04-13,302080.0,2015,4,255315.0,277433.0,304773.0,309829.0,315570.0,313412.0,269511.0,296916.0,22306.445764995206,-0.1,-0.1,1,8.4,41,24,12.8,13,2.5,4.0,11,0.0,21,4,2015,16,201516,Monday
103,2015-04-14,303790.0,2015,4,302080.0,255315.0,277433.0,304773.0,309829.0,315570.0,313412.0,295541.4285714286,21398.49243020919,0.0,0.0,1,11.9,32,2,20.0,15,3.4,7.0,14,1.0,1,4,2015,16,201516,Tuesday
104,2015-04-15,303496.0,2015,4,303790.0,302080.0,255315.0,277433.0,304773.0,309829.0,315570.0,293816.5714285714,19952.77122655029,0.0,0.0,1,13.8,54,3,23.0,16,3.4,6.0,12,1.0,2,4,2015,16,201516,Wednesday
105,2015-04-16,306250.0,2015,4,303496.0,303790.0,302080.0,255315.0,277433.0,304773.0,309829.0,293305.28571428574,19515.126028411076,0.0,0.0,1,9.9,64,4,13.4,14,3.7,6.0,13,1.0,1,4,2015,16,201516,Thursday
106,2015-04-17,305522.0,2015,4,306250.0,303496.0,303790.0,302080.0,255315.0,277433.0,304773.0,293412.28571428574,19590.39032037819,0.0,0.0,1,8.5,52,24,12.9,14,4.0,6.0,10,2.0,3,4,2015,16,201516,Friday
107,2015-04-18,267852.0,2015,4,305522.0,306250.0,303496.0,303790.0,302080.0,255315.0,277433.0,292043.5714285714,21164.346354637382,0.0,0.0,1,9.0,41,5,14.4,14,3.9,6.0,11,2.0,3,4,2015,16,201516,Saturday
108,2015-04-19,256554.0,2015,4,267852.0,305522.0,306250.0,303496.0,303790.0,302080.0,255315.0,292220.5714285714,20808.170501489378,0.0,0.0,1,7.8,-6,4,15.2,16,1.6,4.0,18,0.0,2,4,2015,16,201516,Sunday
109,2015-04-20,301734.0,2015,4,256554.0,267852.0,305522.0,306250.0,303496.0,303790.0,302080.0,292171.14285714284,20781.240125239452,0.0,0.0,1,10.9,43,3,17.1,15,3.0,5.0,11,2.0,1,4,2015,17,201517,Monday
110,2015-04-21,305684.0,2015,4,301734.0,256554.0,267852.0,305522.0,306250.0,303496.0,303790.0,292441.71428571426,20969.21017201412,0.0,0.0,1,10.0,22,5,17.4,11,3.2,6.0,14,1.0,2,4,2015,17,201517,Tuesday
111,2015-04-22,312975.0,2015,4,305684.0,301734.0,256554.0,267852.0,305522.0,306250.0,303496.0,293795.85714285716,22078.757969509883,0.0,0.0,1,8.5,34,2,12.1,15,3.4,6.0,11,1.0,1,4,2015,17,201517,Wednesday
112,2015-04-23,309663.0,2015,4,312975.0,305684.0,301734.0,256554.0,267852.0,305522.0,306250.0,294283.4285714286,22434.444453838983,0.0,0.0,1,9.4,37,24,15.5,15,1.7,3.0,13,0.0,24,4,2015,17,201517,Thursday
113,2015-04-24,306106.0,2015,4,309663.0,312975.0,305684.0,301734.0,256554.0,267852.0,305522.0,294366.85714285716,22484.234376028824,0.0,0.0,1,12.4,15,4,20.4,15,3.0,6.0,13,0.0,1,4,2015,17,201517,Friday
114,2015-04-25,277998.0,2015,4,306106.0,309663.0,312975.0,305684.0,301734.0,256554.0,267852.0,295816.28571428574,20750.263875545486,3.7,0.7,13,12.1,86,23,15.0,17,3.4,5.0,17,2.0,20,4,2015,17,201517,Saturday
115,2015-04-26,262239.0,2015,4,277998.0,306106.0,309663.0,312975.0,305684.0,301734.0,256554.0,296628.4285714286,18994.432121520607,0.7,0.4,3,10.6,79,24,13.9,10,3.0,4.0,19,2.0,2,4,2015,17,201517,Sunday
116,2015-04-27,257825.0,2015,4,262239.0,277998.0,306106.0,309663.0,312975.0,305684.0,301734.0,290355.71428571426,23695.784813016147,0.0,0.0,1,8.0,-3,24,12.6,15,3.8,5.0,8,1.0,23,4,2015,18,201518,Monday
117,2015-04-28,306120.0,2015,4,257825.0,262239.0,277998.0,306106.0,309663.0,312975.0,305684.0,290418.0,23743.316645602365,0.1,0.1,9,6.0,-22,4,11.8,12,3.4,7.0,12,0.0,2,4,2015,18,201518,Tuesday
118,2015-04-29,311665.0,2015,4,306120.0,257825.0,262239.0,277998.0,306106.0,309663.0,312975.0,290230.85714285716,23540.18590572715,1.6,0.8,22,8.9,14,2,14.7,14,3.9,7.0,12,2.0,1,4,2015,18,201518,Wednesday
119,2015-04-30,311210.0,2015,4,311665.0,306120.0,257825.0,262239.0,277998.0,306106.0,309663.0,290451.85714285716,23759.266567163406,0.0,0.0,1,9.8,58,24,14.2,14,4.1,7.0,12,2.0,1,4,2015,18,201518,Thursday
120,2015-05-01,307781.0,2015,5,311210.0,311665.0,306120.0,257825.0,262239.0,277998.0,306106.0,290691.14285714284,23950.861803761094,0.0,0.0,1,8.7,31,5,13.3,14,2.6,5.0,15,1.0,4,5,2015,18,201518,Friday
121,2015-05-02,273709.0,2015,5,307781.0,311210.0,311665.0,306120.0,257825.0,262239.0,277998.0,290078.4285714286,24380.70294212999,0.0,0.0,1,9.7,4,5,15.8,14,1.6,4.0,23,0.0,3,5,2015,18,201518,Saturday
