index,date,loadConsumption,Year_x,Month_x,lag_1,lag_2,lag_3,lag_4,lag_5,lag_6,lag_7,rolling_mean_7,rolling_std_7,DailyPrecipitation,MaxHourlyPrecipitation,HDMaxPrecipitation,DailyMeanTemperature,HourlyMinTemperature,HDMinTemperature,HourlyMaxTemperature,HDMaxTemperature,DailyMeanWindspeed,MaxHourlyMeanWindspeed,HDMaxMeanWindspeed,MinHourlyMeanWindspeed,HDMinMeanWindspeed,Month_y,Year_y,Week,WeekKey,day_of_week
848,2017-04-28,296927.0,2017,4,270148.0,308030.0,308115.0,310211.0,261482.0,275709.0,311168.0,290088.85714285716,20499.01467086124,1.9,0.6,4,7.6,30,24,11.7,16,2.5,4.0,13,1.0,8,4,2017,17,201717,Friday
849,2017-04-29,272239.0,2017,4,296927.0,270148.0,308030.0,308115.0,310211.0,261482.0,275709.0,289593.14285714284,20941.88225724193,-0.1,-0.1,1,7.6,5,4,14.0,12,1.9,3.0,18,1.0,1,4,2017,17,201717,Saturday
850,2017-04-30,255234.0,2017,4,272239.0,296927.0,270148.0,308030.0,308115.0,310211.0,261482.0,288700.5714285714,22420.645819252728,0.0,0.0,1,12.3,33,5,18.4,16,6.1,9.0,12,3.0,1,4,2017,17,201717,Sunday
851,2017-05-01,313993.0,2017,5,255234.0,272239.0,296927.0,270148.0,308030.0,308115.0,310211.0,289240.85714285716,23061.790906378403,0.9,0.5,8,11.7,82,24,13.7,11,3.1,6.0,1,1.0,19,5,2017,18,201718,Monday
852,2017-05-02,318256.0,2017,5,313993.0,255234.0,272239.0,296927.0,270148.0,308030.0,308115.0,290689.5714285714,24705.02996596121,4.7,1.6,23,10.0,47,3,15.2,14,2.3,5.0,15,0.0,4,5,2017,18,201718,Tuesday
853,2017-05-03,319271.0,2017,5,318256.0,313993.0,255234.0,272239.0,296927.0,270148.0,308030.0,292295.4285714286,26331.81595748841,3.5,2.1,22,10.7,77,2,15.2,18,3.3,4.0,7,1.0,23,5,2017,18,201718,Wednesday
854,2017-05-04,315316.0,2017,5,319271.0,318256.0,313993.0,255234.0,272239.0,296927.0,270148.0,298748.0,25521.806231795716,-0.1,-0.1,1,10.4,77,6,13.3,12,5.1,7.0,13,2.0,1,5,2017,18,201718,Thursday
855,2017-05-05,318332.0,2017,5,315316.0,319271.0,318256.0,313993.0,255234.0,272239.0,296927.0,301805.85714285716,26529.666233787862,-0.1,-0.1,1,8.9,66,24,11.1,15,3.5,6.0,6,2.0,23,5,2017,18,201718,Friday
856,2017-05-06,270917.0,2017,5,318332.0,315316.0,319271.0,318256.0,313993.0,255234.0,272239.0,301617.0,26778.760016102187,0.0,0.0,1,12.8,59,4,18.8,15,4.1,6.0,11,3.0,1,5,2017,18,201718,Saturday
857,2017-05-07,262811.0,2017,5,270917.0,318332.0,315316.0,319271.0,318256.0,313993.0,255234.0,302699.4285714286,24660.810049260497,0.0,0.0,1,11.7,86,20,16.2,14,3.3,5.0,17,2.0,1,5,2017,18,201718,Sunday
858,2017-05-08,312428.0,2017,5,262811.0,270917.0,318332.0,315316.0,319271.0,318256.0,313993.0,302475.85714285716,24548.196711968823,-0.1,-0.1,1,9.7,43,24,15.3,14,3.9,7.0,15,2.0,5,5,2017,19,201719,Monday
859,2017-05-09,310223.0,2017,5,312428.0,262811.0,270917.0,318332.0,315316.0,319271.0,318256.0,301328.28571428574,23865.842548953133,0.0,0.0,1,8.0,11,4,13.8,14,2.3,4.0,15,1.0,2,5,2017,19,201719,Tuesday
860,2017-05-10,309894.0,2017,5,310223.0,312428.0,262811.0,270917.0,318332.0,315316.0,319271.0,299988.71428571426,22935.92505012072,0.0,0.0,1,9.0,-1,4,15.9,17,1.8,3.0,13,0.0,2,5,2017,19,201719,Wednesday
861,2017-05-11,309972.0,2017,5,309894.0,310223.0,312428.0,262811.0,270917.0,318332.0,315316.0,299225.28571428574,22423.947360758957,0.3,0.2,22,15.4,47,4,22.8,16,3.5,5.0,11,2.0,2,5,2017,19,201719,Thursday
862,2017-05-12,314584.0,2017,5,309972.0,309894.0,310223.0,312428.0,262811.0,270917.0,318332.0,298689.85714285716,21931.017907889818,12.5,6.6,19,15.5,120,23,21.2,17,2.9,5.0,13,1.0,22,5,2017,19,201719,Friday
863,2017-05-13,278305.0,2017,5,314584.0,309972.0,309894.0,310223.0,312428.0,262811.0,270917.0,299745.28571428574,20502.96961998648,10.0,7.9,2,14.0,85,23,19.0,12,2.7,5.0,12,1.0,21,5,2017,19,201719,Saturday
864,2017-05-14,258546.0,2017,5,278305.0,314584.0,309972.0,309894.0,310223.0,312428.0,262811.0,299136.0,21805.472012012484,1.9,1.7,14,13.4,66,24,19.9,11,3.1,6.0,11,1.0,20,5,2017,19,201719,Sunday
865,2017-05-15,302351.0,2017,5,258546.0,278305.0,314584.0,309972.0,309894.0,310223.0,312428.0,297696.4285714286,21103.01738975671,-0.1,-0.1,1,14.9,55,3,21.2,15,2.5,4.0,8,1.0,1,5,2017,20,201720,Monday
866,2017-05-16,315065.0,2017,5,302351.0,258546.0,278305.0,314584.0,309972.0,309894.0,310223.0,298388.14285714284,21654.203051821532,-0.1,-0.1,1,20.4,152,24,26.2,15,2.6,4.0,11,0.0,23,5,2017,20,201720,Tuesday
867,2017-05-17,317738.0,2017,5,315065.0,302351.0,258546.0,278305.0,314584.0,309972.0,309894.0,299508.71428571426,22533.93559141608,0.0,0.0,1,22.3,144,2,28.4,14,2.8,5.0,17,1.0,1,5,2017,20,201720,Wednesday
868,2017-05-18,319799.0,2017,5,317738.0,315065.0,302351.0,258546.0,278305.0,314584.0,309972.0,300912.5714285714,23576.433013054382,0.3,0.2,6,16.5,144,10,21.1,1,3.3,6.0,24,2.0,4,5,2017,20,201720,Thursday
869,2017-05-19,313296.0,2017,5,319799.0,317738.0,315065.0,302351.0,258546.0,278305.0,314584.0,300728.5714285714,23456.674649639506,0.1,0.1,1,13.6,105,24,16.7,3,4.6,8.0,9,2.0,19,5,2017,20,201720,Friday
870,2017-05-20,268617.0,2017,5,313296.0,319799.0,317738.0,315065.0,302351.0,258546.0,278305.0,299344.5714285714,25219.77327982366,1.2,0.5,11,12.5,74,24,17.3,14,2.8,5.0,9,1.0,19,5,2017,20,201720,Saturday
871,2017-05-21,256315.0,2017,5,268617.0,313296.0,319799.0,317738.0,315065.0,302351.0,258546.0,299025.85714285716,25828.057485536603,0.0,0.0,1,14.4,54,4,20.2,17,1.9,3.0,9,1.0,1,5,2017,20,201720,Sunday
872,2017-05-22,307052.0,2017,5,256315.0,268617.0,313296.0,319799.0,317738.0,315065.0,302351.0,299697.4285714286,25989.53846491008,0.0,0.0,1,17.6,81,4,24.6,14,1.9,4.0,10,0.0,20,5,2017,21,201721,Monday
873,2017-05-23,315813.0,2017,5,307052.0,256315.0,268617.0,313296.0,319799.0,317738.0,315065.0,299804.28571428574,26064.68274449972,0.0,0.0,1,16.1,99,24,21.0,14,3.0,6.0,15,1.0,1,5,2017,21,201721,Tuesday
874,2017-05-24,343319.0,2017,5,315813.0,307052.0,256315.0,268617.0,313296.0,319799.0,317738.0,303458.71428571426,30426.508271101717,0.0,0.0,1,15.9,90,3,22.3,12,2.6,5.0,15,1.0,1,5,2017,21,201721,Wednesday
875,2017-05-25,341646.0,2017,5,343319.0,315813.0,307052.0,256315.0,268617.0,313296.0,319799.0,306579.71428571426,33360.939733538,0.0,0.0,1,17.4,92,4,23.0,16,2.5,4.0,18,1.0,2,5,2017,21,201721,Thursday
876,2017-05-26,347231.0,2017,5,341646.0,343319.0,315813.0,307052.0,256315.0,268617.0,313296.0,311427.5714285714,36789.084213740716,0.0,0.0,1,20.3,110,4,26.6,16,3.7,6.0,16,1.0,3,5,2017,21,201721,Friday
877,2017-05-27,318821.0,2017,5,347231.0,341646.0,343319.0,315813.0,307052.0,256315.0,268617.0,318599.5714285714,31576.56033546147,0.0,0.0,1,22.9,160,4,31.9,16,3.7,6.0,9,1.0,22,5,2017,21,201721,Saturday
878,2017-05-28,328076.0,2017,5,318821.0,347231.0,341646.0,343319.0,315813.0,307052.0,256315.0,328851.14285714284,15584.43036525601,0.0,0.0,1,20.5,149,5,26.6,14,2.6,4.0,16,1.0,1,5,2017,21,201721,Sunday
879,2017-05-29,329432.0,2017,5,328076.0,318821.0,347231.0,341646.0,343319.0,315813.0,307052.0,332048.28571428574,12320.913977383527,0.3,0.3,23,21.9,154,4,28.6,14,3.1,6.0,7,1.0,20,5,2017,22,201722,Monday
880,2017-05-30,301730.0,2017,5,329432.0,328076.0,318821.0,347231.0,341646.0,343319.0,315813.0,330036.4285714286,16010.988360676045,0.0,0.0,1,18.3,155,24,21.2,13,3.9,5.0,10,2.0,1,5,2017,22,201722,Tuesday
881,2017-05-31,321072.0,2017,5,301730.0,329432.0,328076.0,318821.0,347231.0,341646.0,343319.0,326858.28571428574,15118.094133788323,0.0,0.0,1,17.4,107,24,22.2,13,3.0,5.0,14,2.0,3,5,2017,22,201722,Wednesday
882,2017-06-01,314684.0,2017,6,321072.0,301730.0,329432.0,328076.0,318821.0,347231.0,341646.0,323006.5714285714,14124.608783456766,0.0,0.0,1,16.6,75,4,23.4,15,2.0,3.0,13,1.0,2,6,2017,22,201722,Thursday
883,2017-06-02,317438.0,2017,6,314684.0,321072.0,301730.0,329432.0,328076.0,318821.0,347231.0,318750.4285714286,9259.321642847484,0.0,0.0,1,19.8,108,4,26.6,12,1.8,4.0,17,0.0,5,6,2017,22,201722,Friday
884,2017-06-03,281930.0,2017,6,317438.0,314684.0,321072.0,301730.0,329432.0,328076.0,318821.0,313480.28571428574,16711.913731569395,2.1,2.1,10,18.4,143,24,23.7,13,2.3,5.0,14,1.0,1,6,2017,22,201722,Saturday
885,2017-06-04,253499.0,2017,6,281930.0,317438.0,314684.0,321072.0,301730.0,329432.0,328076.0,302826.4285714286,26664.31891659156,0.0,0.0,1,15.4,87,24,19.5,9,3.0,5.0,10,1.0,2,6,2017,22,201722,Sunday
886,2017-06-05,261678.0,2017,6,253499.0,281930.0,317438.0,314684.0,321072.0,301730.0,329432.0,293147.28571428574,27675.053500184647,0.0,0.0,1,17.1,84,2,22.9,17,4.0,7.0,12,2.0,1,6,2017,23,201723,Monday
887,2017-06-06,311213.0,2017,6,261678.0,253499.0,281930.0,317438.0,314684.0,321072.0,301730.0,294502.0,28388.11902304649,10.5,2.5,17,14.1,110,17,17.4,5,6.6,10.0,13,4.0,1,6,2017,23,201723,Tuesday
888,2017-06-07,314110.0,2017,6,311213.0,261678.0,253499.0,281930.0,317438.0,314684.0,321072.0,293507.4285714286,27407.10482008333,5.1,1.6,8,14.0,113,8,17.4,15,6.2,8.0,16,5.0,3,6,2017,23,201723,Wednesday
889,2017-06-08,314809.0,2017,6,314110.0,311213.0,261678.0,253499.0,281930.0,317438.0,314684.0,293525.28571428574,27423.238027350988,0.3,0.3,9,16.8,117,4,23.2,16,4.3,6.0,11,1.0,21,6,2017,23,201723,Thursday
890,2017-06-09,315076.0,2017,6,314809.0,314110.0,311213.0,261678.0,253499.0,281930.0,317438.0,293187.85714285716,27092.502895503112,21.2,6.8,9,16.5,130,1,19.6,14,4.1,6.0,3,2.0,1,6,2017,23,201723,Friday
891,2017-06-10,272107.0,2017,6,315076.0,314809.0,314110.0,311213.0,261678.0,253499.0,281930.0,291784.5714285714,28011.60769429407,0.0,0.0,1,17.8,117,4,23.9,17,3.0,5.0,11,0.0,22,6,2017,23,201723,Saturday
892,2017-06-11,263892.0,2017,6,272107.0,315076.0,314809.0,314110.0,311213.0,261678.0,253499.0,293269.28571428574,25834.992159951384,-0.1,-0.1,1,19.9,121,3,27.1,13,3.2,5.0,12,1.0,1,6,2017,23,201723,Sunday
893,2017-06-12,312910.0,2017,6,263892.0,272107.0,315076.0,314809.0,314110.0,311213.0,261678.0,300588.14285714284,22425.69045706682,-0.1,-0.1,1,16.1,145,2,17.8,16,4.1,6.0,8,2.0,22,6,2017,24,201724,Monday
894,2017-06-13,311941.0,2017,6,312910.0,263892.0,272107.0,315076.0,314809.0,314110.0,311213.0,300692.14285714284,22484.78603729296,0.0,0.0,1,16.3,93,24,20.8,12,2.6,4.0,9,0.0,23,6,2017,24,201724,Tuesday
895,2017-06-14,312201.0,2017,6,311941.0,312910.0,263892.0,272107.0,315076.0,314809.0,314110.0,300419.4285714286,22305.783665954626,0.0,0.0,1,17.4,75,4,24.4,16,1.7,3.0,14,1.0,1,6,2017,24,201724,Wednesday
896,2017-06-15,319977.0,2017,6,312201.0,311941.0,312910.0,263892.0,272107.0,315076.0,314809.0,301157.71428571426,22938.00079717968,0.0,0.0,1,20.0,120,4,26.4,11,3.5,6.0,12,1.0,4,6,2017,24,201724,Thursday
897,2017-06-16,313497.0,2017,6,319977.0,312201.0,311941.0,312910.0,263892.0,272107.0,315076.0,300932.14285714284,22785.574386941495,0.0,0.0,1,16.2,129,23,18.0,9,3.5,5.0,9,2.0,20,6,2017,24,201724,Friday
898,2017-06-17,279920.0,2017,6,313497.0,319977.0,312201.0,311941.0,312910.0,263892.0,272107.0,302048.28571428574,21279.862403332143,0.0,0.0,1,18.6,129,24,23.2,15,2.5,4.0,12,1.0,21,6,2017,24,201724,Saturday
899,2017-06-18,265221.0,2017,6,279920.0,313497.0,319977.0,312201.0,311941.0,312910.0,263892.0,302238.14285714284,20884.961802123977,0.0,0.0,1,20.8,111,4,27.8,18,1.3,3.0,19,0.0,4,6,2017,24,201724,Sunday
900,2017-06-19,324094.0,2017,6,265221.0,279920.0,313497.0,319977.0,312201.0,311941.0,312910.0,303835.85714285716,22222.401973598116,0.0,0.0,1,23.6,137,4,30.9,17,1.8,3.0,18,1.0,1,6,2017,25,201725,Monday
901,2017-06-20,325360.0,2017,6,324094.0,265221.0,279920.0,313497.0,319977.0,312201.0,311941.0,305752.85714285716,23575.700975287607,0.0,0.0,1,21.6,149,24,27.4,12,3.8,5.0,13,1.0,1,6,2017,25,201725,Tuesday
902,2017-06-21,321781.0,2017,6,325360.0,324094.0,265221.0,279920.0,313497.0,319977.0,312201.0,307121.4285714286,24279.943580776722,0.0,0.0,1,21.4,131,3,29.1,16,2.6,4.0,8,1.0,20,6,2017,25,201725,Wednesday
903,2017-06-22,333643.0,2017,6,321781.0,325360.0,324094.0,265221.0,279920.0,313497.0,319977.0,309073.71428571426,25976.08534603988,1.3,1.3,16,22.9,171,24,30.8,13,4.3,6.0,13,2.0,4,6,2017,25,201725,Thursday
904,2017-06-23,319190.0,2017,6,333643.0,321781.0,325360.0,324094.0,265221.0,279920.0,313497.0,309887.0,26225.57849377815,0.0,0.0,1,19.6,168,2,23.2,12,4.3,6.0,12,2.0,3,6,2017,25,201725,Friday
905,2017-06-24,284493.0,2017,6,319190.0,333643.0,321781.0,325360.0,324094.0,265221.0,279920.0,310540.28571428574,25398.597321599224,5.5,1.3,18,17.1,163,8,17.9,23,4.5,5.0,1,4.0,4,6,2017,25,201725,Saturday
906,2017-06-25,269344.0,2017,6,284493.0,319190.0,333643.0,321781.0,325360.0,324094.0,265221.0,311129.28571428574,24191.597464920484,4.6,1.5,5,17.5,154,14,19.0,11,3.8,5.0,1,2.0,15,6,2017,25,201725,Sunday
907,2017-06-26,308325.0,2017,6,269344.0,284493.0,319190.0,333643.0,321781.0,325360.0,324094.0,308876.5714285714,23507.64938523274,0.0,0.0,1,16.8,123,24,20.6,14,2.8,4.0,18,2.0,4,6,2017,26,201726,Monday
908,2017-06-27,314811.0,2017,6,308325.0,269344.0,284493.0,319190.0,333643.0,321781.0,325360.0,307369.5714285714,22595.25820356343,2.8,2.5,22,17.3,113,4,21.8,14,3.8,5.0,7,2.0,3,6,2017,26,201726,Tuesday
909,2017-06-28,327223.0,2017,6,314811.0,308325.0,269344.0,284493.0,319190.0,333643.0,321781.0,308147.0,23257.66090990205,3.1,1.3,13,18.0,150,24,21.9,11,2.8,4.0,2,1.0,23,6,2017,26,201726,Wednesday
910,2017-06-29,320892.0,2017,6,327223.0,314811.0,308325.0,269344.0,284493.0,319190.0,333643.0,306325.4285714286,21348.98474445644,0.1,0.1,12,17.5,133,24,21.7,14,2.2,4.0,14,0.0,24,6,2017,26,201726,Thursday
911,2017-06-30,316133.0,2017,6,320892.0,327223.0,314811.0,308325.0,269344.0,284493.0,319190.0,305888.71428571426,21071.430585148893,4.2,2.3,24,16.2,116,3,20.8,13,2.6,5.0,13,1.0,1,6,2017,26,201726,Friday
912,2017-07-01,284064.0,2017,7,316133.0,320892.0,327223.0,314811.0,308325.0,269344.0,284493.0,305827.4285714286,21144.528030179208,6.9,2.3,1,16.1,139,22,21.0,16,3.0,5.0,15,2.0,4,7,2017,26,201726,Saturday
913,2017-07-02,264718.0,2017,7,284064.0,316133.0,320892.0,327223.0,314811.0,308325.0,269344.0,305166.5714285714,22503.458347974756,0.6,0.6,6,15.6,89,24,19.6,13,3.0,5.0,13,1.0,21,7,2017,26,201726,Sunday
914,2017-07-03,311371.0,2017,7,264718.0,284064.0,316133.0,320892.0,327223.0,314811.0,308325.0,305601.71428571426,22603.936395491284,1.0,0.9,24,16.6,81,3,22.0,15,3.7,6.0,9,1.0,1,7,2017,27,201727,Monday
915,2017-07-04,316424.0,2017,7,311371.0,264718.0,284064.0,316133.0,320892.0,327223.0,314811.0,305832.14285714284,22721.380851733255,-0.1,-0.1,1,18.6,150,24,23.2,15,1.5,2.0,7,1.0,1,7,2017,27,201727,Tuesday
916,2017-07-05,319954.0,2017,7,316424.0,311371.0,264718.0,284064.0,316133.0,320892.0,327223.0,304793.71428571426,21725.087761343624,0.0,0.0,1,19.0,120,4,24.8,13,1.9,4.0,15,0.0,4,7,2017,27,201727,Wednesday
917,2017-07-06,326263.0,2017,7,319954.0,316424.0,311371.0,264718.0,284064.0,316133.0,320892.0,305561.0,22470.465667923312,17.0,4.6,24,19.9,108,4,26.5,16,2.1,3.0,12,1.0,1,7,2017,27,201727,Thursday
918,2017-07-07,325976.0,2017,7,326263.0,319954.0,316424.0,311371.0,264718.0,284064.0,316133.0,306967.14285714284,23525.501556314935,-0.1,-0.1,1,20.6,153,24,26.0,12,2.9,5.0,13,1.0,21,7,2017,27,201727,Friday
919,2017-07-08,283692.0,2017,7,325976.0,326263.0,319954.0,316424.0,311371.0,264718.0,284064.0,306914.0,23586.203219961437,-0.1,-0.1,1,18.6,113,24,24.5,11,2.0,4.0,13,0.0,1,7,2017,27,201727,Saturday
920,2017-07-09,260348.0,2017,7,283692.0,325976.0,326263.0,319954.0,316424.0,311371.0,264718.0,306289.71428571426,24909.889955024184,0.0,0.0,1,17.2,91,4,23.2,15,2.0,3.0,8,0.0,2,7,2017,27,201727,Sunday
921,2017-07-10,318457.0,2017,7,260348.0,283692.0,325976.0,326263.0,319954.0,316424.0,311371.0,307302.0,25291.84989280115,0.1,0.1,18,19.6,140,1,25.9,13,2.2,5.0,15,1.0,1,7,2017,28,201728,Monday
922,2017-07-11,319339.0,2017,7,318457.0,260348.0,283692.0,325976.0,326263.0,319954.0,316424.0,307718.4285714286,25490.294302322854,3.3,1.9,24,17.7,153,21,20.7,9,3.0,4.0,7,1.0,21,7,2017,28,201728,Tuesday
923,2017-07-12,322100.0,2017,7,319339.0,318457.0,260348.0,283692.0,325976.0,326263.0,319954.0,308025.0,25674.218936512658,26.8,4.8,9,14.9,89,24,18.2,16,3.4,6.0,13,1.0,24,7,2017,28,201728,Wednesday
924,2017-07-13,312324.0,2017,7,322100.0,319339.0,318457.0,260348.0,283692.0,325976.0,326263.0,306033.71428571426,24539.401423793563,0.0,0.0,1,14.6,74,4,20.5,17,1.0,2.0,13,0.0,6,7,2017,28,201728,Thursday
925,2017-07-14,311569.0,2017,7,312324.0,322100.0,319339.0,318457.0,260348.0,283692.0,325976.0,303975.5714285714,23153.06422382076,17.6,8.0,12,14.2,80,4,18.6,16,2.9,6.0,15,0.0,2,7,2017,28,201728,Friday
926,2017-07-15,274054.0,2017,7,311569.0,312324.0,322100.0,319339.0,318457.0,260348.0,283692.0,302598.71428571426,24789.08804100607,-0.1,-0.1,1,17.2,109,4,21.5,16,2.4,4.0,16,1.0,6,7,2017,28,201728,Saturday
927,2017-07-16,269296.0,2017,7,274054.0,311569.0,312324.0,322100.0,319339.0,318457.0,260348.0,303877.0,22358.82799552161,1.2,1.1,22,18.6,160,3,22.1,13,2.8,4.0,11,1.0,21,7,2017,28,201728,Sunday
928,2017-07-17,307526.0,2017,7,269296.0,274054.0,311569.0,312324.0,322100.0,319339.0,318457.0,302315.4285714286,21537.457292332252,-0.1,-0.1,1,18.6,130,24,23.1,15,2.3,3.0,12,1.0,6,7,2017,29,201729,Monday
929,2017-07-18,313810.0,2017,7,307526.0,269296.0,274054.0,311569.0,312324.0,322100.0,319339.0,301525.5714285714,20901.07041802013,0.0,0.0,1,19.9,120,3,25.2,16,3.5,5.0,13,1.0,2,7,2017,29,201729,Tuesday
930,2017-07-19,326799.0,2017,7,313810.0,307526.0,269296.0,274054.0,311569.0,312324.0,322100.0,302196.85714285716,21730.980867788247,0.1,0.1,24,23.5,180,4,29.4,14,3.7,7.0,14,1.0,20,7,2017,29,201729,Wednesday
931,2017-07-20,326725.0,2017,7,326799.0,313810.0,307526.0,269296.0,274054.0,311569.0,312324.0,304254.14285714284,23462.228420936022,21.0,7.3,9,19.1,135,23,24.2,12,3.2,6.0,16,1.0,1,7,2017,29,201729,Thursday
932,2017-07-21,306256.0,2017,7,326725.0,326799.0,313810.0,307526.0,269296.0,274054.0,311569.0,303495.14285714284,23271.315336185413,0.0,0.0,1,18.2,128,5,22.7,16,2.9,5.0,22,2.0,2,7,2017,29,201729,Friday
933,2017-07-22,275958.0,2017,7,306256.0,326725.0,326799.0,313810.0,307526.0,269296.0,274054.0,303767.14285714284,22877.646152438374,3.5,2.2,18,19.4,145,3,24.2,11,2.5,5.0,11,1.0,5,7,2017,29,201729,Saturday
934,2017-07-23,259943.0,2017,7,275958.0,306256.0,326725.0,326799.0,313810.0,307526.0,269296.0,302431.0,25364.407555995756,11.2,7.6,20,16.0,132,4,19.1,13,3.3,6.0,12,1.0,1,7,2017,29,201729,Sunday
935,2017-07-24,303679.0,2017,7,259943.0,275958.0,306256.0,326725.0,326799.0,313810.0,307526.0,301881.4285714286,25277.141523895374,2.5,1.4,22,16.1,119,5,20.2,16,2.5,5.0,13,1.0,1,7,2017,30,201730,Monday
936,2017-07-25,306892.0,2017,7,303679.0,259943.0,275958.0,306256.0,326725.0,326799.0,313810.0,300893.14285714284,24864.906162625648,8.3,2.7,17,16.7,140,3,20.0,12,3.3,6.0,12,1.0,2,7,2017,30,201730,Tuesday
937,2017-07-26,303864.0,2017,7,306892.0,303679.0,259943.0,275958.0,306256.0,326725.0,326799.0,297616.71428571426,22256.64327576716,0.1,0.1,24,19.0,138,2,23.6,14,2.9,5.0,24,1.0,2,7,2017,30,201730,Wednesday
938,2017-07-27,305994.0,2017,7,303864.0,306892.0,303679.0,259943.0,275958.0,306256.0,326725.0,294655.14285714284,18857.532981353837,-0.1,-0.1,1,18.5,162,24,21.4,14,4.0,6.0,14,3.0,4,7,2017,30,201730,Thursday
939,2017-07-28,301836.0,2017,7,305994.0,303864.0,306892.0,303679.0,259943.0,275958.0,306256.0,294023.71428571426,18474.456281708342,1.7,1.2,10,17.2,148,4,21.0,13,5.2,7.0,9,3.0,22,7,2017,30,201730,Friday
940,2017-07-29,275002.0,2017,7,301836.0,305994.0,303864.0,306892.0,303679.0,259943.0,275958.0,293887.14285714284,18633.116705018732,7.6,4.0,20,18.2,162,1,20.5,11,3.9,7.0,8,1.0,17,7,2017,30,201730,Saturday
941,2017-07-30,259131.0,2017,7,275002.0,301836.0,305994.0,303864.0,306892.0,303679.0,259943.0,293771.14285714284,18880.539667680267,1.4,1.4,12,18.8,133,24,22.9,10,4.1,7.0,9,1.0,1,7,2017,30,201730,Sunday
942,2017-07-31,293326.0,2017,7,259131.0,275002.0,301836.0,305994.0,303864.0,306892.0,303679.0,292292.14285714284,18373.754383436408,-0.1,-0.1,1,18.1,126,3,22.8,14,2.7,5.0,9,1.0,21,7,2017,31,201731,Monday
943,2017-08-01,298925.0,2017,8,293326.0,259131.0,275002.0,301836.0,305994.0,303864.0,306892.0,291154.0,17546.79686818438,0.0,0.0,1,17.8,125,5,22.7,15,1.4,2.0,9,0.0,3,8,2017,31,201731,Tuesday
944,2017-08-02,298273.0,2017,8,298925.0,293326.0,259131.0,275002.0,301836.0,305994.0,303864.0,290355.28571428574,16990.246866111767,3.0,0.9,18,17.6,135,1,22.0,14,2.7,7.0,17,1.0,1,8,2017,31,201731,Wednesday
945,2017-08-03,298733.0,2017,8,298273.0,298925.0,293326.0,259131.0,275002.0,301836.0,305994.0,289318.0,16073.248541183551,1.7,1.3,10,19.0,165,24,22.5,14,5.9,9.0,14,2.0,5,8,2017,31,201731,Thursday
946,2017-08-04,292507.0,2017,8,298733.0,298273.0,298925.0,293326.0,259131.0,275002.0,301836.0,287985.28571428574,15226.79883970215,0.6,0.6,7,18.3,154,7,21.8,14,5.0,7.0,10,3.0,21,8,2017,31,201731,Friday
947,2017-08-05,263460.0,2017,8,292507.0,298733.0,298273.0,298925.0,293326.0,259131.0,275002.0,286336.4285714286,17344.668920229484,1.8,0.8,20,15.9,106,24,20.4,15,2.4,4.0,14,1.0,6,8,2017,31,201731,Saturday
948,2017-08-06,246405.0,2017,8,263460.0,292507.0,298733.0,298273.0,298925.0,293326.0,259131.0,284518.4285714286,20961.365316991527,0.0,0.0,1,15.8,90,2,21.7,15,2.1,4.0,15,1.0,3,8,2017,31,201731,Sunday
949,2017-08-07,284965.0,2017,8,246405.0,263460.0,292507.0,298733.0,298273.0,298925.0,293326.0,283324.0,20611.131741528934,0.0,0.0,1,16.8,88,5,22.6,14,2.2,4.0,10,1.0,1,8,2017,32,201732,Monday
950,2017-08-08,299400.0,2017,8,284965.0,246405.0,263460.0,292507.0,298733.0,298273.0,298925.0,283391.85714285716,20671.747438057868,6.5,2.8,15,16.2,141,5,19.6,11,2.0,4.0,20,1.0,6,8,2017,32,201732,Tuesday
951,2017-08-09,290187.0,2017,8,299400.0,284965.0,246405.0,263460.0,292507.0,298733.0,298273.0,282236.71428571426,19913.61310522923,-0.1,-0.1,1,16.7,123,24,21.3,15,3.3,6.0,11,1.0,19,8,2017,32,201732,Wednesday
952,2017-08-10,297549.0,2017,8,290187.0,299400.0,284965.0,246405.0,263460.0,292507.0,298733.0,282067.5714285714,19754.536642310206,2.4,1.3,24,15.7,97,5,20.5,13,1.7,3.0,10,1.0,1,8,2017,32,201732,Thursday
953,2017-08-11,290110.0,2017,8,297549.0,290187.0,299400.0,284965.0,246405.0,263460.0,292507.0,281725.14285714284,19563.26700245947,0.2,0.2,1,16.7,120,5,20.3,14,2.2,4.0,17,1.0,2,8,2017,32,201732,Friday
954,2017-08-12,266325.0,2017,8,290110.0,297549.0,290187.0,299400.0,284965.0,246405.0,263460.0,282134.4285714286,19142.904898483313,4.4,1.0,4,16.8,125,24,21.6,13,2.8,4.0,1,1.0,20,8,2017,32,201732,Saturday
955,2017-08-13,247459.0,2017,8,266325.0,290110.0,297549.0,290187.0,299400.0,284965.0,246405.0,282285.0,18816.391019533883,0.0,0.0,1,16.2,100,4,21.5,12,1.6,3.0,12,1.0,1,8,2017,32,201732,Sunday
956,2017-08-14,291315.0,2017,8,247459.0,266325.0,290110.0,297549.0,290187.0,299400.0,284965.0,283192.14285714284,19117.782162414114,0.0,0.0,1,17.9,105,5,24.1,14,2.3,4.0,12,1.0,19,8,2017,33,201733,Monday
957,2017-08-15,304914.0,2017,8,291315.0,247459.0,266325.0,290110.0,297549.0,290187.0,299400.0,283979.85714285716,19990.575099519254,1.5,0.5,10,17.9,136,5,21.8,17,1.7,3.0,11,1.0,1,8,2017,33,201733,Tuesday
