date,loadConsumption,DailyPrecipitation,MaxHourlyPrecipitation,DailyMeanTemperature,HourlyMinTemperature,HourlyMaxTemperature,DailyMeanWindspeed,MaxHourlyMeanWindspeed,MinHourlyMeanWindspeed,Month,Year,Week,day_of_week,Population,TotalBiomass (MWh),TotalRes(incl.Stat.Transfer) (MWh),Totaal windenergie (MWh),TotalSolarEnergy (MWh),Total Including Non-Renewable (MWh),AveragePrice_Electricity_Household,AveragePrice_Electricity_NonHousehold,AveragePrice_NaturalGas_Household,AveragePrice_NaturalGas_NonHousehold,GDP
2017-02-05,300753.0,-0.1,-0.1,4.4,-11,7.7,2.1,3.0,1.0,2,2017,5,3,1708.0,22786015.619999997,38004470.699999996,9641743.799999999,2522242.4,584628288.0999999,0.1046,0.1032857142857143,0.878,0.4598,184689.1
2017-02-06,353231.0,0.0,0.0,4.3,-10,6.6,1.8,3.0,0.0,2,2017,6,1,1708.0,22786015.619999997,38004470.699999996,9641743.799999999,2522242.4,584628288.0999999,0.1085999999999999,0.1088571428571428,0.8390000000000001,0.4744,184689.1
2017-02-06,353231.0,0.0,0.0,4.3,-10,6.6,1.8,3.0,0.0,2,2017,6,1,1708.0,22786015.619999997,38004470.699999996,9641743.799999999,2522242.4,584628288.0999999,0.1046,0.1032857142857143,0.878,0.4598,184689.1
2017-02-07,360204.0,2.5,0.4,2.4,9,3.9,4.2,5.0,4.0,2,2017,6,5,1708.0,22786015.619999997,38004470.699999996,9641743.799999999,2522242.4,584628288.0999999,0.1085999999999999,0.1088571428571428,0.8390000000000001,0.4744,184689.1
2017-02-07,360204.0,2.5,0.4,2.4,9,3.9,4.2,5.0,4.0,2,2017,6,5,1708.0,22786015.619999997,38004470.699999996,9641743.799999999,2522242.4,584628288.0999999,0.1046,0.1032857142857143,0.878,0.4598,184689.1
2017-02-08,362952.0,0.2,0.1,0.0,-11,0.9,3.8,4.0,3.0,2,2017,6,6,1708.0,22786015.619999997,38004470.699999996,9641743.799999999,2522242.4,584628288.0999999,0.1085999999999999,0.1088571428571428,0.8390000000000001,0.4744,184689.1
2017-02-08,362952.0,0.2,0.1,0.0,-11,0.9,3.8,4.0,3.0,2,2017,6,6,1708.0,22786015.619999997,38004470.699999996,9641743.799999999,2522242.4,584628288.0999999,0.1046,0.1032857142857143,0.878,0.4598,184689.1
2017-02-09,367100.0,-0.1,-0.1,-1.6,-30,-1.0,4.0,5.0,3.0,2,2017,6,4,1708.0,22786015.619999997,38004470.699999996,9641743.799999999,2522242.4,584628288.0999999,0.1085999999999999,0.1088571428571428,0.8390000000000001,0.4744,184689.1
2017-02-09,367100.0,-0.1,-0.1,-1.6,-30,-1.0,4.0,5.0,3.0,2,2017,6,4,1708.0,22786015.619999997,38004470.699999996,9641743.799999999,2522242.4,584628288.0999999,0.1046,0.1032857142857143,0.878,0.4598,184689.1
2017-02-10,368436.0,0.2,0.1,-2.3,-45,-1.3,3.4,5.0,2.0,2,2017,6,0,1708.0,22786015.619999997,38004470.699999996,9641743.799999999,2522242.4,584628288.0999999,0.1085999999999999,0.1088571428571428,0.8390000000000001,0.4744,184689.1
2017-02-10,368436.0,0.2,0.1,-2.3,-45,-1.3,3.4,5.0,2.0,2,2017,6,0,1708.0,22786015.619999997,38004470.699999996,9641743.799999999,2522242.4,584628288.0999999,0.1046,0.1032857142857143,0.878,0.4598,184689.1
2017-02-11,330310.0,4.5,1.1,-0.4,-17,1.0,3.3,5.0,2.0,2,2017,6,2,1708.0,22786015.619999997,38004470.699999996,9641743.799999999,2522242.4,584628288.0999999,0.1085999999999999,0.1088571428571428,0.8390000000000001,0.4744,184689.1
2017-02-11,330310.0,4.5,1.1,-0.4,-17,1.0,3.3,5.0,2.0,2,2017,6,2,1708.0,22786015.619999997,38004470.699999996,9641743.799999999,2522242.4,584628288.0999999,0.1046,0.1032857142857143,0.878,0.4598,184689.1
2017-02-12,310581.0,0.3,0.2,0.7,-6,2.5,5.0,6.0,4.0,2,2017,6,3,1708.0,22786015.619999997,38004470.699999996,9641743.799999999,2522242.4,584628288.0999999,0.1085999999999999,0.1088571428571428,0.8390000000000001,0.4744,184689.1
2017-02-12,310581.0,0.3,0.2,0.7,-6,2.5,5.0,6.0,4.0,2,2017,6,3,1708.0,22786015.619999997,38004470.699999996,9641743.799999999,2522242.4,584628288.0999999,0.1046,0.1032857142857143,0.878,0.4598,184689.1
2017-02-13,351964.0,0.0,0.0,2.2,-14,7.1,5.5,7.0,4.0,2,2017,7,1,1708.0,22786015.619999997,38004470.699999996,9641743.799999999,2522242.4,584628288.0999999,0.1085999999999999,0.1088571428571428,0.8390000000000001,0.4744,184689.1
2017-02-13,351964.0,0.0,0.0,2.2,-14,7.1,5.5,7.0,4.0,2,2017,7,1,1708.0,22786015.619999997,38004470.699999996,9641743.799999999,2522242.4,584628288.0999999,0.1046,0.1032857142857143,0.878,0.4598,184689.1
2017-02-14,351234.0,0.0,0.0,3.8,-5,9.4,3.8,7.0,2.0,2,2017,7,5,1708.0,22786015.619999997,38004470.699999996,9641743.799999999,2522242.4,584628288.0999999,0.1085999999999999,0.1088571428571428,0.8390000000000001,0.4744,184689.1
2017-02-14,351234.0,0.0,0.0,3.8,-5,9.4,3.8,7.0,2.0,2,2017,7,5,1708.0,22786015.619999997,38004470.699999996,9641743.799999999,2522242.4,584628288.0999999,0.1046,0.1032857142857143,0.878,0.4598,184689.1
2017-02-15,348277.0,-0.1,-0.1,7.4,3,13.5,2.8,4.0,2.0,2,2017,7,6,1708.0,22786015.619999997,38004470.699999996,9641743.799999999,2522242.4,584628288.0999999,0.1085999999999999,0.1088571428571428,0.8390000000000001,0.4744,184689.1
2017-02-15,348277.0,-0.1,-0.1,7.4,3,13.5,2.8,4.0,2.0,2,2017,7,6,1708.0,22786015.619999997,38004470.699999996,9641743.799999999,2522242.4,584628288.0999999,0.1046,0.1032857142857143,0.878,0.4598,184689.1
2017-02-16,353839.0,0.5,0.5,6.8,55,9.9,3.6,4.0,2.0,2,2017,7,4,1708.0,22786015.619999997,38004470.699999996,9641743.799999999,2522242.4,584628288.0999999,0.1085999999999999,0.1088571428571428,0.8390000000000001,0.4744,184689.1
2017-02-16,353839.0,0.5,0.5,6.8,55,9.9,3.6,4.0,2.0,2,2017,7,4,1708.0,22786015.619999997,38004470.699999996,9641743.799999999,2522242.4,584628288.0999999,0.1046,0.1032857142857143,0.878,0.4598,184689.1
2017-02-17,350689.0,0.6,0.4,7.0,52,8.6,2.9,4.0,1.0,2,2017,7,0,1708.0,22786015.619999997,38004470.699999996,9641743.799999999,2522242.4,584628288.0999999,0.1085999999999999,0.1088571428571428,0.8390000000000001,0.4744,184689.1
2017-02-17,350689.0,0.6,0.4,7.0,52,8.6,2.9,4.0,1.0,2,2017,7,0,1708.0,22786015.619999997,38004470.699999996,9641743.799999999,2522242.4,584628288.0999999,0.1046,0.1032857142857143,0.878,0.4598,184689.1
2017-02-18,312081.0,0.0,0.0,5.6,32,10.3,2.2,4.0,1.0,2,2017,7,2,1708.0,22786015.619999997,38004470.699999996,9641743.799999999,2522242.4,584628288.0999999,0.1085999999999999,0.1088571428571428,0.8390000000000001,0.4744,184689.1
2017-02-18,312081.0,0.0,0.0,5.6,32,10.3,2.2,4.0,1.0,2,2017,7,2,1708.0,22786015.619999997,38004470.699999996,9641743.799999999,2522242.4,584628288.0999999,0.1046,0.1032857142857143,0.878,0.4598,184689.1
2017-02-19,294817.0,0.6,0.3,6.2,32,9.2,3.4,5.0,2.0,2,2017,7,3,1708.0,22786015.619999997,38004470.699999996,9641743.799999999,2522242.4,584628288.0999999,0.1085999999999999,0.1088571428571428,0.8390000000000001,0.4744,184689.1
2017-02-19,294817.0,0.6,0.3,6.2,32,9.2,3.4,5.0,2.0,2,2017,7,3,1708.0,22786015.619999997,38004470.699999996,9641743.799999999,2522242.4,584628288.0999999,0.1046,0.1032857142857143,0.878,0.4598,184689.1
2017-02-20,346625.0,5.3,2.8,9.1,72,10.9,4.8,6.0,3.0,2,2017,8,1,1708.0,22786015.619999997,38004470.699999996,9641743.799999999,2522242.4,584628288.0999999,0.1085999999999999,0.1088571428571428,0.8390000000000001,0.4744,184689.1
2017-02-20,346625.0,5.3,2.8,9.1,72,10.9,4.8,6.0,3.0,2,2017,8,1,1708.0,22786015.619999997,38004470.699999996,9641743.799999999,2522242.4,584628288.0999999,0.1046,0.1032857142857143,0.878,0.4598,184689.1
2017-02-21,341875.0,0.3,0.2,9.6,86,11.1,4.4,7.0,3.0,2,2017,8,5,1708.0,22786015.619999997,38004470.699999996,9641743.799999999,2522242.4,584628288.0999999,0.1085999999999999,0.1088571428571428,0.8390000000000001,0.4744,184689.1
2017-02-21,341875.0,0.3,0.2,9.6,86,11.1,4.4,7.0,3.0,2,2017,8,5,1708.0,22786015.619999997,38004470.699999996,9641743.799999999,2522242.4,584628288.0999999,0.1046,0.1032857142857143,0.878,0.4598,184689.1
2017-02-22,352092.0,17.5,5.8,9.5,78,10.8,6.3,8.0,3.0,2,2017,8,6,1708.0,22786015.619999997,38004470.699999996,9641743.799999999,2522242.4,584628288.0999999,0.1085999999999999,0.1088571428571428,0.8390000000000001,0.4744,184689.1
2017-02-22,352092.0,17.5,5.8,9.5,78,10.8,6.3,8.0,3.0,2,2017,8,6,1708.0,22786015.619999997,38004470.699999996,9641743.799999999,2522242.4,584628288.0999999,0.1046,0.1032857142857143,0.878,0.4598,184689.1
2017-02-23,351979.0,14.5,2.3,8.0,42,10.5,8.3,13.0,2.0,2,2017,8,4,1708.0,22786015.619999997,38004470.699999996,9641743.799999999,2522242.4,584628288.0999999,0.1085999999999999,0.1088571428571428,0.8390000000000001,0.4744,184689.1
2017-02-23,351979.0,14.5,2.3,8.0,42,10.5,8.3,13.0,2.0,2,2017,8,4,1708.0,22786015.619999997,38004470.699999996,9641743.799999999,2522242.4,584628288.0999999,0.1046,0.1032857142857143,0.878,0.4598,184689.1
2017-02-24,339228.0,0.6,0.5,4.5,-6,8.7,3.2,5.0,2.0,2,2017,8,0,1708.0,22786015.619999997,38004470.699999996,9641743.799999999,2522242.4,584628288.0999999,0.1085999999999999,0.1088571428571428,0.8390000000000001,0.4744,184689.1
2017-02-24,339228.0,0.6,0.5,4.5,-6,8.7,3.2,5.0,2.0,2,2017,8,0,1708.0,22786015.619999997,38004470.699999996,9641743.799999999,2522242.4,584628288.0999999,0.1046,0.1032857142857143,0.878,0.4598,184689.1
2017-02-25,311536.0,0.7,0.4,5.8,18,8.9,5.3,7.0,2.0,2,2017,8,2,1708.0,22786015.619999997,38004470.699999996,9641743.799999999,2522242.4,584628288.0999999,0.1085999999999999,0.1088571428571428,0.8390000000000001,0.4744,184689.1
2017-02-25,311536.0,0.7,0.4,5.8,18,8.9,5.3,7.0,2.0,2,2017,8,2,1708.0,22786015.619999997,38004470.699999996,9641743.799999999,2522242.4,584628288.0999999,0.1046,0.1032857142857143,0.878,0.4598,184689.1
2017-02-26,295869.0,2.1,1.1,8.7,67,10.6,5.3,6.0,5.0,2,2017,8,3,1708.0,22786015.619999997,38004470.699999996,9641743.799999999,2522242.4,584628288.0999999,0.1085999999999999,0.1088571428571428,0.8390000000000001,0.4744,184689.1
2017-02-26,295869.0,2.1,1.1,8.7,67,10.6,5.3,6.0,5.0,2,2017,8,3,1708.0,22786015.619999997,38004470.699999996,9641743.799999999,2522242.4,584628288.0999999,0.1046,0.1032857142857143,0.878,0.4598,184689.1
2017-02-27,339973.0,13.8,5.5,8.7,43,10.6,6.2,8.0,4.0,2,2017,9,1,1708.0,22786015.619999997,38004470.699999996,9641743.799999999,2522242.4,584628288.0999999,0.1085999999999999,0.1088571428571428,0.8390000000000001,0.4744,184689.1
2017-02-27,339973.0,13.8,5.5,8.7,43,10.6,6.2,8.0,4.0,2,2017,9,1,1708.0,22786015.619999997,38004470.699999996,9641743.799999999,2522242.4,584628288.0999999,0.1046,0.1032857142857143,0.878,0.4598,184689.1
2017-02-28,345554.0,2.8,1.1,4.7,32,6.5,6.3,9.0,4.0,2,2017,9,5,1708.0,22786015.619999997,38004470.699999996,9641743.799999999,2522242.4,584628288.0999999,0.1085999999999999,0.1088571428571428,0.8390000000000001,0.4744,184689.1
2017-02-28,345554.0,2.8,1.1,4.7,32,6.5,6.3,9.0,4.0,2,2017,9,5,1708.0,22786015.619999997,38004470.699999996,9641743.799999999,2522242.4,584628288.0999999,0.1046,0.1032857142857143,0.878,0.4598,184689.1
2017-03-01,340753.0,3.5,1.3,6.3,32,9.4,3.7,6.0,2.0,3,2017,9,6,1708.0,22786015.619999997,38004470.699999996,9641743.799999999,2522242.4,584628288.0999999,0.1085999999999999,0.1088571428571428,0.8390000000000001,0.4744,184689.1
2017-03-01,340753.0,3.5,1.3,6.3,32,9.4,3.7,6.0,2.0,3,2017,9,6,1708.0,22786015.619999997,38004470.699999996,9641743.799999999,2522242.4,584628288.0999999,0.1046,0.1032857142857143,0.878,0.4598,184689.1
2017-03-02,344891.0,8.4,4.3,6.6,42,8.2,6.2,9.0,4.0,3,2017,9,4,1708.0,22786015.619999997,38004470.699999996,9641743.799999999,2522242.4,584628288.0999999,0.1085999999999999,0.1088571428571428,0.8390000000000001,0.4744,184689.1
2017-03-02,344891.0,8.4,4.3,6.6,42,8.2,6.2,9.0,4.0,3,2017,9,4,1708.0,22786015.619999997,38004470.699999996,9641743.799999999,2522242.4,584628288.0999999,0.1046,0.1032857142857143,0.878,0.4598,184689.1
2017-03-03,340794.0,1.1,0.6,5.9,12,8.8,3.9,6.0,2.0,3,2017,9,0,1708.0,22786015.619999997,38004470.699999996,9641743.799999999,2522242.4,584628288.0999999,0.1085999999999999,0.1088571428571428,0.8390000000000001,0.4744,184689.1
2017-03-03,340794.0,1.1,0.6,5.9,12,8.8,3.9,6.0,2.0,3,2017,9,0,1708.0,22786015.619999997,38004470.699999996,9641743.799999999,2522242.4,584628288.0999999,0.1046,0.1032857142857143,0.878,0.4598,184689.1
2017-03-04,304246.0,6.1,2.1,9.2,62,13.2,3.2,5.0,1.0,3,2017,9,2,1708.0,22786015.619999997,38004470.699999996,9641743.799999999,2522242.4,584628288.0999999,0.1085999999999999,0.1088571428571428,0.8390000000000001,0.4744,184689.1
2017-03-04,304246.0,6.1,2.1,9.2,62,13.2,3.2,5.0,1.0,3,2017,9,2,1708.0,22786015.619999997,38004470.699999996,9641743.799999999,2522242.4,584628288.0999999,0.1046,0.1032857142857143,0.878,0.4598,184689.1
2017-03-05,289198.0,3.8,1.4,6.9,38,10.6,5.4,7.0,3.0,3,2017,9,3,1708.0,22786015.619999997,38004470.699999996,9641743.799999999,2522242.4,584628288.0999999,0.1085999999999999,0.1088571428571428,0.8390000000000001,0.4744,184689.1
2017-03-05,289198.0,3.8,1.4,6.9,38,10.6,5.4,7.0,3.0,3,2017,9,3,1708.0,22786015.619999997,38004470.699999996,9641743.799999999,2522242.4,584628288.0999999,0.1046,0.1032857142857143,0.878,0.4598,184689.1
2017-03-06,338153.0,2.3,1.6,6.0,32,9.5,2.1,3.0,1.0,3,2017,10,1,1708.0,22786015.619999997,38004470.699999996,9641743.799999999,2522242.4,584628288.0999999,0.1085999999999999,0.1088571428571428,0.8390000000000001,0.4744,184689.1
2017-03-06,338153.0,2.3,1.6,6.0,32,9.5,2.1,3.0,1.0,3,2017,10,1,1708.0,22786015.619999997,38004470.699999996,9641743.799999999,2522242.4,584628288.0999999,0.1046,0.1032857142857143,0.878,0.4598,184689.1
2017-03-07,340941.0,0.1,0.1,6.7,45,9.4,2.5,4.0,1.0,3,2017,10,5,1708.0,22786015.619999997,38004470.699999996,9641743.799999999,2522242.4,584628288.0999999,0.1085999999999999,0.1088571428571428,0.8390000000000001,0.4744,184689.1
2017-03-07,340941.0,0.1,0.1,6.7,45,9.4,2.5,4.0,1.0,3,2017,10,5,1708.0,22786015.619999997,38004470.699999996,9641743.799999999,2522242.4,584628288.0999999,0.1046,0.1032857142857143,0.878,0.4598,184689.1
2017-03-08,351261.0,13.7,2.4,5.9,8,10.6,3.8,7.0,2.0,3,2017,10,6,1708.0,22786015.619999997,38004470.699999996,9641743.799999999,2522242.4,584628288.0999999,0.1085999999999999,0.1088571428571428,0.8390000000000001,0.4744,184689.1
2017-03-08,351261.0,13.7,2.4,5.9,8,10.6,3.8,7.0,2.0,3,2017,10,6,1708.0,22786015.619999997,38004470.699999996,9641743.799999999,2522242.4,584628288.0999999,0.1046,0.1032857142857143,0.878,0.4598,184689.1
2017-03-09,339915.0,0.1,0.1,7.7,7,12.8,4.0,8.0,1.0,3,2017,10,4,1708.0,22786015.619999997,38004470.699999996,9641743.799999999,2522242.4,584628288.0999999,0.1085999999999999,0.1088571428571428,0.8390000000000001,0.4744,184689.1
2017-03-09,339915.0,0.1,0.1,7.7,7,12.8,4.0,8.0,1.0,3,2017,10,4,1708.0,22786015.619999997,38004470.699999996,9641743.799999999,2522242.4,584628288.0999999,0.1046,0.1032857142857143,0.878,0.4598,184689.1
2017-03-10,327873.0,0.0,0.0,6.5,-9,11.2,1.9,3.0,1.0,3,2017,10,0,1708.0,22786015.619999997,38004470.699999996,9641743.799999999,2522242.4,584628288.0999999,0.1085999999999999,0.1088571428571428,0.8390000000000001,0.4744,184689.1
2017-03-10,327873.0,0.0,0.0,6.5,-9,11.2,1.9,3.0,1.0,3,2017,10,0,1708.0,22786015.619999997,38004470.699999996,9641743.799999999,2522242.4,584628288.0999999,0.1046,0.1032857142857143,0.878,0.4598,184689.1
2017-03-11,294338.0,0.0,0.0,7.3,15,13.0,2.1,3.0,1.0,3,2017,10,2,1708.0,22786015.619999997,38004470.699999996,9641743.799999999,2522242.4,584628288.0999999,0.1085999999999999,0.1088571428571428,0.8390000000000001,0.4744,184689.1
2017-03-11,294338.0,0.0,0.0,7.3,15,13.0,2.1,3.0,1.0,3,2017,10,2,1708.0,22786015.619999997,38004470.699999996,9641743.799999999,2522242.4,584628288.0999999,0.1046,0.1032857142857143,0.878,0.4598,184689.1
2017-03-12,274469.0,0.0,0.0,7.9,14,14.8,3.3,5.0,1.0,3,2017,10,3,1708.0,22786015.619999997,38004470.699999996,9641743.799999999,2522242.4,584628288.0999999,0.1085999999999999,0.1088571428571428,0.8390000000000001,0.4744,184689.1
2017-03-12,274469.0,0.0,0.0,7.9,14,14.8,3.3,5.0,1.0,3,2017,10,3,1708.0,22786015.619999997,38004470.699999996,9641743.799999999,2522242.4,584628288.0999999,0.1046,0.1032857142857143,0.878,0.4598,184689.1
2017-03-13,324611.0,0.0,0.0,6.5,-5,13.7,2.3,4.0,1.0,3,2017,11,1,1708.0,22786015.619999997,38004470.699999996,9641743.799999999,2522242.4,584628288.0999999,0.1085999999999999,0.1088571428571428,0.8390000000000001,0.4744,184689.1
2017-03-13,324611.0,0.0,0.0,6.5,-5,13.7,2.3,4.0,1.0,3,2017,11,1,1708.0,22786015.619999997,38004470.699999996,9641743.799999999,2522242.4,584628288.0999999,0.1046,0.1032857142857143,0.878,0.4598,184689.1
2017-03-14,328869.0,0.0,0.0,8.8,32,14.9,3.3,5.0,2.0,3,2017,11,5,1708.0,22786015.619999997,38004470.699999996,9641743.799999999,2522242.4,584628288.0999999,0.1085999999999999,0.1088571428571428,0.8390000000000001,0.4744,184689.1
2017-03-14,328869.0,0.0,0.0,8.8,32,14.9,3.3,5.0,2.0,3,2017,11,5,1708.0,22786015.619999997,38004470.699999996,9641743.799999999,2522242.4,584628288.0999999,0.1046,0.1032857142857143,0.878,0.4598,184689.1
2017-03-15,322709.0,0.0,0.0,9.0,16,13.9,1.9,3.0,1.0,3,2017,11,6,1708.0,22786015.619999997,38004470.699999996,9641743.799999999,2522242.4,584628288.0999999,0.1085999999999999,0.1088571428571428,0.8390000000000001,0.4744,184689.1
2017-03-15,322709.0,0.0,0.0,9.0,16,13.9,1.9,3.0,1.0,3,2017,11,6,1708.0,22786015.619999997,38004470.699999996,9641743.799999999,2522242.4,584628288.0999999,0.1046,0.1032857142857143,0.878,0.4598,184689.1
2017-03-16,319421.0,0.0,0.0,9.4,11,16.8,2.7,5.0,1.0,3,2017,11,4,1708.0,22786015.619999997,38004470.699999996,9641743.799999999,2522242.4,584628288.0999999,0.1085999999999999,0.1088571428571428,0.8390000000000001,0.4744,184689.1
2017-03-16,319421.0,0.0,0.0,9.4,11,16.8,2.7,5.0,1.0,3,2017,11,4,1708.0,22786015.619999997,38004470.699999996,9641743.799999999,2522242.4,584628288.0999999,0.1046,0.1032857142857143,0.878,0.4598,184689.1
2017-03-17,322752.0,5.7,2.6,8.3,67,10.3,4.9,7.0,2.0,3,2017,11,0,1708.0,22786015.619999997,38004470.699999996,9641743.799999999,2522242.4,584628288.0999999,0.1085999999999999,0.1088571428571428,0.8390000000000001,0.4744,184689.1
2017-03-17,322752.0,5.7,2.6,8.3,67,10.3,4.9,7.0,2.0,3,2017,11,0,1708.0,22786015.619999997,38004470.699999996,9641743.799999999,2522242.4,584628288.0999999,0.1046,0.1032857142857143,0.878,0.4598,184689.1
2017-03-18,296176.0,6.2,1.3,9.7,74,12.7,4.3,8.0,1.0,3,2017,11,2,1708.0,22786015.619999997,38004470.699999996,9641743.799999999,2522242.4,584628288.0999999,0.1085999999999999,0.1088571428571428,0.8390000000000001,0.4744,184689.1
2017-03-18,296176.0,6.2,1.3,9.7,74,12.7,4.3,8.0,1.0,3,2017,11,2,1708.0,22786015.619999997,38004470.699999996,9641743.799999999,2522242.4,584628288.0999999,0.1046,0.1032857142857143,0.878,0.4598,184689.1
2017-03-19,278754.0,0.2,0.2,11.3,98,12.7,5.9,8.0,3.0,3,2017,11,3,1708.0,22786015.619999997,38004470.699999996,9641743.799999999,2522242.4,584628288.0999999,0.1085999999999999,0.1088571428571428,0.8390000000000001,0.4744,184689.1
2017-03-19,278754.0,0.2,0.2,11.3,98,12.7,5.9,8.0,3.0,3,2017,11,3,1708.0,22786015.619999997,38004470.699999996,9641743.799999999,2522242.4,584628288.0999999,0.1046,0.1032857142857143,0.878,0.4598,184689.1
2017-03-20,329334.0,9.4,3.1,10.3,88,11.5,6.2,8.0,3.0,3,2017,12,1,1708.0,22786015.619999997,38004470.699999996,9641743.799999999,2522242.4,584628288.0999999,0.1085999999999999,0.1088571428571428,0.8390000000000001,0.4744,184689.1
2017-03-20,329334.0,9.4,3.1,10.3,88,11.5,6.2,8.0,3.0,3,2017,12,1,1708.0,22786015.619999997,38004470.699999996,9641743.799999999,2522242.4,584628288.0999999,0.1046,0.1032857142857143,0.878,0.4598,184689.1
2017-03-21,320037.0,-0.1,-0.1,7.5,13,9.8,4.2,7.0,2.0,3,2017,12,5,1708.0,22786015.619999997,38004470.699999996,9641743.799999999,2522242.4,584628288.0999999,0.1085999999999999,0.1088571428571428,0.8390000000000001,0.4744,184689.1
2017-03-21,320037.0,-0.1,-0.1,7.5,13,9.8,4.2,7.0,2.0,3,2017,12,5,1708.0,22786015.619999997,38004470.699999996,9641743.799999999,2522242.4,584628288.0999999,0.1046,0.1032857142857143,0.878,0.4598,184689.1
2017-03-22,319338.0,0.0,0.0,6.3,-3,12.4,3.8,6.0,2.0,3,2017,12,6,1708.0,22786015.619999997,38004470.699999996,9641743.799999999,2522242.4,584628288.0999999,0.1085999999999999,0.1088571428571428,0.8390000000000001,0.4744,184689.1
2017-03-22,319338.0,0.0,0.0,6.3,-3,12.4,3.8,6.0,2.0,3,2017,12,6,1708.0,22786015.619999997,38004470.699999996,9641743.799999999,2522242.4,584628288.0999999,0.1046,0.1032857142857143,0.878,0.4598,184689.1
2017-03-23,317708.0,0.0,0.0,8.2,19,14.0,4.5,7.0,2.0,3,2017,12,4,1708.0,22786015.619999997,38004470.699999996,9641743.799999999,2522242.4,584628288.0999999,0.1085999999999999,0.1088571428571428,0.8390000000000001,0.4744,184689.1
2017-03-23,317708.0,0.0,0.0,8.2,19,14.0,4.5,7.0,2.0,3,2017,12,4,1708.0,22786015.619999997,38004470.699999996,9641743.799999999,2522242.4,584628288.0999999,0.1046,0.1032857142857143,0.878,0.4598,184689.1
2017-03-24,310798.0,0.0,0.0,8.4,31,14.2,4.7,6.0,3.0,3,2017,12,0,1708.0,22786015.619999997,38004470.699999996,9641743.799999999,2522242.4,584628288.0999999,0.1085999999999999,0.1088571428571428,0.8390000000000001,0.4744,184689.1
2017-03-24,310798.0,0.0,0.0,8.4,31,14.2,4.7,6.0,3.0,3,2017,12,0,1708.0,22786015.619999997,38004470.699999996,9641743.799999999,2522242.4,584628288.0999999,0.1046,0.1032857142857143,0.878,0.4598,184689.1
2017-03-25,274768.0,0.0,0.0,8.5,21,14.3,4.4,7.0,3.0,3,2017,12,2,1708.0,22786015.619999997,38004470.699999996,9641743.799999999,2522242.4,584628288.0999999,0.1085999999999999,0.1088571428571428,0.8390000000000001,0.4744,184689.1
2017-03-25,274768.0,0.0,0.0,8.5,21,14.3,4.4,7.0,3.0,3,2017,12,2,1708.0,22786015.619999997,38004470.699999996,9641743.799999999,2522242.4,584628288.0999999,0.1046,0.1032857142857143,0.878,0.4598,184689.1
2017-03-26,262639.0,0.0,0.0,8.0,33,13.0,3.5,5.0,2.0,3,2017,12,3,1708.0,22786015.619999997,38004470.699999996,9641743.799999999,2522242.4,584628288.0999999,0.1085999999999999,0.1088571428571428,0.8390000000000001,0.4744,184689.1
