HourlyMaxTemperature,AveragePrice_Electricity_Household,HourlyMaxTemperature,day_of_week,AveragePrice_NaturalGas_Household,GDP,TotalSolarEnergy (MWh),DailyPrecipitation,Population,Year,TotalRes(incl.Stat.Transfer) (MWh),is_weekend,is_holiday,rolling_7,rolling_30,loadConsumption
13.3,0.1167999999999999,13.3,1,0.8409999999999999,179080.1,1920293.14,18.4,1698.0,2016,33938327.059999995,0,0,301156.5714285714,288591.2,317547.0
14.6,0.1167999999999999,14.6,5,0.8409999999999999,179080.1,1920293.14,-0.1,1698.0,2016,33938327.059999995,0,0,301886.28571428574,289812.63333333336,311806.0
14.5,0.1167999999999999,14.5,6,0.8409999999999999,179080.1,1920293.14,0.1,1698.0,2016,33938327.059999995,0,0,302500.71428571426,290132.13333333336,317097.0
19.3,0.1167999999999999,19.3,4,0.8409999999999999,179080.1,1920293.14,0.0,1698.0,2016,33938327.059999995,0,0,302583.85714285716,290387.6,312000.0
20.9,0.1167999999999999,20.9,0,0.8409999999999999,179080.1,1920293.14,0.0,1698.0,2016,33938327.059999995,0,0,301495.85714285716,291939.76666666666,306636.0
22.7,0.1167999999999999,22.7,2,0.8409999999999999,179080.1,1920293.14,-0.1,1698.0,2016,33938327.059999995,1,0,300999.85714285716,291233.9,272515.0
20.5,0.1167999999999999,20.5,3,0.8409999999999999,179080.1,1920293.14,0.4,1698.0,2016,33938327.059999995,1,0,300308.28571428574,290243.13333333336,264557.0
18.0,0.1167999999999999,18.0,1,0.8409999999999999,179080.1,1920293.14,6.6,1698.0,2016,33938327.059999995,0,1,300192.14285714284,292094.5333333333,316734.0
22.6,0.1167999999999999,22.6,5,0.8409999999999999,179080.1,1920293.14,0.0,1698.0,2016,33938327.059999995,0,0,299954.28571428574,293594.93333333335,310141.0
24.3,0.1167999999999999,24.3,6,0.8409999999999999,179080.1,1920293.14,1.5,1698.0,2016,33938327.059999995,0,0,299774.5714285714,294480.9666666667,315839.0
17.2,0.1167999999999999,17.2,4,0.8409999999999999,179080.1,1920293.14,-0.1,1698.0,2016,33938327.059999995,0,0,300735.71428571426,295482.9666666667,318728.0
21.4,0.1167999999999999,21.4,0,0.8409999999999999,179080.1,1920293.14,-0.1,1698.0,2016,33938327.059999995,0,0,301921.14285714284,296212.06666666665,314934.0
27.5,0.1167999999999999,27.5,2,0.8409999999999999,179080.1,1920293.14,0.5,1698.0,2016,33938327.059999995,1,0,302624.71428571426,296596.2,277440.0
25.6,0.1167999999999999,25.6,3,0.8409999999999999,179080.1,1920293.14,0.0,1698.0,2016,33938327.059999995,1,0,302142.71428571426,296195.7,261183.0
25.6,0.1167999999999999,25.6,1,0.8409999999999999,179080.1,1920293.14,0.0,1698.0,2016,33938327.059999995,0,0,301316.14285714284,297637.76666666666,310948.0
26.5,0.1167999999999999,26.5,5,0.8409999999999999,179080.1,1920293.14,-0.1,1698.0,2016,33938327.059999995,0,0,302171.71428571426,299676.4666666667,316130.0
21.6,0.1167999999999999,21.6,6,0.8409999999999999,179080.1,1920293.14,0.0,1698.0,2016,33938327.059999995,0,0,301487.4285714286,299710.3,311049.0
20.3,0.1167999999999999,20.3,4,0.8409999999999999,179080.1,1920293.14,0.0,1698.0,2016,33938327.059999995,0,0,299976.14285714284,299392.36666666664,308149.0
21.2,0.1167999999999999,21.2,0,0.8409999999999999,179080.1,1920293.14,-0.1,1698.0,2016,33938327.059999995,0,0,298874.5714285714,299072.6666666667,307223.0
20.8,0.1167999999999999,20.8,2,0.8409999999999999,179080.1,1920293.14,1.3,1698.0,2016,33938327.059999995,1,0,298802.5714285714,297786.13333333336,276936.0
21.1,0.1167999999999999,21.1,3,0.8409999999999999,179080.1,1920293.14,3.3,1698.0,2016,33938327.059999995,1,0,299523.0,296455.6666666667,266226.0
19.0,0.1167999999999999,19.0,1,0.8409999999999999,179080.1,1920293.14,2.6,1698.0,2016,33938327.059999995,0,0,300283.14285714284,297900.9,316269.0
19.1,0.1167999999999999,19.1,5,0.8409999999999999,179080.1,1920293.14,22.4,1698.0,2016,33938327.059999995,0,0,300312.5714285714,299998.0,316336.0
18.7,0.1167999999999999,18.7,6,0.8409999999999999,179080.1,1920293.14,6.2,1698.0,2016,33938327.059999995,0,0,300837.4285714286,301723.1666666667,314723.0
21.1,0.1167999999999999,21.1,4,0.8409999999999999,179080.1,1920293.14,2.6,1698.0,2016,33938327.059999995,0,0,301617.5714285714,301953.56666666665,313610.0
19.5,0.1167999999999999,19.5,0,0.8409999999999999,179080.1,1920293.14,4.0,1698.0,2016,33938327.059999995,0,0,302494.71428571426,301972.4666666667,313363.0
17.1,0.1167999999999999,17.1,2,0.8409999999999999,179080.1,1920293.14,1.1,1698.0,2016,33938327.059999995,1,0,302510.4285714286,300826.73333333334,277046.0
18.9,0.1167999999999999,18.9,3,0.8409999999999999,179080.1,1920293.14,-0.1,1698.0,2016,33938327.059999995,1,0,301270.4285714286,298936.5333333333,257546.0
16.8,0.1167999999999999,16.8,1,0.8409999999999999,179080.1,1920293.14,18.2,1698.0,2016,33938327.059999995,0,0,301776.85714285716,300397.43333333335,319814.0
20.1,0.1167999999999999,20.1,5,0.8409999999999999,179080.1,1920293.14,3.9,1698.0,2016,33938327.059999995,0,0,302303.4285714286,302084.9,320022.0
24.9,0.1167999999999999,24.9,6,0.8409999999999999,179080.1,1920293.14,0.0,1698.0,2016,33938327.059999995,0,0,303102.71428571426,302177.26666666666,320318.0
28.4,0.1167999999999999,28.4,4,0.8409999999999999,179080.1,1920293.14,49.5,1698.0,2016,33938327.059999995,0,0,306027.4285714286,302919.8333333333,334083.0
22.7,0.1167999999999999,22.7,0,0.8409999999999999,179080.1,1920293.14,0.7,1698.0,2016,33938327.059999995,0,0,307362.71428571426,303106.93333333335,322710.0
19.3,0.1167999999999999,19.3,2,0.8409999999999999,179080.1,1920293.14,1.4,1698.0,2016,33938327.059999995,1,0,308005.71428571426,302091.8333333333,281547.0
18.3,0.1167999999999999,18.3,3,0.8409999999999999,179080.1,1920293.14,19.0,1698.0,2016,33938327.059999995,1,0,308727.0,300623.8,262595.0
18.9,0.1167999999999999,18.9,1,0.8409999999999999,179080.1,1920293.14,2.3,1698.0,2016,33938327.059999995,0,0,308138.28571428574,302063.06666666665,315693.0
21.8,0.1167999999999999,21.8,5,0.8409999999999999,179080.1,1920293.14,5.0,1698.0,2016,33938327.059999995,0,0,307346.28571428574,303727.1,314478.0
20.2,0.1167999999999999,20.2,6,0.8409999999999999,179080.1,1920293.14,1.6,1698.0,2016,33938327.059999995,0,0,306771.14285714284,303712.36666666664,316292.0
19.2,0.1167999999999999,19.2,4,0.8409999999999999,179080.1,1920293.14,7.6,1698.0,2016,33938327.059999995,0,0,304995.85714285716,304096.2,321656.0
19.8,0.108,19.8,0,0.921,180866.8,1920293.14,2.2,1698.0,2016,33938327.059999995,0,0,304757.85714285716,304269.7,321044.0
18.7,0.108,18.7,2,0.921,180866.8,1920293.14,1.5,1698.0,2016,33938327.059999995,1,0,303763.85714285716,302798.4,274589.0
19.8,0.108,19.8,3,0.921,180866.8,1920293.14,17.8,1698.0,2016,33938327.059999995,1,0,303412.0,300971.6666666667,260132.0
22.8,0.108,22.8,1,0.921,180866.8,1920293.14,0.0,1698.0,2016,33938327.059999995,0,1,302550.0,302045.63333333336,309659.0
18.1,0.108,18.1,5,0.921,180866.8,1920293.14,1.9,1698.0,2016,33938327.059999995,0,0,302646.85714285716,303844.73333333334,315156.0
19.4,0.108,19.4,6,0.921,180866.8,1920293.14,0.5,1698.0,2016,33938327.059999995,0,0,301363.4285714286,303723.4,307308.0
22.1,0.108,22.1,4,0.921,180866.8,1920293.14,0.0,1698.0,2016,33938327.059999995,0,0,299557.85714285716,303486.3,309017.0
21.2,0.108,21.2,0,0.921,180866.8,1920293.14,4.7,1698.0,2016,33938327.059999995,0,0,298659.0,303609.73333333334,314752.0
23.6,0.108,23.6,2,0.921,180866.8,1920293.14,0.0,1698.0,2016,33938327.059999995,1,0,298880.5714285714,302542.76666666666,276140.0
27.4,0.108,27.4,3,0.921,180866.8,1920293.14,0.0,1698.0,2016,33938327.059999995,1,0,299477.0,301112.23333333334,264307.0
21.7,0.108,21.7,1,0.921,180866.8,1920293.14,0.0,1698.0,2016,33938327.059999995,0,0,300005.4285714286,302326.3,313358.0
20.3,0.108,20.3,5,0.921,180866.8,1920293.14,9.9,1698.0,2016,33938327.059999995,0,0,299878.71428571426,303927.73333333334,314269.0
18.3,0.108,18.3,6,0.921,180866.8,1920293.14,4.2,1698.0,2016,33938327.059999995,0,0,300590.4285714286,303795.1,312290.0
19.2,0.108,19.2,4,0.921,180866.8,1920293.14,0.0,1698.0,2016,33938327.059999995,0,0,300783.71428571426,303596.23333333334,310370.0
21.3,0.108,21.3,0,0.921,180866.8,1920293.14,0.0,1698.0,2016,33938327.059999995,0,0,299551.85714285716,303309.76666666666,306129.0
22.6,0.108,22.6,2,0.921,180866.8,1920293.14,0.0,1698.0,2016,33938327.059999995,1,0,299830.4285714286,302125.76666666666,278090.0
23.8,0.108,23.8,3,0.921,180866.8,1920293.14,-0.1,1698.0,2016,33938327.059999995,1,0,299357.85714285716,300380.3,260999.0
26.5,0.108,26.5,1,0.921,180866.8,1920293.14,0.0,1698.0,2016,33938327.059999995,0,0,299062.14285714284,301521.7,311288.0
29.5,0.108,29.5,5,0.921,180866.8,1920293.14,0.0,1698.0,2016,33938327.059999995,0,0,300070.71428571426,303647.8,321329.0
32.9,0.108,32.9,6,0.921,180866.8,1920293.14,0.0,1698.0,2016,33938327.059999995,0,0,302262.5714285714,303908.43333333335,327633.0
27.4,0.108,27.4,4,0.921,180866.8,1920293.14,0.0,1698.0,2016,33938327.059999995,0,0,304424.28571428574,304091.1,325502.0
26.1,0.108,26.1,0,0.921,180866.8,1920293.14,11.7,1698.0,2016,33938327.059999995,0,0,306519.4285714286,304107.0,320795.0
25.3,0.108,25.3,2,0.921,180866.8,1920293.14,0.0,1698.0,2016,33938327.059999995,1,0,306704.0,302283.63333333336,279382.0
25.5,0.108,25.5,3,0.921,180866.8,1920293.14,0.0,1698.0,2016,33938327.059999995,1,0,307411.85714285716,300391.76666666666,265954.0
22.4,0.108,22.4,1,0.921,180866.8,1920293.14,0.5,1698.0,2016,33938327.059999995,0,0,307505.5714285714,301405.0,311944.0
23.4,0.108,23.4,5,0.921,180866.8,1920293.14,0.0,1698.0,2016,33938327.059999995,0,0,305828.28571428574,302971.43333333335,309588.0
21.3,0.108,21.3,6,0.921,180866.8,1920293.14,6.4,1698.0,2016,33938327.059999995,0,0,303380.5714285714,302798.3,310499.0
23.5,0.108,23.5,4,0.921,180866.8,1920293.14,0.5,1698.0,2016,33938327.059999995,0,0,301324.4285714286,302686.0,311109.0
21.2,0.108,21.2,0,0.921,180866.8,1920293.14,3.8,1698.0,2016,33938327.059999995,0,0,298960.0,302284.4,304244.0
20.9,0.108,20.9,2,0.921,180866.8,1920293.14,7.2,1698.0,2016,33938327.059999995,1,0,297612.14285714284,300560.76666666666,269947.0
20.5,0.108,20.5,3,0.921,180866.8,1920293.14,0.2,1698.0,2016,33938327.059999995,1,0,295958.0,298338.4666666667,254375.0
21.0,0.108,21.0,1,0.921,180866.8,1920293.14,6.8,1698.0,2016,33938327.059999995,0,0,293163.4285714286,298931.56666666665,292382.0
18.6,0.108,18.6,5,0.921,180866.8,1920293.14,8.3,1698.0,2016,33938327.059999995,0,0,291852.5714285714,300274.23333333334,300412.0
21.7,0.108,21.7,6,0.921,180866.8,1920293.14,1.9,1698.0,2016,33938327.059999995,0,0,290941.5714285714,300089.6666666667,304122.0
20.8,0.108,20.8,4,0.921,180866.8,1920293.14,-0.1,1698.0,2016,33938327.059999995,0,0,288944.71428571426,299488.8333333333,297131.0
21.6,0.108,21.6,0,0.921,180866.8,1920293.14,0.0,1698.0,2016,33938327.059999995,0,0,287153.28571428574,298968.7,291704.0
22.4,0.108,22.4,2,0.921,180866.8,1920293.14,6.4,1698.0,2016,33938327.059999995,1,0,286185.4285714286,297440.5333333333,263172.0
22.8,0.108,22.8,3,0.921,180866.8,1920293.14,0.0,1698.0,2016,33938327.059999995,1,0,286402.5714285714,295478.63333333336,255895.0
20.5,0.108,20.5,1,0.921,180866.8,1920293.14,0.1,1698.0,2016,33938327.059999995,0,0,286337.0,296004.73333333334,291923.0
18.5,0.108,18.5,5,0.921,180866.8,1920293.14,7.4,1698.0,2016,33938327.059999995,0,0,284761.28571428574,296840.56666666665,289382.0
16.8,0.108,16.8,6,0.921,180866.8,1920293.14,1.3,1698.0,2016,33938327.059999995,0,0,282203.71428571426,295935.93333333335,286219.0
16.3,0.108,16.3,4,0.921,180866.8,1920293.14,9.6,1698.0,2016,33938327.059999995,0,0,282088.4285714286,295337.76666666666,296324.0
22.6,0.108,22.6,0,0.921,180866.8,1920293.14,1.6,1698.0,2016,33938327.059999995,0,0,282583.28571428574,294767.0333333333,295168.0
21.5,0.108,21.5,2,0.921,180866.8,1920293.14,0.0,1698.0,2016,33938327.059999995,1,0,283006.5714285714,293292.5333333333,266135.0
21.7,0.108,21.7,3,0.921,180866.8,1920293.14,0.0,1698.0,2016,33938327.059999995,1,0,282284.4285714286,291449.56666666665,250840.0
21.7,0.108,21.7,1,0.921,180866.8,1920293.14,0.0,1698.0,2016,33938327.059999995,0,0,282021.71428571426,291849.36666666664,290084.0
21.0,0.108,21.0,5,0.921,180866.8,1920293.14,0.0,1698.0,2016,33938327.059999995,0,0,282701.14285714284,292954.0,294138.0
23.4,0.108,23.4,6,0.921,180866.8,1920293.14,0.0,1698.0,2016,33938327.059999995,0,0,283927.71428571426,292404.56666666665,294805.0
24.2,0.108,24.2,4,0.921,180866.8,1920293.14,0.0,1698.0,2016,33938327.059999995,0,0,284260.85714285716,291648.8,298656.0
24.3,0.108,24.3,0,0.921,180866.8,1920293.14,3.4,1698.0,2016,33938327.059999995,0,0,285528.28571428574,290862.36666666664,304040.0
22.9,0.108,22.9,2,0.921,180866.8,1920293.14,5.4,1698.0,2016,33938327.059999995,1,0,285852.0,288959.0,268401.0
19.8,0.108,19.8,3,0.921,180866.8,1920293.14,14.5,1698.0,2016,33938327.059999995,1,0,287214.28571428574,286945.0333333333,260376.0
22.7,0.108,22.7,1,0.921,180866.8,1920293.14,3.2,1698.0,2016,33938327.059999995,0,0,289781.4285714286,287900.76666666666,308054.0
26.9,0.108,26.9,5,0.921,180866.8,1920293.14,0.0,1698.0,2016,33938327.059999995,0,0,292318.85714285716,289432.3,311900.0
30.2,0.108,30.2,6,0.921,180866.8,1920293.14,0.0,1698.0,2016,33938327.059999995,0,0,295898.28571428574,289696.2,319861.0
31.0,0.108,31.0,4,0.921,180866.8,1920293.14,0.0,1698.0,2016,33938327.059999995,0,0,300033.28571428574,290296.63333333336,327601.0
26.2,0.108,26.2,0,0.921,180866.8,1920293.14,0.0,1698.0,2016,33938327.059999995,0,0,302705.0,290704.73333333334,322742.0
26.5,0.108,26.5,2,0.921,180866.8,1920293.14,1.1,1698.0,2016,33938327.059999995,1,0,304618.85714285716,289727.7,281798.0
24.6,0.108,24.6,3,0.921,180866.8,1920293.14,0.4,1698.0,2016,33938327.059999995,1,0,306202.85714285716,288635.0333333333,271464.0
21.4,0.108,21.4,1,0.921,180866.8,1920293.14,0.2,1698.0,2016,33938327.059999995,0,0,307372.4285714286,290178.1666666667,316241.0
23.8,0.108,23.8,5,0.921,180866.8,1920293.14,0.0,1698.0,2016,33938327.059999995,0,0,307703.28571428574,292172.86666666664,314216.0
25.4,0.108,25.4,6,0.921,180866.8,1920293.14,0.0,1698.0,2016,33938327.059999995,0,0,307075.71428571426,292942.4,315468.0
22.9,0.108,22.9,4,0.921,180866.8,1920293.14,0.0,1698.0,2016,33938327.059999995,0,0,306196.0,293643.43333333335,321443.0
21.7,0.108,21.7,0,0.921,180866.8,1920293.14,1.0,1698.0,2016,33938327.059999995,0,0,305324.4285714286,294060.73333333334,316641.0
22.9,0.108,22.9,2,0.921,180866.8,1920293.14,1.0,1698.0,2016,33938327.059999995,1,0,305131.28571428574,293504.56666666665,280446.0
21.3,0.108,21.3,3,0.921,180866.8,1920293.14,2.8,1698.0,2016,33938327.059999995,1,0,305001.5714285714,292799.63333333336,270556.0
22.8,0.108,22.8,1,0.921,180866.8,1920293.14,-0.1,1698.0,2016,33938327.059999995,0,1,305029.28571428574,294575.06666666665,316435.0
24.2,0.108,24.2,5,0.921,180866.8,1920293.14,0.0,1698.0,2016,33938327.059999995,0,0,306578.85714285716,296880.6666666667,325063.0
26.8,0.108,26.8,6,0.921,180866.8,1920293.14,0.0,1698.0,2016,33938327.059999995,0,0,307770.85714285716,297943.63333333336,323812.0
27.6,0.108,27.6,4,0.921,180866.8,1920293.14,0.0,1698.0,2016,33938327.059999995,0,0,308713.0,299232.1666666667,328038.0
22.9,0.108,22.9,0,0.921,180866.8,1920293.14,0.0,1698.0,2016,33938327.059999995,0,0,309167.85714285716,300352.36666666664,319825.0
25.7,0.108,25.7,2,0.921,180866.8,1920293.14,0.0,1698.0,2016,33938327.059999995,1,0,309176.14285714284,299825.0333333333,280504.0
21.7,0.108,21.7,3,0.921,180866.8,1920293.14,1.2,1698.0,2016,33938327.059999995,1,0,309394.28571428574,299055.5333333333,272083.0
28.1,0.108,28.1,1,0.921,180866.8,1920293.14,0.0,1698.0,2016,33938327.059999995,0,0,310964.0,301098.4666666667,327423.0
31.2,0.108,31.2,5,0.921,180866.8,1920293.14,0.0,1698.0,2016,33938327.059999995,0,0,312629.71428571426,303961.23333333334,336723.0
31.4,0.108,31.4,6,0.921,180866.8,1920293.14,0.0,1698.0,2016,33938327.059999995,0,0,314449.14285714284,305510.0333333333,336548.0
29.0,0.108,29.0,4,0.921,180866.8,1920293.14,4.2,1698.0,2016,33938327.059999995,0,0,315443.14285714284,306871.9666666667,334996.0
21.2,0.108,21.2,0,0.921,180866.8,1920293.14,1.2,1698.0,2016,33938327.059999995,0,0,316076.14285714284,307853.6666666667,324256.0
21.6,0.108,21.6,2,0.921,180866.8,1920293.14,0.0,1698.0,2016,33938327.059999995,1,0,316815.28571428574,307421.06666666665,285678.0
20.7,0.108,20.7,3,0.921,180866.8,1920293.14,0.0,1698.0,2016,33938327.059999995,1,0,316325.14285714284,306241.4666666667,268652.0
19.8,0.108,19.8,1,0.921,180866.8,1920293.14,0.0,1698.0,2016,33938327.059999995,0,0,315252.28571428574,307958.5333333333,319913.0
20.0,0.108,20.0,5,0.921,180866.8,1920293.14,0.0,1698.0,2016,33938327.059999995,0,0,312889.0,309952.0,320180.0
20.7,0.108,20.7,6,0.921,180866.8,1920293.14,0.0,1698.0,2016,33938327.059999995,0,0,310627.4285714286,310374.1,320717.0
21.3,0.108,21.3,4,0.921,180866.8,1920293.14,0.0,1698.0,2016,33938327.059999995,0,0,308620.14285714284,310675.6,320945.0
20.3,0.108,20.3,0,0.921,180866.8,1920293.14,-0.1,1698.0,2016,33938327.059999995,0,0,307329.0,310520.8333333333,315218.0
23.6,0.108,23.6,2,0.921,180866.8,1920293.14,0.0,1698.0,2016,33938327.059999995,1,0,306263.5714285714,308874.8,278220.0
24.3,0.108,24.3,3,0.921,180866.8,1920293.14,3.5,1698.0,2016,33938327.059999995,1,0,306138.71428571426,307042.6666666667,267778.0
19.1,0.108,19.1,1,0.921,180866.8,1920293.14,0.0,1698.0,2016,33938327.059999995,0,0,305792.4285714286,308232.36666666664,317489.0
20.4,0.108,20.4,5,0.921,180866.8,1920293.14,0.0,1698.0,2016,33938327.059999995,0,0,305427.0,309770.9666666667,317622.0
21.6,0.108,21.6,6,0.921,180866.8,1920293.14,-0.1,1698.0,2016,33938327.059999995,0,0,305939.71428571426,310039.8,324306.0
17.7,0.108,17.7,4,0.921,180866.8,1920293.14,2.7,1698.0,2016,33938327.059999995,0,0,307185.14285714284,310554.7,329663.0
18.7,0.108,18.7,0,0.921,180866.8,1920293.14,-0.1,1698.0,2016,33938327.059999995,0,0,307478.14285714284,310614.73333333334,317269.0
17.6,0.108,17.6,2,0.921,182884.5,1920293.14,1.0,1698.0,2016,33938327.059999995,1,0,308153.5714285714,309331.56666666665,282948.0
15.7,0.108,15.7,3,0.921,182884.5,1920293.14,10.7,1698.0,2016,33938327.059999995,1,0,308722.85714285716,307835.63333333336,271763.0
19.0,0.108,19.0,1,0.921,182884.5,1920293.14,-0.1,1698.0,2016,33938327.059999995,0,0,308876.0,309106.13333333336,318561.0
17.3,0.108,17.3,5,0.921,182884.5,1920293.14,0.0,1698.0,2016,33938327.059999995,0,0,309244.0,310760.86666666664,320198.0
14.1,0.108,14.1,6,0.921,182884.5,1920293.14,0.0,1698.0,2016,33938327.059999995,0,0,307854.28571428574,310698.9666666667,314578.0
12.7,0.108,12.7,4,0.921,182884.5,1920293.14,0.0,1698.0,2016,33938327.059999995,0,0,307219.14285714284,310704.1,325217.0
14.5,0.108,14.5,0,0.921,182884.5,1920293.14,0.0,1698.0,2016,33938327.059999995,0,0,308276.4285714286,310732.7,324670.0
14.2,0.108,14.2,2,0.921,182884.5,1920293.14,-0.1,1698.0,2016,33938327.059999995,1,0,308486.0,309278.6,284415.0
14.5,0.108,14.5,3,0.921,182884.5,1920293.14,0.4,1698.0,2016,33938327.059999995,1,0,308772.85714285716,307743.4666666667,273771.0
13.5,0.108,13.5,1,0.921,182884.5,1920293.14,0.0,1698.0,2016,33938327.059999995,0,1,309509.14285714284,309183.8333333333,323715.0
13.1,0.108,13.1,5,0.921,182884.5,1920293.14,-0.1,1698.0,2016,33938327.059999995,0,0,310408.14285714284,310997.43333333335,326491.0
11.0,0.108,11.0,6,0.921,182884.5,1920293.14,0.0,1698.0,2016,33938327.059999995,0,0,312642.4285714286,311090.6,330218.0
11.4,0.108,11.4,4,0.921,182884.5,1920293.14,0.0,1698.0,2016,33938327.059999995,0,0,313289.5714285714,310858.06666666665,329747.0
13.4,0.108,13.4,0,0.921,182884.5,1920293.14,4.7,1698.0,2016,33938327.059999995,0,0,313579.0,310529.6666666667,326696.0
13.7,0.108,13.7,2,0.921,182884.5,1920293.14,4.1,1698.0,2016,33938327.059999995,1,0,315131.14285714284,309205.8,295280.0
18.8,0.108,18.8,3,0.921,182884.5,1920293.14,-0.1,1698.0,2016,33938327.059999995,1,0,314955.5714285714,307482.0,272542.0
16.3,0.108,16.3,1,0.921,182884.5,1920293.14,0.2,1698.0,2016,33938327.059999995,0,0,315155.71428571426,308796.6,325116.0
12.8,0.108,12.8,5,0.921,182884.5,1920293.14,11.7,1698.0,2016,33938327.059999995,0,0,316102.14285714284,310945.4,333116.0
12.0,0.108,12.0,6,0.921,182884.5,1920293.14,13.4,1698.0,2016,33938327.059999995,0,0,316561.0,311395.9666666667,333430.0
12.0,0.108,12.0,4,0.921,182884.5,1920293.14,0.9,1698.0,2016,33938327.059999995,0,0,317513.14285714284,311937.0333333333,336412.0
12.7,0.108,12.7,0,0.921,182884.5,1920293.14,0.2,1698.0,2016,33938327.059999995,0,0,318104.85714285716,312274.4,330838.0
10.4,0.108,10.4,2,0.921,182884.5,1920293.14,0.0,1698.0,2016,33938327.059999995,1,0,318109.28571428574,311419.93333333335,295311.0
11.6,0.108,11.6,3,0.921,182884.5,1920293.14,0.0,1698.0,2016,33938327.059999995,1,0,319125.0,310234.4,279652.0
9.5,0.108,9.5,1,0.921,182884.5,1920293.14,0.0,1698.0,2016,33938327.059999995,0,0,320540.0,312127.76666666666,335021.0
10.1,0.108,10.1,5,0.921,182884.5,1920293.14,0.0,1698.0,2016,33938327.059999995,0,0,321229.0,314466.4666666667,337939.0
12.6,0.108,12.6,6,0.921,182884.5,1920293.14,-0.1,1698.0,2016,33938327.059999995,0,0,321512.71428571426,315064.0333333333,335416.0
13.8,0.108,13.8,4,0.921,182884.5,1920293.14,0.0,1698.0,2016,33938327.059999995,0,0,321677.14285714284,315728.73333333334,337563.0
14.8,0.108,14.8,0,0.921,182884.5,1920293.14,-0.1,1698.0,2016,33938327.059999995,0,0,322686.5714285714,316182.0,337904.0
15.4,0.108,15.4,2,0.921,182884.5,1920293.14,0.0,1698.0,2016,33938327.059999995,1,0,322601.5714285714,315017.1,294716.0
15.3,0.108,15.3,3,0.921,182884.5,1920293.14,0.0,1698.0,2016,33938327.059999995,1,0,322984.71428571426,313852.6,282334.0
16.2,0.108,16.2,1,0.921,182884.5,1920293.14,0.0,1698.0,2016,33938327.059999995,0,0,322021.85714285716,315363.7,328281.0
13.8,0.108,13.8,5,0.921,182884.5,1920293.14,0.2,1698.0,2016,33938327.059999995,0,0,322270.5714285714,317627.6,339680.0
11.7,0.108,11.7,6,0.921,182884.5,1920293.14,4.2,1698.0,2016,33938327.059999995,0,0,322651.14285714284,318278.23333333334,338080.0
12.0,0.108,12.0,4,0.921,182884.5,1920293.14,0.6,1698.0,2016,33938327.059999995,0,0,323176.71428571426,318979.7,341242.0
9.7,0.108,9.7,0,0.921,182884.5,1920293.14,2.7,1698.0,2016,33938327.059999995,0,0,323702.14285714284,319879.8333333333,341582.0
10.8,0.108,10.8,2,0.921,182884.5,1920293.14,3.1,1698.0,2016,33938327.059999995,1,0,325189.5714285714,319210.2,305128.0
9.3,0.108,9.3,3,0.921,182884.5,1920293.14,5.1,1698.0,2016,33938327.059999995,1,0,326626.4285714286,318134.26666666666,292392.0
5.7,0.108,5.7,1,0.921,182884.5,1920293.14,1.7,1698.0,2016,33938327.059999995,0,0,329219.5714285714,320201.5333333333,346433.0
5.6,0.108,5.6,5,0.921,182884.5,1920293.14,1.5,1698.0,2016,33938327.059999995,0,0,330654.71428571426,322733.36666666664,349726.0
4.3,0.108,4.3,6,0.921,182884.5,1920293.14,3.7,1698.0,2016,33938327.059999995,0,0,332969.85714285716,323752.4,354286.0
5.2,0.108,5.2,4,0.921,182884.5,1920293.14,13.9,1698.0,2016,33938327.059999995,0,0,334403.14285714284,324578.5333333333,351275.0
5.8,0.108,5.8,0,0.921,182884.5,1920293.14,0.2,1698.0,2016,33938327.059999995,0,1,334964.0,325088.2,345508.0
5.0,0.108,5.0,2,0.921,182884.5,1920293.14,0.8,1698.0,2016,33938327.059999995,1,0,336105.85714285716,324534.0,313121.0
4.7,0.108,4.7,3,0.921,182884.5,1920293.14,1.7,1698.0,2016,33938327.059999995,1,0,337266.4285714286,323661.3333333333,300516.0
6.9,0.108,6.9,1,0.921,182884.5,1920293.14,3.9,1698.0,2016,33938327.059999995,0,0,338033.5714285714,325545.43333333335,351803.0
12.9,0.108,12.9,5,0.921,182884.5,1920293.14,3.5,1698.0,2016,33938327.059999995,0,0,338266.5714285714,328172.6,351357.0
14.2,0.108,14.2,6,0.921,182884.5,1920293.14,5.6,1698.0,2016,33938327.059999995,0,0,337496.14285714284,328965.1666666667,348893.0
11.5,0.108,11.5,4,0.921,182884.5,1920293.14,12.0,1698.0,2016,33938327.059999995,0,0,337291.14285714284,329522.63333333336,349840.0
8.2,0.108,8.2,0,0.921,182884.5,1920293.14,0.7,1698.0,2016,33938327.059999995,0,0,337917.5714285714,330071.4,349893.0
8.1,0.108,8.1,2,0.921,182884.5,1920293.14,-0.1,1698.0,2016,33938327.059999995,1,0,337651.85714285716,329233.0333333333,311261.0
12.5,0.108,12.5,3,0.921,182884.5,1920293.14,4.6,1698.0,2016,33938327.059999995,1,0,337493.5714285714,328185.36666666664,299408.0
13.9,0.108,13.9,1,0.921,182884.5,1920293.14,4.9,1698.0,2016,33938327.059999995,0,0,336451.28571428574,329825.23333333334,344507.0
13.6,0.108,13.6,5,0.921,182884.5,1920293.14,0.0,1698.0,2016,33938327.059999995,0,0,335457.5714285714,331983.5333333333,344401.0
11.1,0.108,11.1,6,0.921,182884.5,1920293.14,0.0,1698.0,2016,33938327.059999995,0,0,335419.14285714284,332436.9666666667,348624.0
