datetime,loadConsumption,DailyPrecipitation,MaxHourlyPrecipitation,HDMaxPrecipitation,DailyMeanTemperature,HourlyMinTemperature,HDMinTemperature,HourlyMaxTemperature,HDMaxTemperature,DailyMeanWindspeed,MaxHourlyMeanWindspeed,HDMaxMeanWindspeed,MinHourlyMeanWindspeed,HDMinMeanWindspeed,Month,Year,Week,WeekKey,day_of_week
2016-08-11,296324.0,9.6,1.5,22,13.6,67,1,16.3,24,3.5,6.0,10,1.0,1,8,2016,32,201632,Thursday
2016-08-12,295168.0,1.6,1.0,1,18.9,163,1,22.6,17,3.4,5.0,14,2.0,3,8,2016,32,201632,Friday
2016-08-13,266135.0,0.0,0.0,1,17.6,143,21,21.5,12,3.1,5.0,11,1.0,20,8,2016,32,201632,Saturday
2016-08-14,250840.0,0.0,0.0,1,17.0,96,24,21.7,12,1.8,4.0,15,0.0,5,8,2016,32,201632,Sunday
2016-08-15,290084.0,0.0,0.0,1,16.1,82,3,21.7,14,2.5,4.0,15,0.0,6,8,2016,33,201633,Monday
2016-08-16,294138.0,0.0,0.0,1,16.3,114,2,21.0,15,3.3,5.0,17,2.0,1,8,2016,33,201633,Tuesday
2016-08-17,294805.0,0.0,0.0,1,17.2,100,24,23.4,14,3.5,7.0,9,1.0,22,8,2016,33,201633,Wednesday
2016-08-18,298656.0,0.0,0.0,1,17.7,97,1,24.2,14,2.9,5.0,10,1.0,1,8,2016,33,201633,Thursday
2016-08-19,304040.0,3.4,1.5,15,18.1,98,4,24.3,12,2.4,6.0,21,1.0,1,8,2016,33,201633,Friday
2016-08-20,268401.0,5.4,5.4,19,17.8,148,5,22.9,14,4.1,7.0,16,3.0,1,8,2016,33,201633,Saturday
2016-08-21,260376.0,14.5,4.1,10,16.7,147,6,19.8,17,4.3,6.0,5,3.0,11,8,2016,33,201633,Sunday
2016-08-22,308054.0,3.2,1.0,5,18.0,142,24,22.7,16,3.6,6.0,14,1.0,24,8,2016,34,201634,Monday
2016-08-23,311900.0,0.0,0.0,1,21.0,140,1,26.9,16,2.0,3.0,11,1.0,2,8,2016,34,201634,Tuesday
2016-08-24,319861.0,0.0,0.0,1,22.8,170,24,30.2,16,2.7,4.0,13,1.0,20,8,2016,34,201634,Wednesday
2016-08-25,327601.0,0.0,0.0,1,24.3,172,1,31.0,14,2.3,3.0,1,1.0,19,8,2016,34,201634,Thursday
2016-08-26,322742.0,0.0,0.0,1,22.1,176,24,26.2,12,2.5,4.0,13,1.0,3,8,2016,34,201634,Friday
2016-08-27,281798.0,1.1,1.1,20,21.6,161,4,26.5,13,3.5,5.0,9,1.0,22,8,2016,34,201634,Saturday
2016-08-28,271464.0,0.4,0.4,7,20.5,177,4,24.6,10,3.7,6.0,12,1.0,3,8,2016,34,201634,Sunday
2016-08-29,316241.0,0.2,0.2,10,17.2,100,24,21.4,13,2.2,4.0,14,0.0,22,8,2016,35,201635,Monday
2016-08-30,314216.0,0.0,0.0,1,16.2,85,5,23.8,17,1.1,2.0,9,0.0,2,8,2016,35,201635,Tuesday
2016-08-31,315468.0,0.0,0.0,1,17.4,86,4,25.4,15,1.9,4.0,15,1.0,1,8,2016,35,201635,Wednesday
2016-09-01,321443.0,0.0,0.0,1,17.2,102,24,22.9,13,1.8,3.0,9,0.0,20,9,2016,35,201635,Thursday
2016-09-02,316641.0,1.0,0.5,20,16.6,97,2,21.7,13,3.1,5.0,12,1.0,1,9,2016,35,201635,Friday
2016-09-03,280446.0,1.0,0.6,23,18.5,144,1,22.9,13,2.9,5.0,12,2.0,1,9,2016,35,201635,Saturday
2016-09-04,270556.0,2.8,1.0,9,17.9,157,23,21.3,10,4.7,6.0,7,3.0,20,9,2016,35,201635,Sunday
2016-09-05,316435.0,-0.1,-0.1,1,17.3,115,24,22.8,16,2.1,4.0,1,0.0,20,9,2016,36,201636,Monday
2016-09-06,325063.0,0.0,0.0,1,17.7,113,1,24.2,18,1.7,4.0,10,0.0,19,9,2016,36,201636,Tuesday
2016-09-07,323812.0,0.0,0.0,1,18.3,114,4,26.8,16,1.7,3.0,8,0.0,2,9,2016,36,201636,Wednesday
2016-09-08,328038.0,0.0,0.0,1,19.6,116,5,27.6,15,2.7,4.0,12,1.0,1,9,2016,36,201636,Thursday
2016-09-09,319825.0,0.0,0.0,1,16.9,117,5,22.9,14,2.0,4.0,12,1.0,1,9,2016,36,201636,Friday
2016-09-10,280504.0,0.0,0.0,1,18.4,113,2,25.7,15,2.6,5.0,14,1.0,22,9,2016,36,201636,Saturday
2016-09-11,272083.0,1.2,0.5,5,18.5,148,1,21.7,16,1.8,3.0,6,1.0,2,9,2016,36,201636,Sunday
2016-09-12,327423.0,0.0,0.0,1,20.9,150,4,28.1,14,1.8,3.0,9,1.0,3,9,2016,37,201637,Monday
2016-09-13,336723.0,0.0,0.0,1,23.5,152,6,31.2,14,2.7,5.0,16,1.0,5,9,2016,37,201637,Tuesday
2016-09-14,336548.0,0.0,0.0,1,23.0,153,5,31.4,14,2.3,4.0,13,1.0,1,9,2016,37,201637,Wednesday
2016-09-15,334996.0,4.2,4.2,24,22.6,165,24,29.0,14,3.1,5.0,13,2.0,1,9,2016,37,201637,Thursday
2016-09-16,324256.0,1.2,1.2,1,17.4,155,24,21.2,15,3.0,5.0,12,2.0,1,9,2016,37,201637,Friday
2016-09-17,285678.0,0.0,0.0,1,17.3,137,4,21.6,12,2.0,3.0,1,1.0,9,9,2016,37,201637,Saturday
2016-09-18,268652.0,0.0,0.0,1,16.7,142,20,20.7,14,2.9,4.0,9,1.0,19,9,2016,37,201637,Sunday
2016-09-19,319913.0,0.0,0.0,1,14.4,95,4,19.8,15,1.3,2.0,1,0.0,24,9,2016,38,201638,Monday
2016-09-20,320180.0,0.0,0.0,1,14.5,79,6,20.0,14,1.1,2.0,11,0.0,3,9,2016,38,201638,Tuesday
2016-09-21,320717.0,0.0,0.0,1,14.7,83,24,20.7,12,2.1,4.0,10,1.0,1,9,2016,38,201638,Wednesday
2016-09-22,320945.0,0.0,0.0,1,13.8,69,4,21.3,14,1.8,3.0,9,1.0,1,9,2016,38,201638,Thursday
2016-09-23,315218.0,-0.1,-0.1,1,13.6,73,24,20.3,15,2.1,4.0,10,0.0,19,9,2016,38,201638,Friday
2016-09-24,278220.0,0.0,0.0,1,15.2,83,1,23.6,14,2.8,4.0,12,2.0,1,9,2016,38,201638,Saturday
2016-09-25,267778.0,3.5,2.2,16,16.3,121,24,24.3,13,3.5,5.0,10,2.0,17,9,2016,38,201638,Sunday
2016-09-26,317489.0,0.0,0.0,1,13.5,76,6,19.1,15,1.1,2.0,1,0.0,20,9,2016,39,201639,Monday
2016-09-27,317622.0,0.0,0.0,1,14.5,56,6,20.4,15,2.5,5.0,22,0.0,1,9,2016,39,201639,Tuesday
2016-09-28,324306.0,-0.1,-0.1,1,18.7,162,1,21.6,12,4.8,7.0,15,3.0,1,9,2016,39,201639,Wednesday
2016-09-29,329663.0,2.7,1.9,17,15.9,138,24,17.7,13,5.1,8.0,13,2.0,24,9,2016,39,201639,Thursday
2016-09-30,317269.0,-0.1,-0.1,1,14.5,108,21,18.7,15,3.3,6.0,12,1.0,20,9,2016,39,201639,Friday
2016-10-01,282948.0,1.0,0.9,19,13.5,99,2,17.6,14,2.9,4.0,12,2.0,1,10,2016,39,201639,Saturday
2016-10-02,271763.0,10.7,4.7,12,12.1,88,6,15.7,11,3.7,5.0,10,2.0,23,10,2016,39,201639,Sunday
2016-10-03,318561.0,-0.1,-0.1,1,14.5,111,24,19.0,14,2.8,4.0,14,2.0,2,10,2016,40,201640,Monday
2016-10-04,320198.0,0.0,0.0,1,13.0,99,23,17.3,15,4.1,6.0,14,3.0,1,10,2016,40,201640,Tuesday
2016-10-05,314578.0,0.0,0.0,1,9.8,54,24,14.1,15,4.8,8.0,11,2.0,23,10,2016,40,201640,Wednesday
2016-10-06,325217.0,0.0,0.0,1,9.4,39,5,12.7,14,3.6,5.0,10,2.0,5,10,2016,40,201640,Thursday
2016-10-07,324670.0,0.0,0.0,1,11.8,100,1,14.5,15,2.9,4.0,10,2.0,2,10,2016,40,201640,Friday
2016-10-08,284415.0,-0.1,-0.1,1,11.0,65,24,14.2,12,2.4,3.0,4,2.0,1,10,2016,40,201640,Saturday
2016-10-09,273771.0,0.4,0.3,17,7.9,13,6,14.5,14,1.1,2.0,1,0.0,19,10,2016,40,201640,Sunday
2016-10-10,323715.0,0.0,0.0,1,7.9,19,7,13.5,13,1.8,4.0,16,0.0,1,10,2016,41,201641,Monday
2016-10-11,326491.0,-0.1,-0.1,1,8.0,3,5,13.1,15,1.8,3.0,19,0.0,7,10,2016,41,201641,Tuesday
2016-10-12,330218.0,0.0,0.0,1,8.9,68,19,11.0,12,4.1,6.0,12,3.0,1,10,2016,41,201641,Wednesday
2016-10-13,329747.0,0.0,0.0,1,9.1,77,5,11.4,16,5.6,7.0,14,4.0,2,10,2016,41,201641,Thursday
2016-10-14,326696.0,4.7,1.8,22,9.9,73,7,13.4,14,4.5,6.0,1,3.0,17,10,2016,41,201641,Friday
2016-10-15,295280.0,4.1,1.9,2,10.7,89,20,13.7,15,2.8,4.0,9,2.0,1,10,2016,41,201641,Saturday
2016-10-16,272542.0,-0.1,-0.1,1,13.3,82,6,18.8,14,3.3,5.0,14,2.0,22,10,2016,41,201641,Sunday
2016-10-17,325116.0,0.2,0.2,4,12.1,82,24,16.3,14,2.2,4.0,10,1.0,1,10,2016,42,201642,Monday
2016-10-18,333116.0,11.7,6.7,15,10.2,75,19,12.8,11,3.6,6.0,14,2.0,1,10,2016,42,201642,Tuesday
2016-10-19,333430.0,13.4,8.4,6,8.8,44,20,12.0,9,3.5,6.0,9,1.0,18,10,2016,42,201642,Wednesday
2016-10-20,336412.0,0.9,0.3,12,8.5,27,24,12.0,12,2.5,5.0,12,1.0,5,10,2016,42,201642,Thursday
2016-10-21,330838.0,0.2,0.2,18,7.6,15,2,12.7,14,1.5,3.0,14,0.0,7,10,2016,42,201642,Friday
2016-10-22,295311.0,0.0,0.0,1,6.7,10,24,10.4,15,1.5,3.0,5,0.0,18,10,2016,42,201642,Saturday
2016-10-23,279652.0,0.0,0.0,1,4.8,-7,6,11.6,13,1.4,3.0,14,0.0,1,10,2016,42,201642,Sunday
2016-10-24,335021.0,0.0,0.0,1,7.1,41,1,9.5,12,2.3,4.0,11,1.0,1,10,2016,43,201643,Monday
2016-10-25,337939.0,0.0,0.0,1,8.7,79,1,10.1,12,1.4,3.0,16,0.0,23,10,2016,43,201643,Tuesday
2016-10-26,335416.0,-0.1,-0.1,1,9.5,40,7,12.6,12,2.1,3.0,11,0.0,4,10,2016,43,201643,Wednesday
2016-10-27,337563.0,0.0,0.0,1,11.8,104,7,13.8,14,3.5,5.0,23,2.0,3,10,2016,43,201643,Thursday
2016-10-28,337904.0,-0.1,-0.1,1,13.1,103,23,14.8,12,3.0,5.0,1,1.0,23,10,2016,43,201643,Friday
2016-10-29,294716.0,0.0,0.0,1,9.6,52,24,15.4,13,0.7,2.0,11,0.0,1,10,2016,43,201643,Saturday
2016-10-30,282334.0,0.0,0.0,1,8.7,41,7,15.3,13,0.8,2.0,21,0.0,1,10,2016,43,201643,Sunday
2016-10-31,328281.0,0.0,0.0,1,8.5,29,6,16.2,14,1.2,2.0,13,1.0,1,10,2016,44,201644,Monday
2016-11-01,339680.0,0.2,0.2,15,8.1,40,5,13.8,12,1.7,5.0,15,1.0,1,11,2016,44,201644,Tuesday
2016-11-02,338080.0,4.2,1.2,15,7.2,22,24,11.7,14,2.3,4.0,11,1.0,5,11,2016,44,201644,Wednesday
2016-11-03,341242.0,0.6,0.4,15,6.7,8,6,12.0,12,2.3,4.0,12,1.0,1,11,2016,44,201644,Thursday
2016-11-04,341582.0,2.7,1.0,23,7.6,63,24,9.7,14,3.8,5.0,1,3.0,9,11,2016,44,201644,Friday
2016-11-05,305128.0,3.1,1.0,20,6.9,49,7,10.8,12,2.7,4.0,13,2.0,4,11,2016,44,201644,Saturday
2016-11-06,292392.0,5.1,1.5,13,6.1,24,24,9.3,15,2.9,4.0,2,1.0,21,11,2016,44,201644,Sunday
2016-11-07,346433.0,1.7,0.7,8,4.2,-1,24,5.7,7,2.6,5.0,9,1.0,1,11,2016,45,201645,Monday
2016-11-08,349726.0,1.5,1.4,19,1.9,-29,7,5.6,14,1.8,3.0,15,0.0,5,11,2016,45,201645,Tuesday
2016-11-09,354286.0,3.7,0.7,15,3.0,5,4,4.3,14,2.8,4.0,10,1.0,21,11,2016,45,201645,Wednesday
2016-11-10,351275.0,13.9,3.7,18,4.0,31,2,5.2,15,2.3,4.0,21,1.0,1,11,2016,45,201645,Thursday
2016-11-11,345508.0,0.2,0.2,2,1.8,-31,24,5.8,13,2.8,5.0,3,1.0,17,11,2016,45,201645,Friday
2016-11-12,313121.0,0.8,0.5,23,2.0,-33,1,5.0,14,3.2,4.0,11,2.0,1,11,2016,45,201645,Saturday
2016-11-13,300516.0,1.7,0.6,2,2.7,-10,23,4.7,14,2.3,3.0,1,1.0,17,11,2016,45,201645,Sunday
2016-11-14,351803.0,3.9,1.4,20,3.1,-23,3,6.9,24,3.2,5.0,19,1.0,1,11,2016,46,201646,Monday
2016-11-15,351357.0,3.5,0.6,15,10.8,69,1,12.9,16,3.2,5.0,1,2.0,15,11,2016,46,201646,Tuesday
2016-11-16,348893.0,5.6,2.6,21,11.9,93,22,14.2,13,4.0,5.0,11,2.0,1,11,2016,46,201646,Wednesday
2016-11-17,349840.0,12.0,3.9,21,9.3,76,3,11.5,19,5.3,9.0,19,3.0,2,11,2016,46,201646,Thursday
2016-11-18,349893.0,0.7,0.4,10,6.0,32,20,8.2,1,5.5,8.0,13,4.0,21,11,2016,46,201646,Friday
2016-11-19,311261.0,-0.1,-0.1,1,5.8,40,1,8.1,12,4.8,6.0,7,3.0,22,11,2016,46,201646,Saturday
2016-11-20,299408.0,4.6,1.6,7,8.4,48,1,12.5,12,7.3,13.0,12,2.0,22,11,2016,46,201646,Sunday
2016-11-21,344507.0,4.9,1.4,2,12.0,81,1,13.9,13,4.5,6.0,14,3.0,2,11,2016,47,201647,Monday
2016-11-22,344401.0,0.0,0.0,1,11.0,65,23,13.6,15,4.5,6.0,1,2.0,18,11,2016,47,201647,Tuesday
2016-11-23,348624.0,0.0,0.0,1,7.9,37,5,11.1,13,2.7,5.0,22,1.0,2,11,2016,47,201647,Wednesday
2016-11-24,348001.0,0.0,0.0,1,6.6,30,24,8.7,12,5.8,8.0,12,4.0,6,11,2016,47,201647,Thursday
2016-11-25,345882.0,0.0,0.0,1,3.3,-6,24,8.4,14,4.0,7.0,2,2.0,22,11,2016,47,201647,Friday
2016-11-26,316429.0,0.0,0.0,1,-0.1,-26,7,3.6,13,1.0,2.0,1,0.0,17,11,2016,47,201647,Saturday
2016-11-27,298033.0,-0.1,-0.1,1,5.6,-10,22,9.4,12,2.0,4.0,23,1.0,1,11,2016,47,201647,Sunday
2016-11-28,347831.0,0.0,0.0,1,-0.3,-41,24,4.2,13,2.8,5.0,13,1.0,4,11,2016,48,201648,Monday
2016-11-29,355568.0,0.0,0.0,1,-3.1,-70,7,4.3,13,1.1,2.0,1,0.0,21,11,2016,48,201648,Tuesday
2016-11-30,358068.0,0.0,0.0,1,2.0,-70,1,6.8,14,2.5,3.0,9,0.0,1,11,2016,48,201648,Wednesday
2016-12-01,355378.0,-0.1,-0.1,1,7.9,51,1,9.4,15,3.1,4.0,5,2.0,22,12,2016,48,201648,Thursday
2016-12-02,349439.0,0.9,0.3,10,5.2,-25,24,9.4,1,2.0,3.0,1,1.0,16,12,2016,48,201648,Friday
2016-12-03,316131.0,0.0,0.0,1,-0.1,-43,24,8.1,13,0.8,1.0,1,0.0,9,12,2016,48,201648,Saturday
2016-12-04,303732.0,0.0,0.0,1,-1.4,-50,24,4.0,14,2.4,3.0,12,1.0,1,12,2016,48,201648,Sunday
2016-12-05,354498.0,0.0,0.0,1,-2.7,-69,4,4.1,14,1.4,2.0,1,1.0,3,12,2016,49,201649,Monday
2016-12-06,360723.0,0.0,0.0,1,0.1,-53,2,5.4,14,1.9,3.0,18,1.0,1,12,2016,49,201649,Tuesday
2016-12-07,360932.0,0.0,0.0,1,6.3,18,2,9.5,15,3.8,6.0,23,2.0,3,12,2016,49,201649,Wednesday
2016-12-08,358262.0,0.1,0.1,18,8.2,64,2,9.6,23,4.5,6.0,22,4.0,3,12,2016,49,201649,Thursday
2016-12-09,355180.0,0.0,0.0,1,9.1,74,24,10.4,14,4.0,5.0,18,3.0,5,12,2016,49,201649,Friday
2016-12-10,321202.0,4.9,2.3,24,7.8,66,4,9.2,23,4.3,6.0,22,3.0,11,12,2016,49,201649,Saturday
2016-12-11,305513.0,1.7,0.9,1,8.5,69,24,9.6,1,3.8,7.0,1,2.0,24,12,2016,49,201649,Sunday
2016-12-12,356934.0,0.0,0.0,1,5.3,8,5,7.6,14,2.0,3.0,15,1.0,2,12,2016,50,201650,Monday
2016-12-13,360094.0,0.1,0.1,21,6.6,53,1,7.5,24,2.8,4.0,2,2.0,13,12,2016,50,201650,Tuesday
2016-12-14,358089.0,0.0,0.0,1,7.3,48,20,9.1,14,2.3,3.0,1,2.0,2,12,2016,50,201650,Wednesday
2016-12-15,361961.0,0.0,0.0,1,6.5,52,24,7.9,17,4.0,5.0,11,3.0,2,12,2016,50,201650,Thursday
2016-12-16,355579.0,0.0,0.0,1,5.4,27,24,7.5,13,3.0,4.0,2,2.0,16,12,2016,50,201650,Friday
2016-12-17,324191.0,-0.1,-0.1,1,6.1,32,3,8.5,15,1.8,3.0,23,1.0,5,12,2016,50,201650,Saturday
2016-12-18,307347.0,0.0,0.0,1,6.2,26,23,9.1,13,2.0,3.0,4,0.0,21,12,2016,50,201650,Sunday
2016-12-19,355595.0,0.0,0.0,1,4.3,-2,24,7.5,12,2.3,4.0,14,1.0,1,12,2016,51,201651,Monday
2016-12-20,364017.0,0.0,0.0,1,-0.6,-27,6,1.0,15,2.2,3.0,1,1.0,10,12,2016,51,201651,Tuesday
2016-12-21,364105.0,2.4,1.0,22,4.1,0,3,7.1,16,4.6,6.0,7,3.0,1,12,2016,51,201651,Wednesday
2016-12-22,357960.0,1.5,0.4,1,5.9,48,24,6.9,12,3.4,5.0,21,2.0,8,12,2016,51,201651,Thursday
2016-12-23,347813.0,0.8,0.4,22,6.0,43,5,8.0,15,5.4,8.0,18,4.0,1,12,2016,51,201651,Friday
2016-12-24,311067.0,1.0,0.5,23,7.9,61,9,9.7,21,5.0,7.0,1,3.0,8,12,2016,51,201651,Saturday
2016-12-25,289040.0,0.5,0.2,5,10.4,81,1,11.7,23,6.1,7.0,12,5.0,1,12,2016,51,201651,Sunday
2016-12-26,291073.0,1.9,1.8,6,8.3,61,20,11.8,3,5.5,7.0,1,4.0,7,12,2016,52,201652,Monday
2016-12-27,327023.0,1.1,0.6,5,6.6,30,24,9.3,13,2.8,5.0,2,2.0,7,12,2016,52,201652,Tuesday
2016-12-28,336186.0,0.0,0.0,1,1.0,-31,24,4.3,1,1.5,2.0,8,1.0,1,12,2016,52,201652,Wednesday
2016-12-29,337977.0,-0.1,-0.1,1,-2.2,-40,3,-0.8,15,1.8,3.0,10,1.0,1,12,2016,52,201652,Thursday
2016-12-30,334797.0,-0.1,-0.1,1,-1.1,-40,5,1.5,23,2.2,4.0,18,1.0,3,12,2016,52,201652,Friday
2016-12-31,311693.0,0.2,0.2,24,1.8,8,9,3.3,15,3.4,4.0,13,3.0,1,12,2016,52,201652,Saturday
2017-01-01,291937.0,1.9,0.5,23,0.5,-8,15,1.9,24,3.9,5.0,9,1.0,23,1,2017,52,201752,Sunday
2017-01-02,340248.0,0.5,0.2,17,3.0,-3,7,6.8,13,2.2,3.0,8,1.0,16,1,2017,1,201701,Monday
2017-01-03,351730.0,0.7,0.6,4,5.0,15,1,7.1,24,4.3,6.0,18,2.0,1,1,2017,1,201701,Tuesday
2017-01-04,350958.0,1.8,1.3,15,5.8,26,24,7.3,2,4.7,6.0,2,2.0,22,1,2017,1,201701,Wednesday
2017-01-05,350828.0,-0.1,-0.1,1,0.0,-59,23,3.3,5,2.3,4.0,13,1.0,20,1,2017,1,201701,Thursday
2017-01-06,353072.0,0.0,0.0,1,-3.0,-65,7,-0.3,14,2.7,4.0,14,1.0,1,1,2017,1,201701,Friday
2017-01-07,327105.0,5.2,1.1,8,-0.2,-21,2,3.4,24,3.2,5.0,3,1.0,19,1,2017,1,201701,Saturday
2017-01-08,305155.0,0.0,0.0,1,4.3,28,9,6.1,17,1.4,2.0,1,1.0,2,1,2017,1,201701,Sunday
2017-01-09,355726.0,4.8,2.0,24,4.8,33,1,5.9,23,3.9,6.0,19,2.0,1,1,2017,2,201702,Monday
2017-01-10,356200.0,3.8,0.9,2,5.3,29,7,6.6,15,2.9,5.0,1,1.0,3,1,2017,2,201702,Tuesday
2017-01-11,358646.0,0.5,0.2,12,7.2,57,1,10.4,12,6.3,8.0,9,4.0,1,1,2017,2,201702,Wednesday
2017-01-12,358826.0,14.3,3.3,21,5.2,2,24,7.4,12,4.7,6.0,12,3.0,18,1,2017,2,201702,Thursday
2017-01-13,362337.0,9.6,2.8,2,3.1,2,1,5.6,22,4.9,7.0,20,2.0,18,1,2017,2,201702,Friday
2017-01-14,325994.0,5.1,1.4,12,1.8,1,24,4.8,1,3.3,5.0,1,2.0,8,1,2017,2,201702,Saturday
2017-01-15,308783.0,0.0,0.0,1,0.7,-18,5,4.8,15,1.6,2.0,1,1.0,12,1,2017,2,201702,Sunday
2017-01-16,358417.0,-0.1,-0.1,1,-1.6,-44,24,1.2,1,1.8,3.0,13,1.0,3,1,2017,3,201703,Monday
2017-01-17,364440.0,0.0,0.0,1,-3.4,-50,3,1.3,15,1.8,3.0,10,0.0,15,1,2017,3,201703,Tuesday
2017-01-18,369782.0,-0.1,-0.1,1,-3.8,-53,4,-1.9,14,1.3,2.0,1,1.0,4,1,2017,3,201703,Wednesday
2017-01-19,362426.0,0.0,0.0,1,-2.0,-56,8,3.1,14,1.3,2.0,15,0.0,3,1,2017,3,201703,Thursday
2017-01-20,359912.0,0.0,0.0,1,-0.3,-52,5,5.1,13,2.0,3.0,12,1.0,1,1,2017,3,201703,Friday
2017-01-21,322939.0,0.0,0.0,1,-0.2,-52,24,5.0,14,2.3,4.0,10,1.0,1,1,2017,3,201703,Saturday
2017-01-22,308856.0,0.0,0.0,1,-1.7,-74,7,3.7,14,1.1,2.0,15,0.0,17,1,2017,3,201703,Sunday
2017-01-23,363647.0,-0.1,-0.1,1,1.6,-3,5,3.1,12,2.0,3.0,12,0.0,4,1,2017,4,201704,Monday
2017-01-24,364183.0,0.3,0.3,3,0.8,0,19,2.1,14,2.0,3.0,15,1.0,5,1,2017,4,201704,Tuesday
2017-01-25,366637.0,0.0,0.0,1,-1.1,-43,23,0.6,11,2.4,4.0,12,0.0,7,1,2017,4,201704,Wednesday
2017-01-26,364663.0,0.0,0.0,1,-2.8,-53,4,0.6,15,3.1,4.0,10,2.0,19,1,2017,4,201704,Thursday
2017-01-27,358793.0,0.0,0.0,1,0.8,-70,3,5.1,14,3.5,5.0,9,1.0,2,1,2017,4,201704,Friday
2017-01-28,318127.0,-0.1,-0.1,1,5.4,20,5,8.1,15,3.6,5.0,3,2.0,17,1,2017,4,201704,Saturday
2017-01-29,304627.0,3.6,1.6,5,4.7,31,19,6.5,14,3.8,5.0,10,2.0,18,1,2017,4,201704,Sunday
2017-01-30,358298.0,6.5,2.1,5,4.9,28,19,7.2,9,3.7,5.0,1,2.0,20,1,2017,5,201705,Monday
2017-01-31,357690.0,0.0,0.0,1,3.7,26,24,6.1,13,2.3,4.0,21,1.0,7,1,2017,5,201705,Tuesday
2017-02-01,359317.0,1.2,0.4,20,3.4,5,3,5.4,23,4.8,6.0,16,3.0,3,2,2017,5,201705,Wednesday
2017-02-02,349862.0,1.0,0.7,24,8.6,52,4,12.5,14,4.4,6.0,14,3.0,2,2,2017,5,201705,Thursday
2017-02-03,346577.0,0.1,0.1,1,8.6,63,23,11.9,14,3.3,5.0,22,2.0,6,2,2017,5,201705,Friday
2017-02-04,315715.0,8.3,1.3,17,5.7,26,8,7.4,13,2.6,4.0,2,1.0,20,2,2017,5,201705,Saturday
2017-02-05,300753.0,-0.1,-0.1,1,4.4,-11,24,7.7,14,2.1,3.0,1,1.0,5,2,2017,5,201705,Sunday
2017-02-06,353231.0,0.0,0.0,1,4.3,-10,1,6.6,14,1.8,3.0,19,0.0,14,2,2017,6,201706,Monday
2017-02-07,360204.0,2.5,0.4,17,2.4,9,24,3.9,1,4.2,5.0,5,4.0,1,2,2017,6,201706,Tuesday
2017-02-08,362952.0,0.2,0.1,15,0.0,-11,24,0.9,1,3.8,4.0,1,3.0,8,2,2017,6,201706,Wednesday
2017-02-09,367100.0,-0.1,-0.1,1,-1.6,-30,24,-1.0,14,4.0,5.0,13,3.0,3,2,2017,6,201706,Thursday
2017-02-10,368436.0,0.2,0.1,20,-2.3,-45,5,-1.3,14,3.4,5.0,9,2.0,21,2,2017,6,201706,Friday
2017-02-11,330310.0,4.5,1.1,24,-0.4,-17,1,1.0,15,3.3,5.0,23,2.0,1,2,2017,6,201706,Saturday
2017-02-12,310581.0,0.3,0.2,1,0.7,-6,1,2.5,15,5.0,6.0,12,4.0,2,2,2017,6,201706,Sunday
2017-02-13,351964.0,0.0,0.0,1,2.2,-14,7,7.1,16,5.5,7.0,15,4.0,1,2,2017,7,201707,Monday
2017-02-14,351234.0,0.0,0.0,1,3.8,-5,7,9.4,15,3.8,7.0,1,2.0,19,2,2017,7,201707,Tuesday
2017-02-15,348277.0,-0.1,-0.1,1,7.4,3,6,13.5,16,2.8,4.0,13,2.0,1,2,2017,7,201707,Wednesday
2017-02-16,353839.0,0.5,0.5,23,6.8,55,7,9.9,16,3.6,4.0,1,2.0,21,2,2017,7,201707,Thursday
2017-02-17,350689.0,0.6,0.4,6,7.0,52,2,8.6,14,2.9,4.0,2,1.0,20,2,2017,7,201707,Friday
2017-02-18,312081.0,0.0,0.0,1,5.6,32,7,10.3,15,2.2,4.0,16,1.0,1,2,2017,7,201707,Saturday
2017-02-19,294817.0,0.6,0.3,10,6.2,32,4,9.2,15,3.4,5.0,8,2.0,18,2,2017,7,201707,Sunday
2017-02-20,346625.0,5.3,2.8,21,9.1,72,2,10.9,22,4.8,6.0,11,3.0,23,2,2017,8,201708,Monday
2017-02-21,341875.0,0.3,0.2,22,9.6,86,6,11.1,15,4.4,7.0,22,3.0,7,2,2017,8,201708,Tuesday
2017-02-22,352092.0,17.5,5.8,15,9.5,78,15,10.8,11,6.3,8.0,1,3.0,24,2,2017,8,201708,Wednesday
2017-02-23,351979.0,14.5,2.3,4,8.0,42,24,10.5,14,8.3,13.0,17,2.0,2,2,2017,8,201708,Thursday
2017-02-24,339228.0,0.6,0.5,2,4.5,-6,23,8.7,14,3.2,5.0,1,2.0,9,2,2017,8,201708,Friday
2017-02-25,311536.0,0.7,0.4,23,5.8,18,1,8.9,20,5.3,7.0,11,2.0,1,2,2017,8,201708,Saturday
2017-02-26,295869.0,2.1,1.1,5,8.7,67,7,10.6,22,5.3,6.0,2,5.0,1,2,2017,8,201708,Sunday
2017-02-27,339973.0,13.8,5.5,15,8.7,43,24,10.6,12,6.2,8.0,20,4.0,15,2,2017,9,201709,Monday
2017-02-28,345554.0,2.8,1.1,8,4.7,32,23,6.5,13,6.3,9.0,8,4.0,15,2,2017,9,201709,Tuesday
2017-03-01,340753.0,3.5,1.3,20,6.3,32,1,9.4,14,3.7,6.0,14,2.0,18,3,2017,9,201709,Wednesday
2017-03-02,344891.0,8.4,4.3,3,6.6,42,7,8.2,17,6.2,9.0,4,4.0,1,3,2017,9,201709,Thursday
