datetime,loadConsumption,DailyPrecipitation,MaxHourlyPrecipitation,HDMaxPrecipitation,DailyMeanTemperature,HourlyMinTemperature,HDMinTemperature,HourlyMaxTemperature,HDMaxTemperature,DailyMeanWindspeed,MaxHourlyMeanWindspeed,HDMaxMeanWindspeed,MinHourlyMeanWindspeed,HDMinMeanWindspeed,Month,Year,Week,WeekKey,day_of_week
2015-01-01,286667.0,-0.1,-0.1,1,3.0,10,5,4.7,24,5.4,8.0,24,4.0,1,1,2015,1,201501,Thursday
2015-01-02,319584.0,4.3,1.7,3,7.3,44,1,10.1,8,6.1,9.0,2,4.0,20,1,2015,1,201501,Friday
2015-01-03,312955.0,1.5,0.5,10,3.8,26,17,5.9,1,3.3,5.0,7,1.0,17,1,2015,1,201501,Saturday
2015-01-04,296676.0,-0.1,-0.1,1,3.9,-3,21,8.0,13,2.4,3.0,11,2.0,1,1,2015,1,201501,Sunday
2015-01-05,351510.0,0.0,0.0,1,2.4,9,11,3.8,24,3.0,5.0,11,1.0,22,1,2015,2,201502,Monday
2015-01-06,352985.0,1.8,0.6,19,2.8,6,9,5.8,24,3.2,4.0,6,2.0,1,1,2015,2,201502,Tuesday
2015-01-07,351477.0,1.2,1.1,24,4.5,24,6,7.2,13,4.2,6.0,20,2.0,1,1,2015,2,201502,Wednesday
2015-01-08,356413.0,17.6,4.0,12,6.5,36,1,8.2,13,5.3,7.0,2,3.0,16,1,2015,2,201502,Thursday
2015-01-09,351425.0,8.5,3.0,18,9.9,58,1,13.7,22,8.1,11.0,6,5.0,18,1,2015,2,201502,Friday
2015-01-10,314277.0,3.4,3.2,13,9.5,54,24,13.3,1,8.4,11.0,5,5.0,21,1,2015,2,201502,Saturday
2015-01-11,299627.0,1.4,0.8,18,6.4,49,3,8.2,23,6.4,8.0,12,5.0,1,1,2015,2,201502,Sunday
2015-01-12,349811.0,1.9,0.4,7,8.4,64,9,10.2,24,8.1,10.0,15,6.0,1,1,2015,3,201503,Monday
2015-01-13,354301.0,14.0,2.9,24,8.6,41,24,11.0,6,6.4,9.0,1,5.0,10,1,2015,3,201503,Tuesday
2015-01-14,356661.0,1.9,0.6,1,4.4,31,20,6.0,14,5.8,9.0,6,4.0,16,1,2015,3,201503,Wednesday
2015-01-15,355383.0,8.0,1.5,12,7.9,58,1,10.3,10,7.9,11.0,10,5.0,13,1,2015,3,201503,Thursday
2015-01-16,348090.0,1.7,1.1,19,5.5,27,24,8.3,14,4.6,9.0,1,2.0,20,1,2015,3,201503,Friday
2015-01-17,313838.0,0.0,0.0,1,3.0,-9,8,5.9,12,3.8,6.0,14,2.0,1,1,2015,3,201503,Saturday
2015-01-18,304473.0,4.7,0.8,14,2.2,10,24,3.3,12,2.9,4.0,1,1.0,20,1,2015,3,201503,Sunday
2015-01-19,352498.0,-0.1,-0.1,1,1.0,5,24,1.6,12,1.2,2.0,20,1.0,1,1,2015,4,201504,Monday
2015-01-20,355610.0,0.0,0.0,1,0.8,-22,24,3.7,14,1.8,3.0,14,1.0,1,1,2015,4,201504,Tuesday
2015-01-21,357425.0,0.0,0.0,1,-0.5,-19,24,1.5,15,3.0,4.0,11,2.0,1,1,2015,4,201504,Wednesday
2015-01-22,359869.0,0.0,0.0,1,-1.2,-29,24,0.4,19,3.3,5.0,5,2.0,17,1,2015,4,201504,Thursday
2015-01-23,358577.0,0.0,0.0,1,-2.8,-57,5,-1.3,16,2.4,6.0,24,1.0,3,1,2015,4,201504,Friday
2015-01-24,318055.0,8.6,3.5,5,2.2,-17,1,6.8,15,3.3,6.0,1,1.0,10,1,2015,4,201504,Saturday
2015-01-25,302321.0,0.3,0.2,11,3.7,-21,2,5.6,15,2.6,4.0,20,1.0,1,1,2015,4,201504,Sunday
2015-01-26,350402.0,3.1,1.0,12,5.9,41,24,8.3,13,3.5,4.0,1,3.0,3,1,2015,5,201505,Monday
2015-01-27,350059.0,0.1,0.1,23,5.1,30,22,7.7,12,2.8,4.0,12,2.0,2,1,2015,5,201505,Tuesday
2015-01-28,356504.0,8.2,3.0,16,5.3,30,16,7.2,15,6.2,10.0,15,3.0,1,1,2015,5,201505,Wednesday
2015-01-29,356114.0,15.0,3.2,20,2.4,2,22,4.5,15,4.5,7.0,10,1.0,22,1,2015,5,201505,Thursday
2015-01-30,352521.0,8.3,1.6,18,1.7,-3,5,4.4,14,3.0,5.0,1,2.0,4,1,2015,5,201505,Friday
2015-01-31,315438.0,0.2,0.1,10,1.0,-25,7,4.4,14,2.3,4.0,13,1.0,7,1,2015,5,201505,Saturday
2015-02-01,300015.0,2.1,1.0,24,2.6,-15,1,5.7,13,2.4,4.0,24,1.0,13,2,2015,5,201505,Sunday
2015-02-02,349765.0,5.5,2.8,2,2.0,6,2,5.5,15,2.7,4.0,1,2.0,3,2,2015,6,201506,Monday
2015-02-03,350094.0,0.1,0.1,1,1.7,-16,5,6.3,13,2.0,4.0,15,1.0,4,2,2015,6,201506,Tuesday
2015-02-04,353152.0,-0.1,-0.1,1,0.2,-40,24,5.3,14,2.1,4.0,16,1.0,4,2,2015,6,201506,Wednesday
2015-02-05,356236.0,0.9,0.9,5,-0.7,-38,1,2.0,14,3.1,5.0,13,1.0,1,2,2015,6,201506,Thursday
2015-02-06,349427.0,0.0,0.0,1,-0.2,-20,8,3.1,15,4.9,6.0,9,3.0,24,2,2015,6,201506,Friday
2015-02-07,316119.0,-0.1,-0.1,1,1.5,-51,7,5.5,15,2.4,4.0,21,1.0,3,2,2015,6,201506,Saturday
2015-02-08,296923.0,0.0,0.0,1,5.0,34,20,6.7,14,4.5,7.0,11,2.0,17,2,2015,6,201506,Sunday
2015-02-09,347634.0,0.3,0.2,19,5.7,44,4,7.2,13,3.0,4.0,10,2.0,4,2,2015,7,201507,Monday
2015-02-10,349868.0,0.2,0.1,4,5.7,46,6,7.2,14,2.3,3.0,1,2.0,4,2,2015,7,201507,Tuesday
2015-02-11,350272.0,0.0,0.0,1,4.2,31,24,5.4,1,2.5,4.0,9,1.0,20,2,2015,7,201507,Wednesday
2015-02-12,350329.0,0.0,0.0,1,2.6,-3,23,4.5,14,1.9,2.0,1,1.0,7,2,2015,7,201507,Thursday
2015-02-13,338318.0,0.0,0.0,1,4.6,-3,7,9.9,15,4.3,6.0,14,2.0,1,2,2015,7,201507,Friday
2015-02-14,302504.0,0.0,0.0,1,6.6,47,8,10.2,15,4.2,5.0,1,3.0,18,2,2015,7,201507,Saturday
2015-02-15,286030.0,0.0,0.0,1,2.6,-35,23,6.7,14,2.9,5.0,11,1.0,22,2,2015,7,201507,Sunday
2015-02-16,331862.0,0.0,0.0,1,0.9,-49,5,7.7,15,2.0,4.0,13,1.0,1,2,2015,8,201508,Monday
2015-02-17,337507.0,0.1,0.1,10,3.3,-30,24,9.0,14,2.2,4.0,13,1.0,5,2,2015,8,201508,Tuesday
2015-02-18,341358.0,0.0,0.0,1,1.8,-34,6,8.1,14,3.2,5.0,13,1.0,2,2,2015,8,201508,Wednesday
2015-02-19,342029.0,0.0,0.0,1,3.5,-3,5,7.4,14,5.2,7.0,15,3.0,2,2,2015,8,201508,Thursday
2015-02-20,346724.0,20.0,2.3,18,5.3,34,3,6.5,22,5.0,6.0,1,3.0,19,2,2015,8,201508,Friday
2015-02-21,308733.0,9.4,1.9,11,3.2,4,24,6.3,16,2.5,4.0,2,1.0,13,2,2015,8,201508,Saturday
2015-02-22,289287.0,2.2,1.1,23,3.2,-18,4,6.8,12,4.8,10.0,22,2.0,1,2,2015,8,201508,Sunday
2015-02-23,338105.0,2.8,1.3,1,5.9,27,1,9.8,14,6.5,9.0,1,4.0,10,2,2015,9,201509,Monday
2015-02-24,340414.0,7.3,4.3,9,5.4,35,23,8.9,14,5.4,8.0,4,2.0,22,2,2015,9,201509,Tuesday
2015-02-25,339124.0,2.8,1.2,15,4.8,16,7,8.7,12,3.2,6.0,12,1.0,18,2,2015,9,201509,Wednesday
2015-02-26,342599.0,7.0,1.5,19,6.3,37,7,8.3,14,4.5,6.0,10,3.0,1,2,2015,9,201509,Thursday
2015-02-27,333179.0,0.0,0.0,1,4.9,-3,23,8.2,12,3.2,4.0,1,2.0,8,2,2015,9,201509,Friday
2015-02-28,300374.0,-0.1,-0.1,1,5.1,-5,4,9.1,15,5.4,8.0,15,2.0,1,2,2015,9,201509,Saturday
2015-03-01,281103.0,5.1,2.1,23,8.3,60,3,10.7,13,6.7,9.0,13,4.0,18,3,2015,9,201509,Sunday
2015-03-02,330962.0,2.4,1.4,14,5.3,16,20,8.4,12,5.7,8.0,16,3.0,22,3,2015,10,201510,Monday
2015-03-03,337400.0,2.0,0.8,12,4.4,30,7,7.5,16,4.9,7.0,11,3.0,18,3,2015,10,201510,Tuesday
2015-03-04,336738.0,0.3,0.3,17,5.1,28,6,7.6,14,4.4,7.0,15,2.0,23,3,2015,10,201510,Wednesday
2015-03-05,331940.0,0.0,0.0,1,5.7,11,5,10.3,14,2.8,4.0,10,2.0,1,3,2015,10,201510,Thursday
2015-03-06,331949.0,0.0,0.0,1,6.6,46,24,9.0,14,3.2,4.0,10,2.0,3,3,2015,10,201510,Friday
2015-03-07,292066.0,0.0,0.0,1,8.4,40,4,13.9,15,4.6,7.0,13,3.0,1,3,2015,10,201510,Saturday
2015-03-08,271684.0,-0.1,-0.1,1,9.3,40,7,15.7,14,3.4,6.0,13,2.0,7,3,2015,10,201510,Sunday
2015-03-09,325263.0,-0.1,-0.1,1,8.8,67,7,11.3,14,2.8,4.0,14,0.0,9,3,2015,11,201511,Monday
2015-03-10,323867.0,0.2,0.2,1,7.6,-7,24,11.3,12,2.6,4.0,12,1.0,23,3,2015,11,201511,Tuesday
2015-03-11,326979.0,0.0,0.0,1,2.7,-20,3,9.5,16,1.8,4.0,15,0.0,5,3,2015,11,201511,Wednesday
2015-03-12,324064.0,0.0,0.0,1,5.4,-29,4,12.7,15,3.1,6.0,15,1.0,1,3,2015,11,201511,Thursday
2015-03-13,321682.0,0.0,0.0,1,4.6,7,6,9.2,13,4.0,6.0,13,2.0,1,3,2015,11,201511,Friday
2015-03-14,297289.0,0.2,0.2,18,3.4,7,6,5.3,24,3.8,5.0,8,2.0,6,3,2015,11,201511,Saturday
2015-03-15,281121.0,0.1,0.1,8,5.6,45,3,6.8,16,4.5,6.0,10,3.0,3,3,2015,11,201511,Sunday
2015-03-16,320493.0,0.0,0.0,1,6.3,6,24,12.8,15,2.6,4.0,1,1.0,19,3,2015,12,201512,Monday
2015-03-17,320932.0,0.0,0.0,1,7.6,-17,6,17.8,15,1.6,4.0,11,0.0,5,3,2015,12,201512,Tuesday
2015-03-18,326574.0,0.0,0.0,1,5.6,6,6,8.8,13,2.9,4.0,13,1.0,1,3,2015,12,201512,Wednesday
2015-03-19,325175.0,0.0,0.0,1,6.8,7,24,12.6,15,2.0,3.0,1,1.0,6,3,2015,12,201512,Thursday
2015-03-20,323792.0,0.0,0.0,1,4.9,6,1,9.3,15,2.3,3.0,4,1.0,20,3,2015,12,201512,Friday
2015-03-21,289171.0,2.2,1.2,12,6.4,39,1,9.3,15,4.8,7.0,13,3.0,1,3,2015,12,201512,Saturday
2015-03-22,269775.0,0.0,0.0,1,4.3,-15,24,8.6,15,3.5,6.0,2,1.0,21,3,2015,12,201512,Sunday
2015-03-23,318623.0,0.0,0.0,1,3.1,-29,4,9.3,14,2.1,5.0,14,1.0,1,3,2015,13,201513,Monday
2015-03-24,322271.0,0.3,0.2,24,5.7,-21,2,11.5,13,2.0,3.0,9,1.0,1,3,2015,13,201513,Tuesday
2015-03-25,330640.0,7.2,1.7,2,5.9,50,24,6.9,16,2.3,3.0,4,1.0,2,3,2015,13,201513,Wednesday
2015-03-26,329499.0,4.1,1.2,18,5.0,3,3,7.3,11,4.3,7.0,11,1.0,2,3,2015,13,201513,Thursday
2015-03-27,314585.0,1.7,1.3,7,5.7,-4,24,8.9,12,4.2,7.0,10,1.0,20,3,2015,13,201513,Friday
2015-03-28,288588.0,3.3,0.8,19,6.9,-6,1,11.7,17,4.9,8.0,18,2.0,1,3,2015,13,201513,Saturday
2015-03-29,276473.0,16.2,4.2,14,9.3,75,24,11.3,17,7.2,11.0,17,4.0,12,3,2015,13,201513,Sunday
2015-03-30,316064.0,5.4,2.4,23,7.2,53,23,9.1,15,6.3,8.0,11,4.0,18,3,2015,14,201514,Monday
2015-03-31,319145.0,9.0,4.1,2,9.0,58,1,11.1,4,9.4,12.0,10,6.0,1,3,2015,14,201514,Tuesday
2015-04-01,318591.0,4.0,1.3,11,6.5,34,3,9.1,15,6.7,9.0,14,5.0,9,4,2015,14,201514,Wednesday
2015-04-02,318245.0,4.7,1.5,4,6.3,41,6,8.6,13,5.1,7.0,9,3.0,21,4,2015,14,201514,Thursday
2015-04-03,310748.0,0.0,0.0,1,7.0,45,6,9.5,14,2.3,3.0,1,1.0,19,4,2015,14,201514,Friday
2015-04-04,282288.0,1.9,0.7,6,5.4,18,24,9.4,15,3.8,6.0,14,2.0,8,4,2015,14,201514,Saturday
2015-04-05,254902.0,0.0,0.0,1,5.3,-22,6,11.3,16,2.4,4.0,14,1.0,2,4,2015,14,201514,Sunday
2015-04-06,269621.0,-0.1,-0.1,1,6.9,16,24,11.7,17,1.2,2.0,8,0.0,22,4,2015,15,201515,Monday
2015-04-07,314070.0,0.0,0.0,1,7.1,6,3,13.2,15,2.3,4.0,11,0.0,3,4,2015,15,201515,Tuesday
2015-04-08,315532.0,0.0,0.0,1,8.6,39,1,14.2,16,1.5,3.0,22,1.0,1,4,2015,15,201515,Wednesday
2015-04-09,309795.0,0.0,0.0,1,10.4,19,5,18.1,15,1.4,3.0,15,1.0,1,4,2015,15,201515,Thursday
2015-04-10,304585.0,0.0,0.0,1,11.3,27,5,19.6,15,1.3,3.0,12,0.0,5,4,2015,15,201515,Friday
2015-04-11,276996.0,4.1,3.6,15,9.0,26,23,13.6,13,4.1,7.0,12,2.0,1,4,2015,15,201515,Saturday
2015-04-12,255065.0,0.1,0.1,24,10.0,21,2,15.5,16,5.2,8.0,16,2.0,1,4,2015,15,201515,Sunday
2015-04-13,302700.0,-0.1,-0.1,1,8.4,41,24,12.8,13,2.5,4.0,11,0.0,21,4,2015,16,201516,Monday
2015-04-14,303858.0,0.0,0.0,1,11.9,32,2,20.0,15,3.4,7.0,14,1.0,1,4,2015,16,201516,Tuesday
2015-04-15,303556.0,0.0,0.0,1,13.8,54,3,23.0,16,3.4,6.0,12,1.0,2,4,2015,16,201516,Wednesday
2015-04-16,306263.0,0.0,0.0,1,9.9,64,4,13.4,14,3.7,6.0,13,1.0,1,4,2015,16,201516,Thursday
2015-04-17,305521.0,0.0,0.0,1,8.5,52,24,12.9,14,4.0,6.0,10,2.0,3,4,2015,16,201516,Friday
2015-04-18,267333.0,0.0,0.0,1,9.0,41,5,14.4,14,3.9,6.0,11,2.0,3,4,2015,16,201516,Saturday
2015-04-19,256414.0,0.0,0.0,1,7.8,-6,4,15.2,16,1.6,4.0,18,0.0,2,4,2015,16,201516,Sunday
2015-04-20,302454.0,0.0,0.0,1,10.9,43,3,17.1,15,3.0,5.0,11,2.0,1,4,2015,17,201517,Monday
2015-04-21,305784.0,0.0,0.0,1,10.0,22,5,17.4,11,3.2,6.0,14,1.0,2,4,2015,17,201517,Tuesday
2015-04-22,313020.0,0.0,0.0,1,8.5,34,2,12.1,15,3.4,6.0,11,1.0,1,4,2015,17,201517,Wednesday
2015-04-23,309700.0,0.0,0.0,1,9.4,37,24,15.5,15,1.7,3.0,13,0.0,24,4,2015,17,201517,Thursday
2015-04-24,305986.0,0.0,0.0,1,12.4,15,4,20.4,15,3.0,6.0,13,0.0,1,4,2015,17,201517,Friday
2015-04-25,277472.0,3.7,0.7,13,12.1,86,23,15.0,17,3.4,5.0,17,2.0,20,4,2015,17,201517,Saturday
2015-04-26,262010.0,0.7,0.4,3,10.6,79,24,13.9,10,3.0,4.0,19,2.0,2,4,2015,17,201517,Sunday
2015-04-27,258016.0,0.0,0.0,1,8.0,-3,24,12.6,15,3.8,5.0,8,1.0,23,4,2015,18,201518,Monday
2015-04-28,306792.0,0.1,0.1,9,6.0,-22,4,11.8,12,3.4,7.0,12,0.0,2,4,2015,18,201518,Tuesday
2015-04-29,311685.0,1.6,0.8,22,8.9,14,2,14.7,14,3.9,7.0,12,2.0,1,4,2015,18,201518,Wednesday
2015-04-30,311248.0,0.0,0.0,1,9.8,58,24,14.2,14,4.1,7.0,12,2.0,1,4,2015,18,201518,Thursday
2015-05-01,307732.0,0.0,0.0,1,8.7,31,5,13.3,14,2.6,5.0,15,1.0,4,5,2015,18,201518,Friday
2015-05-02,273183.0,0.0,0.0,1,9.7,4,5,15.8,14,1.6,4.0,23,0.0,3,5,2015,18,201518,Saturday
2015-05-03,265138.0,1.6,0.5,17,13.0,69,4,17.0,18,4.8,6.0,12,3.0,3,5,2015,18,201518,Sunday
2015-05-04,299721.0,3.8,1.9,24,15.4,117,3,19.4,17,4.1,5.0,1,2.0,19,5,2015,19,201519,Monday
2015-05-05,285111.0,9.2,4.9,12,15.4,86,22,22.2,11,6.3,11.0,14,2.0,21,5,2015,19,201519,Tuesday
2015-05-06,306577.0,5.0,4.6,13,12.2,85,5,15.5,12,6.3,8.0,11,3.0,1,5,2015,19,201519,Wednesday
2015-05-07,305879.0,1.1,0.7,6,11.8,75,23,16.2,15,3.6,7.0,1,1.0,19,5,2015,19,201519,Thursday
2015-05-08,306451.0,0.1,0.1,22,14.2,78,4,19.4,15,1.8,3.0,22,1.0,1,5,2015,19,201519,Friday
2015-05-09,277718.0,3.9,1.4,1,13.3,91,24,16.1,14,5.8,8.0,9,2.0,24,5,2015,19,201519,Saturday
2015-05-10,254869.0,0.0,0.0,1,12.8,42,5,19.1,16,2.0,4.0,13,1.0,3,5,2015,19,201519,Sunday
2015-05-11,308914.0,0.0,0.0,1,17.6,91,1,25.6,14,3.3,6.0,13,1.0,20,5,2015,20,201520,Monday
2015-05-12,308087.0,0.0,0.0,1,14.6,112,24,17.5,13,3.6,7.0,16,1.0,3,5,2015,20,201520,Tuesday
2015-05-13,304029.0,0.0,0.0,1,12.7,76,24,18.1,12,3.0,5.0,16,1.0,5,5,2015,20,201520,Wednesday
2015-05-14,262917.0,0.0,0.0,1,11.2,59,5,16.7,15,3.0,5.0,21,1.0,6,5,2015,20,201520,Thursday
2015-05-15,282332.0,0.0,0.0,1,9.4,39,24,14.4,15,3.2,5.0,1,1.0,22,5,2015,20,201520,Friday
2015-05-16,274352.0,1.7,0.5,11,10.5,41,1,14.9,14,3.3,5.0,9,1.0,1,5,2015,20,201520,Saturday
2015-05-17,256199.0,0.0,0.0,1,11.9,68,22,16.2,14,2.9,5.0,11,1.0,20,5,2015,20,201520,Sunday
2015-05-18,311213.0,2.1,1.2,14,11.1,77,2,14.0,13,4.5,7.0,16,2.0,1,5,2015,21,201521,Monday
2015-05-19,310323.0,2.2,0.9,18,10.0,74,24,13.7,15,5.3,8.0,7,3.0,18,5,2015,21,201521,Tuesday
2015-05-20,307994.0,0.2,0.2,4,10.5,67,3,14.7,15,3.6,5.0,10,1.0,23,5,2015,21,201521,Wednesday
2015-05-21,307677.0,0.0,0.0,1,11.9,25,4,17.4,13,2.4,5.0,14,0.0,21,5,2015,21,201521,Thursday
2015-05-22,307584.0,0.0,0.0,1,14.9,86,1,19.9,14,2.7,4.0,9,1.0,1,5,2015,21,201521,Friday
2015-05-23,274296.0,2.0,2.0,9,12.4,60,24,15.7,14,3.1,5.0,11,1.0,1,5,2015,21,201521,Saturday
2015-05-24,247144.0,0.8,0.7,21,12.6,25,4,19.9,16,1.9,4.0,18,1.0,2,5,2015,21,201521,Sunday
2015-05-25,261999.0,0.5,0.5,1,12.4,97,24,15.3,11,2.8,5.0,18,1.0,1,5,2015,22,201522,Monday
2015-05-26,306868.0,0.0,0.0,1,11.8,75,22,15.8,14,3.0,6.0,14,1.0,3,5,2015,22,201522,Tuesday
2015-05-27,308961.0,0.0,0.0,1,13.5,54,4,18.9,16,2.7,5.0,14,1.0,1,5,2015,22,201522,Wednesday
2015-05-28,310491.0,0.7,0.4,10,12.9,57,24,16.5,14,3.9,6.0,4,1.0,21,5,2015,22,201522,Thursday
2015-05-29,311225.0,3.1,1.5,20,11.1,56,1,15.8,11,4.5,7.0,11,2.0,1,5,2015,22,201522,Friday
2015-05-30,270393.0,-0.1,-0.1,1,11.2,66,24,15.4,12,3.8,6.0,8,1.0,21,5,2015,22,201522,Saturday
2015-05-31,263927.0,8.3,3.5,18,12.6,79,2,16.5,11,4.3,7.0,11,2.0,1,5,2015,22,201522,Sunday
2015-06-01,304390.0,0.0,0.0,1,12.7,61,4,16.1,13,3.5,5.0,12,1.0,5,6,2015,23,201523,Monday
2015-06-02,316685.0,2.8,1.3,21,14.8,111,7,17.7,17,7.5,9.0,12,5.0,1,6,2015,23,201523,Tuesday
2015-06-03,309499.0,-0.1,-0.1,1,13.8,63,24,17.7,17,3.4,6.0,1,0.0,23,6,2015,23,201523,Wednesday
2015-06-04,309934.0,0.0,0.0,1,15.6,46,4,22.0,16,2.5,4.0,15,0.0,1,6,2015,23,201523,Thursday
2015-06-05,314605.0,8.0,6.0,18,21.4,95,4,31.8,16,3.0,4.0,6,1.0,3,6,2015,23,201523,Friday
2015-06-06,268535.0,-0.1,-0.1,1,15.6,85,24,18.9,16,3.7,5.0,11,2.0,21,6,2015,23,201523,Saturday
2015-06-07,253357.0,0.0,0.0,1,13.9,71,3,18.9,12,2.8,5.0,19,1.0,2,6,2015,23,201523,Sunday
2015-06-08,302824.0,0.0,0.0,1,12.5,79,4,17.2,14,4.0,7.0,18,0.0,4,6,2015,24,201524,Monday
2015-06-09,307890.0,0.0,0.0,1,11.6,75,3,15.0,14,4.2,6.0,10,2.0,4,6,2015,24,201524,Tuesday
2015-06-10,307455.0,0.0,0.0,1,15.4,89,3,20.8,15,4.4,6.0,23,3.0,3,6,2015,24,201524,Wednesday
2015-06-11,310594.0,0.0,0.0,1,17.9,93,4,24.0,15,4.2,5.0,2,3.0,20,6,2015,24,201524,Thursday
2015-06-12,312953.0,-0.1,-0.1,1,21.6,128,4,27.4,17,3.3,5.0,8,2.0,17,6,2015,24,201524,Friday
2015-06-13,277709.0,0.4,0.3,9,17.5,141,24,21.3,15,5.1,7.0,12,2.0,1,6,2015,24,201524,Saturday
2015-06-14,262433.0,0.0,0.0,1,15.3,123,24,19.5,14,2.5,5.0,24,0.0,7,6,2015,24,201524,Sunday
2015-06-15,302044.0,0.0,0.0,1,13.3,76,24,17.5,15,4.3,5.0,1,2.0,24,6,2015,25,201525,Monday
2015-06-16,305690.0,0.0,0.0,1,11.4,45,4,17.7,16,1.9,4.0,11,0.0,22,6,2015,25,201525,Tuesday
2015-06-17,309266.0,2.6,1.0,20,16.0,53,3,22.7,14,3.8,6.0,11,1.0,1,6,2015,25,201525,Wednesday
2015-06-18,310095.0,0.2,0.2,2,14.3,115,24,16.6,9,3.7,5.0,10,2.0,4,6,2015,25,201525,Thursday
2015-06-19,307045.0,4.0,1.2,8,12.7,103,24,15.3,12,2.8,4.0,10,1.0,24,6,2015,25,201525,Friday
2015-06-20,270549.0,-0.1,-0.1,1,13.0,97,4,16.3,15,1.6,3.0,15,1.0,1,6,2015,25,201525,Saturday
2015-06-21,258662.0,10.1,4.3,10,14.4,121,23,18.5,14,2.7,5.0,13,1.0,3,6,2015,25,201525,Sunday
2015-06-22,305977.0,4.2,2.6,11,12.7,76,24,15.3,16,2.9,5.0,10,1.0,4,6,2015,26,201526,Monday
2015-06-23,310514.0,0.5,0.2,8,12.6,94,2,15.1,14,3.3,6.0,12,2.0,1,6,2015,26,201526,Tuesday
2015-06-24,307550.0,0.0,0.0,1,15.8,117,24,21.5,17,2.9,5.0,13,1.0,21,6,2015,26,201526,Wednesday
2015-06-25,308195.0,0.0,0.0,1,18.2,114,4,24.0,16,2.0,3.0,7,1.0,1,6,2015,26,201526,Thursday
2015-06-26,310048.0,0.0,0.0,1,20.5,134,4,25.0,13,2.0,4.0,23,0.0,2,6,2015,26,201526,Friday
2015-06-27,272775.0,-0.1,-0.1,1,17.6,103,24,21.8,13,3.2,5.0,12,0.0,23,6,2015,26,201526,Saturday
2015-06-28,258961.0,-0.1,-0.1,1,17.3,88,4,23.2,15,2.3,4.0,8,1.0,1,6,2015,26,201526,Sunday
2015-06-29,310554.0,0.0,0.0,1,18.0,112,24,24.2,15,2.1,4.0,13,0.0,1,6,2015,27,201527,Monday
2015-06-30,317298.0,0.0,0.0,1,20.6,97,4,27.3,16,2.5,4.0,18,1.0,1,6,2015,27,201527,Tuesday
2015-07-01,327945.0,0.0,0.0,1,26.0,158,4,33.1,16,4.0,6.0,11,2.0,4,7,2015,27,201527,Wednesday
2015-07-02,338189.0,6.9,4.4,20,25.4,190,24,33.1,13,3.2,5.0,14,2.0,10,7,2015,27,201527,Thursday
2015-07-03,330435.0,0.0,0.0,1,24.1,169,4,29.1,14,2.4,5.0,22,0.0,6,7,2015,27,201527,Friday
2015-07-04,294017.0,0.0,0.0,1,25.6,179,24,32.7,13,3.4,4.0,1,1.0,24,7,2015,27,201527,Saturday
2015-07-05,274056.0,0.0,0.0,1,20.2,157,4,28.2,12,2.8,7.0,14,1.0,1,7,2015,27,201527,Sunday
2015-07-06,315477.0,0.0,0.0,1,18.7,139,23,23.8,17,3.4,6.0,12,0.0,22,7,2015,28,201528,Monday
2015-07-07,322963.0,-0.1,-0.1,1,19.8,125,2,25.8,10,4.3,7.0,17,1.0,1,7,2015,28,201528,Tuesday
2015-07-08,317953.0,11.3,2.1,10,15.9,127,24,19.6,14,4.4,6.0,7,3.0,18,7,2015,28,201528,Wednesday
2015-07-09,306590.0,1.8,1.1,6,13.5,72,24,17.6,12,3.5,6.0,15,1.0,22,7,2015,28,201528,Thursday
2015-07-10,306161.0,0.0,0.0,1,16.5,68,1,22.6,15,2.3,4.0,9,1.0,1,7,2015,28,201528,Friday
2015-07-11,275814.0,0.0,0.0,1,20.4,139,1,28.7,15,2.8,5.0,15,1.0,21,7,2015,28,201528,Saturday
2015-07-12,263733.0,1.4,0.7,6,17.7,156,3,20.4,16,4.6,7.0,16,3.0,1,7,2015,28,201528,Sunday
2015-07-13,314942.0,4.4,1.3,7,17.4,163,7,19.6,15,3.8,5.0,20,3.0,3,7,2015,29,201529,Monday
2015-07-14,317331.0,2.9,0.9,10,17.9,140,24,21.3,14,3.0,4.0,1,0.0,24,7,2015,29,201529,Tuesday
2015-07-15,318330.0,2.3,1.9,13,17.9,144,1,21.1,14,2.6,4.0,10,0.0,1,7,2015,29,201529,Wednesday
2015-07-16,312821.0,-0.1,-0.1,1,19.6,120,5,25.1,18,1.8,5.0,24,1.0,1,7,2015,29,201529,Thursday
2015-07-17,312817.0,4.1,4.1,22,21.7,175,24,25.6,15,5.2,8.0,10,3.0,19,7,2015,29,201529,Friday
2015-07-18,273069.0,0.0,0.0,1,18.2,145,23,22.1,15,3.0,5.0,13,1.0,21,7,2015,29,201529,Saturday
2015-07-19,261180.0,9.7,3.3,10,16.2,119,24,20.5,16,2.8,5.0,15,0.0,24,7,2015,29,201529,Sunday
2015-07-20,305236.0,0.5,0.5,15,17.8,96,4,21.4,19,2.6,4.0,11,1.0,1,7,2015,30,201530,Monday
2015-07-21,307083.0,-0.1,-0.1,1,21.0,175,24,25.4,17,4.3,6.0,4,2.0,23,7,2015,30,201530,Tuesday
2015-07-22,306693.0,0.0,0.0,1,19.5,163,4,23.1,14,3.5,5.0,16,2.0,22,7,2015,30,201530,Wednesday
2015-07-23,302712.0,0.0,0.0,1,17.8,136,24,21.7,16,2.3,3.0,1,1.0,21,7,2015,30,201530,Thursday
