Date,DailyPrecipitation,MaxHourlyPrecipitation,HDMaxPrecipitation,DailyMeanTemperature,HourlyMinTemperature,HDMinTemperature,HourlyMaxTemperature,HDMaxTemperature,DailyMeanWindspeed,MaxHourlyMeanWindspeed,HDMaxMeanWindspeed,MinHourlyMeanWindspeed,HDMinMeanWindspeed,Month,Year_x,Week,WeekKey,day_of_week,DailyLoadConsumption,Year_y,GeothermalHeat,AmbientAirHeat,TotalGeothermal&GroundEnergy,TotalBiomass,TotalRes(excl.Stat.Transfer),TotalRes(incl.Stat.Transfer),Totaal windenergie,TotalSolarEnergy,Total Including Non-Renewable,Hydropower,OnshoreWindEnergy,OffshoreWindEnergy,SolarPower,SolarThermalEnergy,Population,"Crude, NGL and feedstocks",Electricity,Heat,Natural gas,Oil products,Renewables and waste,Total,Commercial and public services (PJ),"Electricity, CHP and heat plants (PJ)",Exports (PJ),Imports (PJ),Industry (PJ),"Oil refineries, transformation (PJ)",Other final consumption (PJ),Production (PJ),Residential (PJ),Total energy supply (PJ),Total final consumption (PJ),Transport (PJ),NG_Household_LessThan_569m3_EuroPerM3,NG_Household_569to5687m3_EuroPerM3,NG_Household_MoreThan_5687m3_EuroPerM3,NG_NonHousehold_LessThan_28433m3_EuroPerM3,NG_NonHousehold_28433to284333m3_EuroPerM3,NG_NonHousehold_284333to2843332m3_EuroPerM3,NG_NonHousehold_2843332to28433324m3_EuroPerM3,NG_NonHousehold_MoreThan_28433324m3_EuroPerM3,Electricity_Household_LessThan_1MWh_EuroPerKWh,Electricity_Household_1to2.5MWh_EuroPerKWh,Electricity_Household_2.5to5MWh_EuroPerKWh,Electricity_Household_5to15MWh_EuroPerKWh,Electricity_Household_MoreThan_15MWh_EuroPerKWh,Electricity_NonHousehold_LessThan_20MWh_EuroPerKWh,Electricity_NonHousehold_20to500MWh_EuroPerKWh,Electricity_NonHousehold_500to2000MWh_EuroPerKWh,Electricity_NonHousehold_2000to20000MWh_EuroPerKWh,Electricity_NonHousehold_20000to70000MWh_EuroPerKWh,Electricity_NonHousehold_70000to150000MWh_EuroPerKWh,Electricity_NonHousehold_MoreThan_150000MWh_EuroPerKWh,AveragePrice_Electricity_Household,AveragePrice_Electricity_NonHousehold,AveragePrice_NaturalGas_Household,AveragePrice_NaturalGas_NonHousehold,GDP,NAO
2010-07-06,0.0,0.0,1,16.2,90,24,20.9,12,2.8,5.0,13,1.0,1,7,2010,27,201027,Tuesday,306260.0,2010,2183.0,536.0,2501.0,71605.0,92411.0,92411.0,16210.0,1196.0,2359420.0,364.0,13455.0,2755.0,201.0,994.0,"16,57",116.9680174,387.5113716,125.6070019,1032.772229,1008.90288,42.37544016,2732.806011,132.3576015,429.3684022,-46.10880135,56.09879922,140.7673712,0,25.2864005,0,82.77839929,9.990002063,387.5113716,6.321599078,1.054182320441989,0.701060773480663,0.6072541436464088,0.621,0.5877624309392265,0.36149171270718233,0.30170165745856353,0.2545082872928177,-0.13154696132596685,0.12475138121546961,0.17890055248618783,0.19695027624309394,0.19138674033149172,0.19864640883977902,0.13603867403314918,0.1152486187845304,0.106,0.08529834254143646,0.08604972375690607,0.07590055248618785,0.11208839779005515,0.11474033149171262,0.787499079189687,0.4252928176795579,161355.1,-0.42
2010-07-07,0.0,0.0,1,18.7,80,2,25.7,15,2.3,4.0,9,1.0,1,7,2010,27,201027,Wednesday,311007.0,2010,2183.0,536.0,2501.0,71605.0,92411.0,92411.0,16210.0,1196.0,2359420.0,364.0,13455.0,2755.0,201.0,994.0,"16,57",116.9680174,387.5113716,125.6070019,1032.772229,1008.90288,42.37544016,2732.806011,132.3576015,429.3684022,-46.10880135,56.09879922,140.7673712,0,25.2864005,0,82.77839929,9.990002063,387.5113716,6.321599078,1.054828729281768,0.7012762430939226,0.6073370165745856,0.621,0.5880110497237568,0.36132596685082874,0.30173480662983426,0.25467403314917125,-0.13148618784530386,0.12477900552486187,0.17891160220994473,0.19695580110497238,0.19112154696132597,0.19857458563535912,0.13581215469613261,0.11522099447513813,0.106,0.08526519337016575,0.08604419889502762,0.07591160220994475,0.11205635359116012,0.11468981846882391,0.7878139963167587,0.42534917127071814,161355.1,-0.42
2010-07-08,0.0,0.0,1,22.0,132,4,28.9,16,2.0,4.0,13,1.0,2,7,2010,27,201027,Thursday,320599.0,2010,2183.0,536.0,2501.0,71605.0,92411.0,92411.0,16210.0,1196.0,2359420.0,364.0,13455.0,2755.0,201.0,994.0,"16,57",116.9680174,387.5113716,125.6070019,1032.772229,1008.90288,42.37544016,2732.806011,132.3576015,429.3684022,-46.10880135,56.09879922,140.7673712,0,25.2864005,0,82.77839929,9.990002063,387.5113716,6.321599078,1.055475138121547,0.7014917127071822,0.6074198895027624,0.621,0.5882596685082873,0.36116022099447515,0.30176795580110494,0.25483977900552485,-0.1314254143646409,0.12480662983425414,0.17892265193370166,0.19696132596685084,0.1908563535911602,0.19850276243093923,0.13558563535911602,0.11519337016574586,0.106,0.08523204419889503,0.08603867403314916,0.07592265193370165,0.1120243093922651,0.1146393054459352,0.7881289134438305,0.4254055248618784,161355.1,-0.42
2010-07-09,0.0,0.0,1,24.8,146,4,34.4,15,2.3,4.0,12,1.0,2,7,2010,27,201027,Friday,322585.0,2010,2183.0,536.0,2501.0,71605.0,92411.0,92411.0,16210.0,1196.0,2359420.0,364.0,13455.0,2755.0,201.0,994.0,"16,57",116.9680174,387.5113716,125.6070019,1032.772229,1008.90288,42.37544016,2732.806011,132.3576015,429.3684022,-46.10880135,56.09879922,140.7673712,0,25.2864005,0,82.77839929,9.990002063,387.5113716,6.321599078,1.056121546961326,0.7017071823204419,0.6075027624309393,0.621,0.5885082872928177,0.36099447513812155,0.30180110497237567,0.25500552486187844,-0.1313646408839779,0.1248342541436464,0.17893370165745856,0.19696685082872928,0.19059116022099448,0.19843093922651933,0.13535911602209946,0.1151657458563536,0.106,0.08519889502762432,0.08603314917127071,0.07593370165745857,0.11199226519337006,0.11458879242304648,0.7884438305709024,0.42546187845303857,161355.1,-0.42
2010-07-10,29.6,19.5,21,24.8,165,4,32.7,15,2.2,7.0,21,1.0,1,7,2010,27,201027,Saturday,282925.0,2010,2183.0,536.0,2501.0,71605.0,92411.0,92411.0,16210.0,1196.0,2359420.0,364.0,13455.0,2755.0,201.0,994.0,"16,57",116.9680174,387.5113716,125.6070019,1032.772229,1008.90288,42.37544016,2732.806011,132.3576015,429.3684022,-46.10880135,56.09879922,140.7673712,0,25.2864005,0,82.77839929,9.990002063,387.5113716,6.321599078,1.056767955801105,0.7019226519337016,0.607585635359116,0.621,0.588756906077348,0.36082872928176796,0.3018342541436464,0.25517127071823203,-0.13130386740331493,0.12486187845303867,0.17894475138121546,0.19697237569060774,0.19032596685082873,0.19835911602209946,0.13513259668508287,0.11513812154696133,0.106,0.0851657458563536,0.08602762430939226,0.07594475138121547,0.11196022099447504,0.11453827940015776,0.7887587476979743,0.4255182320441988,161355.1,-0.42
2010-07-11,1.8,1.5,14,22.9,184,23,29.3,13,2.5,5.0,16,1.0,21,7,2010,27,201027,Sunday,262355.0,2010,2183.0,536.0,2501.0,71605.0,92411.0,92411.0,16210.0,1196.0,2359420.0,364.0,13455.0,2755.0,201.0,994.0,"16,57",116.9680174,387.5113716,125.6070019,1032.772229,1008.90288,42.37544016,2732.806011,132.3576015,429.3684022,-46.10880135,56.09879922,140.7673712,0,25.2864005,0,82.77839929,9.990002063,387.5113716,6.321599078,1.057414364640884,0.7021381215469613,0.6076685082872928,0.621,0.5890055248618784,0.36066298342541436,0.3018674033149171,0.25533701657458563,-0.13124309392265193,0.12488950276243094,0.17895580110497236,0.1969779005524862,0.190060773480663,0.19828729281767957,0.1349060773480663,0.11511049723756907,0.106,0.08513259668508288,0.08602209944751381,0.07595580110497237,0.11192817679558001,0.11448776637726905,0.789073664825046,0.425574585635359,161355.1,-0.42
2010-07-12,2.5,1.5,10,20.8,169,24,25.8,16,3.1,6.0,17,1.0,9,7,2010,28,201028,Monday,314675.0,2010,2183.0,536.0,2501.0,71605.0,92411.0,92411.0,16210.0,1196.0,2359420.0,364.0,13455.0,2755.0,201.0,994.0,"16,57",116.9680174,387.5113716,125.6070019,1032.772229,1008.90288,42.37544016,2732.806011,132.3576015,429.3684022,-46.10880135,56.09879922,140.7673712,0,25.2864005,0,82.77839929,9.990002063,387.5113716,6.321599078,1.058060773480663,0.702353591160221,0.6077513812154696,0.621,0.5892541436464088,0.36049723756906077,0.30190055248618786,0.2555027624309392,-0.13118232044198896,0.1249171270718232,0.17896685082872926,0.19698342541436464,0.18979558011049724,0.19821546961325967,0.13467955801104972,0.1150828729281768,0.106,0.08509944751381215,0.08601657458563536,0.07596685082872928,0.11189613259668499,0.11443725335438035,0.7893885819521178,0.42563093922651923,161355.1,-0.42
2010-07-13,0.0,0.0,1,20.7,144,4,26.5,15,2.1,3.0,1,1.0,4,7,2010,28,201028,Tuesday,314014.0,2010,2183.0,536.0,2501.0,71605.0,92411.0,92411.0,16210.0,1196.0,2359420.0,364.0,13455.0,2755.0,201.0,994.0,"16,57",116.9680174,387.5113716,125.6070019,1032.772229,1008.90288,42.37544016,2732.806011,132.3576015,429.3684022,-46.10880135,56.09879922,140.7673712,0,25.2864005,0,82.77839929,9.990002063,387.5113716,6.321599078,1.0587071823204421,0.7025690607734806,0.6078342541436464,0.621,0.5895027624309392,0.3603314917127072,0.30193370165745853,0.2556685082872928,-0.13112154696132597,0.12494475138121547,0.1789779005524862,0.1969889502762431,0.1895303867403315,0.1981436464088398,0.13445303867403316,0.11505524861878454,0.106,0.08506629834254144,0.0860110497237569,0.07597790055248618,0.11186408839778995,0.11438674033149163,0.7897034990791897,0.4256872928176795,161355.1,-0.42
2010-07-14,15.0,9.9,18,21.4,173,4,28.6,15,3.5,6.0,9,1.0,2,7,2010,28,201028,Wednesday,319733.0,2010,2183.0,536.0,2501.0,71605.0,92411.0,92411.0,16210.0,1196.0,2359420.0,364.0,13455.0,2755.0,201.0,994.0,"16,57",116.9680174,387.5113716,125.6070019,1032.772229,1008.90288,42.37544016,2732.806011,132.3576015,429.3684022,-46.10880135,56.09879922,140.7673712,0,25.2864005,0,82.77839929,9.990002063,387.5113716,6.321599078,1.059353591160221,0.7027845303867403,0.6079171270718232,0.621,0.5897513812154696,0.3601657458563536,0.30196685082872926,0.2558342541436464,-0.131060773480663,0.12497237569060773,0.1789889502762431,0.19699447513812154,0.18926519337016576,0.1980718232044199,0.13422651933701657,0.11502762430939227,0.106,0.08503314917127072,0.08600552486187844,0.0759889502762431,0.11183204419889493,0.1143362273086029,0.7900184162062616,0.42574364640883966,161355.1,-0.42
2010-07-15,-0.1,-0.1,1,18.8,163,4,22.5,17,5.2,8.0,9,2.0,19,7,2010,28,201028,Thursday,309097.0,2010,2183.0,536.0,2501.0,71605.0,92411.0,92411.0,16210.0,1196.0,2359420.0,364.0,13455.0,2755.0,201.0,994.0,"16,57",116.9680174,387.5113716,125.6070019,1032.772229,1008.90288,42.37544016,2732.806011,132.3576015,429.3684022,-46.10880135,56.09879922,140.7673712,0,25.2864005,0,82.77839929,9.990002063,387.5113716,6.321599078,1.06,0.703,0.608,0.621,0.59,0.36,0.302,0.256,-0.131,0.125,0.179,0.197,0.189,0.198,0.134,0.115,0.106,0.085,0.086,0.076,0.1117999999999999,0.1142857142857142,0.7903333333333333,0.4257999999999999,161355.1,-0.42
2010-07-16,2.1,1.9,17,19.1,150,23,24.1,14,3.9,7.0,9,1.0,21,7,2010,28,201028,Friday,303887.0,2010,2183.0,536.0,2501.0,71605.0,92411.0,92411.0,16210.0,1196.0,2359420.0,364.0,13455.0,2755.0,201.0,994.0,"16,57",116.9680174,387.5113716,125.6070019,1032.772229,1008.90288,42.37544016,2732.806011,132.3576015,429.3684022,-46.10880135,56.09879922,140.7673712,0,25.2864005,0,82.77839929,9.990002063,387.5113716,6.321599078,1.059429347826087,0.7028423913043478,0.6081032608695652,0.6209510869565217,0.5898913043478261,0.3603097826086956,0.3021141304347826,0.2561684782608696,-0.13095652173913044,0.1250163043478261,0.1790054347826087,0.1969945652173913,0.18929891304347826,0.19791304347826089,0.13417391304347828,0.1150108695652174,0.10598369565217391,0.08502173913043479,0.08600543478260869,0.076,0.11187173913043469,0.11430124223602475,0.790125,0.425886956521739,161355.1,-0.42
2010-07-17,1.2,0.6,9,17.1,118,24,21.1,14,3.7,6.0,11,2.0,1,7,2010,28,201028,Saturday,261895.0,2010,2183.0,536.0,2501.0,71605.0,92411.0,92411.0,16210.0,1196.0,2359420.0,364.0,13455.0,2755.0,201.0,994.0,"16,57",116.9680174,387.5113716,125.6070019,1032.772229,1008.90288,42.37544016,2732.806011,132.3576015,429.3684022,-46.10880135,56.09879922,140.7673712,0,25.2864005,0,82.77839929,9.990002063,387.5113716,6.321599078,1.058858695652174,0.7026847826086956,0.6082065217391304,0.6209021739130435,0.5897826086956521,0.3606195652173913,0.3022282608695652,0.25633695652173916,-0.13091304347826088,0.12503260869565216,0.1790108695652174,0.1969891304347826,0.18959782608695652,0.19782608695652174,0.13434782608695653,0.11502173913043479,0.10596739130434782,0.08504347826086957,0.08601086956521739,0.076,0.11194347826086946,0.11431677018633532,0.7899166666666667,0.42597391304347815,161355.1,-0.42
2010-07-18,0.0,0.0,1,17.6,102,4,23.3,16,2.2,4.0,9,1.0,1,7,2010,28,201028,Sunday,241695.0,2010,2183.0,536.0,2501.0,71605.0,92411.0,92411.0,16210.0,1196.0,2359420.0,364.0,13455.0,2755.0,201.0,994.0,"16,57",116.9680174,387.5113716,125.6070019,1032.772229,1008.90288,42.37544016,2732.806011,132.3576015,429.3684022,-46.10880135,56.09879922,140.7673712,0,25.2864005,0,82.77839929,9.990002063,387.5113716,6.321599078,1.0582880434782609,0.7025271739130434,0.6083097826086956,0.6208532608695652,0.5896739130434783,0.36092934782608693,0.3023423913043478,0.2565054347826087,-0.13086956521739132,0.12504891304347826,0.1790163043478261,0.1969836956521739,0.18989673913043478,0.1977391304347826,0.1345217391304348,0.11503260869565218,0.10595108695652174,0.08506521739130435,0.08601630434782608,0.076,0.11201521739130425,0.11433229813664587,0.7897083333333333,0.42606086956521727,161355.1,-0.42
2010-07-19,0.0,0.0,1,20.7,118,4,27.5,17,1.5,3.0,9,1.0,1,7,2010,29,201029,Monday,300388.0,2010,2183.0,536.0,2501.0,71605.0,92411.0,92411.0,16210.0,1196.0,2359420.0,364.0,13455.0,2755.0,201.0,994.0,"16,57",116.9680174,387.5113716,125.6070019,1032.772229,1008.90288,42.37544016,2732.806011,132.3576015,429.3684022,-46.10880135,56.09879922,140.7673712,0,25.2864005,0,82.77839929,9.990002063,387.5113716,6.321599078,1.0577173913043478,0.7023695652173912,0.6084130434782609,0.620804347826087,0.5895652173913043,0.3612391304347826,0.3024565217391304,0.25667391304347825,-0.13082608695652173,0.12506521739130436,0.1790217391304348,0.1969782608695652,0.19019565217391304,0.1976521739130435,0.13469565217391305,0.11504347826086957,0.10593478260869565,0.08508695652173914,0.08602173913043477,0.076,0.11208695652173903,0.11434782608695644,0.7895,0.42614782608695645,161355.1,-0.42
2010-07-20,0.0,0.0,1,23.2,137,4,29.3,16,2.9,5.0,15,1.0,1,7,2010,29,201029,Tuesday,311021.0,2010,2183.0,536.0,2501.0,71605.0,92411.0,92411.0,16210.0,1196.0,2359420.0,364.0,13455.0,2755.0,201.0,994.0,"16,57",116.9680174,387.5113716,125.6070019,1032.772229,1008.90288,42.37544016,2732.806011,132.3576015,429.3684022,-46.10880135,56.09879922,140.7673712,0,25.2864005,0,82.77839929,9.990002063,387.5113716,6.321599078,1.0571467391304348,0.7022119565217391,0.6085163043478261,0.6207554347826086,0.5894565217391304,0.36154891304347825,0.30257065217391305,0.25684239130434783,-0.13078260869565217,0.12508152173913042,0.17902717391304346,0.19697282608695654,0.1904945652173913,0.19756521739130437,0.13486956521739132,0.11505434782608696,0.10591847826086956,0.08510869565217392,0.08602717391304347,0.076,0.11215869565217382,0.114363354037267,0.7892916666666666,0.4262347826086956,161355.1,-0.42
2010-07-21,-0.1,-0.1,1,22.1,187,24,25.9,12,2.7,4.0,24,1.0,16,7,2010,29,201029,Wednesday,311469.0,2010,2183.0,536.0,2501.0,71605.0,92411.0,92411.0,16210.0,1196.0,2359420.0,364.0,13455.0,2755.0,201.0,994.0,"16,57",116.9680174,387.5113716,125.6070019,1032.772229,1008.90288,42.37544016,2732.806011,132.3576015,429.3684022,-46.10880135,56.09879922,140.7673712,0,25.2864005,0,82.77839929,9.990002063,387.5113716,6.321599078,1.0565760869565217,0.7020543478260869,0.6086195652173912,0.6207065217391304,0.5893478260869565,0.3618586956521739,0.30268478260869564,0.2570108695652174,-0.1307391304347826,0.12509782608695652,0.17903260869565216,0.19696739130434784,0.19079347826086956,0.19747826086956521,0.13504347826086957,0.11506521739130435,0.10590217391304348,0.0851304347826087,0.08603260869565217,0.076,0.11223043478260859,0.11437888198757755,0.7890833333333334,0.4263217391304347,161355.1,-0.42
2010-07-22,0.6,0.6,18,18.4,125,24,23.5,15,2.4,4.0,1,1.0,22,7,2010,29,201029,Thursday,302964.0,2010,2183.0,536.0,2501.0,71605.0,92411.0,92411.0,16210.0,1196.0,2359420.0,364.0,13455.0,2755.0,201.0,994.0,"16,57",116.9680174,387.5113716,125.6070019,1032.772229,1008.90288,42.37544016,2732.806011,132.3576015,429.3684022,-46.10880135,56.09879922,140.7673712,0,25.2864005,0,82.77839929,9.990002063,387.5113716,6.321599078,1.0560054347826087,0.7018967391304347,0.6087228260869565,0.6206576086956521,0.5892391304347826,0.36216847826086956,0.3027989130434783,0.257179347826087,-0.13069565217391305,0.12511413043478262,0.17903804347826086,0.19696195652173915,0.19109239130434783,0.1973913043478261,0.13521739130434784,0.11507608695652174,0.1058858695652174,0.08515217391304349,0.08603804347826086,0.076,0.11230217391304338,0.11439440993788812,0.788875,0.4264086956521738,161355.1,-0.42
2010-07-23,-0.1,-0.1,1,17.4,105,4,22.6,12,2.1,4.0,13,0.0,1,7,2010,29,201029,Friday,294698.0,2010,2183.0,536.0,2501.0,71605.0,92411.0,92411.0,16210.0,1196.0,2359420.0,364.0,13455.0,2755.0,201.0,994.0,"16,57",116.9680174,387.5113716,125.6070019,1032.772229,1008.90288,42.37544016,2732.806011,132.3576015,429.3684022,-46.10880135,56.09879922,140.7673712,0,25.2864005,0,82.77839929,9.990002063,387.5113716,6.321599078,1.0554347826086956,0.7017391304347825,0.6088260869565217,0.6206086956521739,0.5891304347826086,0.3624782608695652,0.30291304347826087,0.2573478260869565,-0.13065217391304348,0.12513043478260868,0.17904347826086955,0.19695652173913045,0.19139130434782609,0.19730434782608697,0.1353913043478261,0.11508695652173914,0.1058695652173913,0.08517391304347827,0.08604347826086955,0.076,0.11237391304347817,0.11440993788819867,0.7886666666666666,0.42649565217391294,161355.1,-0.42
2010-07-24,0.0,0.0,1,16.6,126,21,20.4,13,2.5,4.0,13,1.0,21,7,2010,29,201029,Saturday,254745.0,2010,2183.0,536.0,2501.0,71605.0,92411.0,92411.0,16210.0,1196.0,2359420.0,364.0,13455.0,2755.0,201.0,994.0,"16,57",116.9680174,387.5113716,125.6070019,1032.772229,1008.90288,42.37544016,2732.806011,132.3576015,429.3684022,-46.10880135,56.09879922,140.7673712,0,25.2864005,0,82.77839929,9.990002063,387.5113716,6.321599078,1.0548641304347826,0.7015815217391304,0.608929347826087,0.6205597826086956,0.5890217391304348,0.3627880434782609,0.30302717391304346,0.2575163043478261,-0.13060869565217392,0.12514673913043478,0.17904891304347825,0.19695108695652175,0.19169021739130435,0.19721739130434784,0.13556521739130437,0.11509782608695653,0.10585326086956522,0.08519565217391305,0.08604891304347825,0.076,0.11244565217391295,0.11442546583850924,0.7884583333333334,0.42658260869565207,161355.1,-0.42
2010-07-25,1.2,0.5,12,16.8,121,3,19.8,11,2.5,4.0,11,1.0,1,7,2010,29,201029,Sunday,238571.0,2010,2183.0,536.0,2501.0,71605.0,92411.0,92411.0,16210.0,1196.0,2359420.0,364.0,13455.0,2755.0,201.0,994.0,"16,57",116.9680174,387.5113716,125.6070019,1032.772229,1008.90288,42.37544016,2732.806011,132.3576015,429.3684022,-46.10880135,56.09879922,140.7673712,0,25.2864005,0,82.77839929,9.990002063,387.5113716,6.321599078,1.0542934782608697,0.7014239130434782,0.6090326086956521,0.6205108695652174,0.5889130434782608,0.3630978260869565,0.3031413043478261,0.25768478260869565,-0.13056521739130436,0.12516304347826088,0.17905434782608695,0.19694565217391305,0.1919891304347826,0.1971304347826087,0.1357391304347826,0.11510869565217392,0.10583695652173913,0.08521739130434783,0.08605434782608695,0.076,0.11251739130434774,0.11444099378881979,0.78825,0.4266695652173912,161355.1,-0.42
2010-07-26,6.1,2.4,6,16.8,125,24,20.6,14,2.9,6.0,15,1.0,2,7,2010,30,201030,Monday,286909.0,2010,2183.0,536.0,2501.0,71605.0,92411.0,92411.0,16210.0,1196.0,2359420.0,364.0,13455.0,2755.0,201.0,994.0,"16,57",116.9680174,387.5113716,125.6070019,1032.772229,1008.90288,42.37544016,2732.806011,132.3576015,429.3684022,-46.10880135,56.09879922,140.7673712,0,25.2864005,0,82.77839929,9.990002063,387.5113716,6.321599078,1.0537228260869567,0.701266304347826,0.6091358695652174,0.6204619565217391,0.5888043478260869,0.36340760869565214,0.3032554347826087,0.2578532608695652,-0.1305217391304348,0.12517934782608695,0.17905978260869565,0.19694021739130435,0.19228804347826087,0.19704347826086957,0.1359130434782609,0.1151195652173913,0.10582065217391304,0.08523913043478261,0.08605978260869565,0.076,0.11258913043478251,0.11445652173913035,0.7880416666666666,0.42675652173913037,161355.1,-0.42
2010-07-27,1.5,1.1,22,17.7,119,1,21.2,11,2.2,4.0,14,1.0,1,7,2010,30,201030,Tuesday,286719.0,2010,2183.0,536.0,2501.0,71605.0,92411.0,92411.0,16210.0,1196.0,2359420.0,364.0,13455.0,2755.0,201.0,994.0,"16,57",116.9680174,387.5113716,125.6070019,1032.772229,1008.90288,42.37544016,2732.806011,132.3576015,429.3684022,-46.10880135,56.09879922,140.7673712,0,25.2864005,0,82.77839929,9.990002063,387.5113716,6.321599078,1.0531521739130436,0.7011086956521739,0.6092391304347826,0.6204130434782609,0.5886956521739131,0.3637173913043478,0.3033695652173913,0.2580217391304348,-0.1304782608695652,0.12519565217391304,0.17906521739130435,0.19693478260869565,0.19258695652173913,0.19695652173913045,0.13608695652173913,0.1151304347826087,0.10580434782608696,0.08526086956521739,0.08606521739130434,0.076,0.1126608695652173,0.11447204968944091,0.7878333333333334,0.4268434782608695,161355.1,-0.42
2010-07-28,8.1,6.6,1,18.7,144,24,22.3,13,3.1,5.0,11,2.0,1,7,2010,30,201030,Wednesday,289333.0,2010,2183.0,536.0,2501.0,71605.0,92411.0,92411.0,16210.0,1196.0,2359420.0,364.0,13455.0,2755.0,201.0,994.0,"16,57",116.9680174,387.5113716,125.6070019,1032.772229,1008.90288,42.37544016,2732.806011,132.3576015,429.3684022,-46.10880135,56.09879922,140.7673712,0,25.2864005,0,82.77839929,9.990002063,387.5113716,6.321599078,1.0525815217391306,0.7009510869565218,0.6093423913043479,0.6203641304347826,0.5885869565217391,0.36402717391304346,0.3034836956521739,0.2581902173913044,-0.13043478260869565,0.12521195652173914,0.17907065217391305,0.19692934782608695,0.1928858695652174,0.19686956521739132,0.1362608695652174,0.11514130434782609,0.10578804347826086,0.08528260869565218,0.08607065217391303,0.076,0.11273260869565208,0.11448757763975147,0.787625,0.4269304347826086,161355.1,-0.42
2010-07-29,1.0,0.6,5,16.7,138,5,20.7,14,3.1,6.0,15,1.0,1,7,2010,30,201030,Thursday,286232.0,2010,2183.0,536.0,2501.0,71605.0,92411.0,92411.0,16210.0,1196.0,2359420.0,364.0,13455.0,2755.0,201.0,994.0,"16,57",116.9680174,387.5113716,125.6070019,1032.772229,1008.90288,42.37544016,2732.806011,132.3576015,429.3684022,-46.10880135,56.09879922,140.7673712,0,25.2864005,0,82.77839929,9.990002063,387.5113716,6.321599078,1.0520108695652175,0.7007934782608696,0.609445652173913,0.6203152173913044,0.5884782608695652,0.36433695652173914,0.3035978260869565,0.2583586956521739,-0.1303913043478261,0.1252282608695652,0.17907608695652172,0.19692391304347828,0.19318478260869565,0.19678260869565217,0.13643478260869565,0.11515217391304348,0.10577173913043478,0.08530434782608697,0.08607608695652173,0.076,0.11280434782608686,0.11450310559006203,0.7874166666666667,0.42701739130434774,161355.1,-0.42
2010-07-30,-0.1,-0.1,1,17.7,135,23,22.7,16,1.9,3.0,9,0.0,21,7,2010,30,201030,Friday,282922.0,2010,2183.0,536.0,2501.0,71605.0,92411.0,92411.0,16210.0,1196.0,2359420.0,364.0,13455.0,2755.0,201.0,994.0,"16,57",116.9680174,387.5113716,125.6070019,1032.772229,1008.90288,42.37544016,2732.806011,132.3576015,429.3684022,-46.10880135,56.09879922,140.7673712,0,25.2864005,0,82.77839929,9.990002063,387.5113716,6.321599078,1.0514402173913044,0.7006358695652174,0.6095489130434782,0.620266304347826,0.5883695652173913,0.36464673913043477,0.3037119565217391,0.2585271739130435,-0.13034782608695653,0.1252445652173913,0.17908152173913042,0.19691847826086958,0.1934836956521739,0.19669565217391305,0.13660869565217393,0.11516304347826087,0.1057554347826087,0.08532608695652175,0.08608152173913043,0.076,0.11287608695652164,0.11451863354037259,0.7872083333333333,0.42710434782608686,161355.1,-0.42
2010-07-31,1.0,0.6,16,18.5,141,1,21.5,15,3.0,5.0,10,1.0,1,7,2010,30,201030,Saturday,255127.0,2010,2183.0,536.0,2501.0,71605.0,92411.0,92411.0,16210.0,1196.0,2359420.0,364.0,13455.0,2755.0,201.0,994.0,"16,57",116.9680174,387.5113716,125.6070019,1032.772229,1008.90288,42.37544016,2732.806011,132.3576015,429.3684022,-46.10880135,56.09879922,140.7673712,0,25.2864005,0,82.77839929,9.990002063,387.5113716,6.321599078,1.0508695652173914,0.7004782608695652,0.6096521739130435,0.6202173913043478,0.5882608695652174,0.3649565217391304,0.30382608695652175,0.25869565217391305,-0.13030434782608696,0.1252608695652174,0.17908695652173912,0.19691304347826089,0.19378260869565217,0.19660869565217393,0.13678260869565217,0.11517391304347827,0.1057391304347826,0.08534782608695653,0.08608695652173913,0.076,0.11294782608695643,0.11453416149068314,0.787,0.427191304347826,161355.1,-0.42
2010-08-01,0.1,0.1,16,18.2,128,24,22.8,11,1.9,4.0,1,0.0,20,8,2010,30,201030,Sunday,239298.0,2010,2183.0,536.0,2501.0,71605.0,92411.0,92411.0,16210.0,1196.0,2359420.0,364.0,13455.0,2755.0,201.0,994.0,"16,57",116.9680174,387.5113716,125.6070019,1032.772229,1008.90288,42.37544016,2732.806011,132.3576015,429.3684022,-46.10880135,56.09879922,140.7673712,0,25.2864005,0,82.77839929,9.990002063,387.5113716,6.321599078,1.0502989130434783,0.700320652173913,0.6097554347826086,0.6201684782608695,0.5881521739130434,0.3652663043478261,0.30394021739130433,0.2588641304347826,-0.1302608695652174,0.12527717391304347,0.17909239130434781,0.1969076086956522,0.19408152173913043,0.1965217391304348,0.13695652173913045,0.11518478260869566,0.10572282608695652,0.08536956521739131,0.08609239130434782,0.076,0.11301956521739122,0.11454968944099371,0.7867916666666667,0.4272782608695651,161355.1,-1.22
