Date,DailyPrecipitation,MaxHourlyPrecipitation,HDMaxPrecipitation,DailyMeanTemperature,HourlyMinTemperature,HDMinTemperature,HourlyMaxTemperature,HDMaxTemperature,DailyMeanWindspeed,MaxHourlyMeanWindspeed,HDMaxMeanWindspeed,MinHourlyMeanWindspeed,HDMinMeanWindspeed,Month,Year_x,Week,WeekKey,day_of_week,DailyLoadConsumption,Year_y,GeothermalHeat,AmbientAirHeat,TotalGeothermal&GroundEnergy,TotalBiomass,TotalRes(excl.Stat.Transfer),TotalRes(incl.Stat.Transfer),Totaal windenergie,TotalSolarEnergy,Total Including Non-Renewable,Hydropower,OnshoreWindEnergy,OffshoreWindEnergy,SolarPower,SolarThermalEnergy,Population,"Crude, NGL and feedstocks",Electricity,Heat,Natural gas,Oil products,Renewables and waste,Total,Commercial and public services (PJ),"Electricity, CHP and heat plants (PJ)",Exports (PJ),Imports (PJ),Industry (PJ),"Oil refineries, transformation (PJ)",Other final consumption (PJ),Production (PJ),Residential (PJ),Total energy supply (PJ),Total final consumption (PJ),Transport (PJ),NG_Household_LessThan_569m3_EuroPerM3,NG_Household_569to5687m3_EuroPerM3,NG_Household_MoreThan_5687m3_EuroPerM3,NG_NonHousehold_LessThan_28433m3_EuroPerM3,NG_NonHousehold_28433to284333m3_EuroPerM3,NG_NonHousehold_284333to2843332m3_EuroPerM3,NG_NonHousehold_2843332to28433324m3_EuroPerM3,NG_NonHousehold_MoreThan_28433324m3_EuroPerM3,Electricity_Household_LessThan_1MWh_EuroPerKWh,Electricity_Household_1to2.5MWh_EuroPerKWh,Electricity_Household_2.5to5MWh_EuroPerKWh,Electricity_Household_5to15MWh_EuroPerKWh,Electricity_Household_MoreThan_15MWh_EuroPerKWh,Electricity_NonHousehold_LessThan_20MWh_EuroPerKWh,Electricity_NonHousehold_20to500MWh_EuroPerKWh,Electricity_NonHousehold_500to2000MWh_EuroPerKWh,Electricity_NonHousehold_2000to20000MWh_EuroPerKWh,Electricity_NonHousehold_20000to70000MWh_EuroPerKWh,Electricity_NonHousehold_70000to150000MWh_EuroPerKWh,Electricity_NonHousehold_MoreThan_150000MWh_EuroPerKWh,Total_Elec_Household,Total_Elec_NonHousehold,Total_NGs_Household,Total_NG_NonHousehold,GDP,NAO
2012-09-22,1.1,0.4,5,10.5,37,24,16.1,14,2.1,4.0,9,0.0,21,9,2012,38,201238,Saturday,255799.0,2012,2852.0,961.0,3347.0,78470.0,102676.0,102676.0,17780.0,1757.0,2203277.0,361.0,14963.0,2817.0,686.0,1070.0,"16,73",107.883997,375.1763345,112.5589988,922.1464346,969.0548227,46.41336174,2557.834447,130.0665092,371.6424031,-54.16510471,115.7606029,125.8536338,0,28.80140332,0,84.10798462,61.59549822,375.1763345,6.346799428,1.1596250000000001,0.805125,0.732,0.7424999999999999,0.6375,0.44137499999999996,0.3675,0.3285,-0.123125,0.13625,0.188125,0.202125,0.228875,0.192625,0.14825,0.115,0.105125,0.089,0.08625000000000001,0.0805,0.63225,0.8167499999999999,2.6967499999999998,2.5173750000000004,164136.5,-0.59
2012-09-23,10.9,4.5,19,8.8,22,5,13.6,12,4.0,7.0,19,0.0,2,9,2012,38,201238,Sunday,243509.0,2012,2852.0,961.0,3347.0,78470.0,102676.0,102676.0,17780.0,1757.0,2203277.0,361.0,14963.0,2817.0,686.0,1070.0,"16,73",107.883997,375.1763345,112.5589988,922.1464346,969.0548227,46.41336174,2557.834447,130.0665092,371.6424031,-54.16510471,115.7606029,125.8536338,0,28.80140332,0,84.10798462,61.59549822,375.1763345,6.346799428,1.1585326086956522,0.8048369565217391,0.7321304347826086,0.7424782608695653,0.6377391304347826,0.44181521739130436,0.36765217391304345,0.32860869565217393,-0.1230108695652174,0.13628260869565217,0.18814130434782608,0.2021413043478261,0.22916304347826086,0.19261956521739132,0.1485,0.115,0.10514130434782608,0.08904347826086956,0.08628260869565217,0.08056521739130434,0.6327173913043478,0.8171521739130434,2.6955,2.51829347826087,164136.5,-0.59
2012-09-24,9.6,3.9,2,14.2,97,2,21.6,13,6.8,12.0,15,4.0,5,9,2012,39,201239,Monday,302061.0,2012,2852.0,961.0,3347.0,78470.0,102676.0,102676.0,17780.0,1757.0,2203277.0,361.0,14963.0,2817.0,686.0,1070.0,"16,73",107.883997,375.1763345,112.5589988,922.1464346,969.0548227,46.41336174,2557.834447,130.0665092,371.6424031,-54.16510471,115.7606029,125.8536338,0,28.80140332,0,84.10798462,61.59549822,375.1763345,6.346799428,1.1574402173913043,0.8045489130434782,0.7322608695652174,0.7424565217391305,0.6379782608695652,0.4422554347826087,0.36780434782608695,0.32871739130434785,-0.12289673913043478,0.13631521739130437,0.18815760869565218,0.20215760869565216,0.22945108695652175,0.19261413043478262,0.14875,0.115,0.10515760869565217,0.08908695652173912,0.08631521739130435,0.08063043478260869,0.6331847826086957,0.8175543478260868,2.69425,2.5192119565217395,164136.5,-0.59
2012-09-25,2.5,1.4,1,13.5,112,6,16.8,14,5.0,7.0,10,3.0,24,9,2012,39,201239,Tuesday,298149.0,2012,2852.0,961.0,3347.0,78470.0,102676.0,102676.0,17780.0,1757.0,2203277.0,361.0,14963.0,2817.0,686.0,1070.0,"16,73",107.883997,375.1763345,112.5589988,922.1464346,969.0548227,46.41336174,2557.834447,130.0665092,371.6424031,-54.16510471,115.7606029,125.8536338,0,28.80140332,0,84.10798462,61.59549822,375.1763345,6.346799428,1.1563478260869566,0.8042608695652174,0.7323913043478261,0.7424347826086957,0.6382173913043478,0.44269565217391305,0.3679565217391304,0.32882608695652177,-0.12278260869565218,0.13634782608695653,0.18817391304347827,0.20217391304347826,0.2297391304347826,0.19260869565217392,0.149,0.115,0.10517391304347826,0.0891304347826087,0.08634782608695653,0.08069565217391304,0.6336521739130435,0.8179565217391304,2.693,2.520130434782609,164136.5,-0.59
2012-09-26,-0.1,-0.1,1,13.2,108,23,16.1,15,4.4,6.0,8,3.0,18,9,2012,39,201239,Wednesday,296204.0,2012,2852.0,961.0,3347.0,78470.0,102676.0,102676.0,17780.0,1757.0,2203277.0,361.0,14963.0,2817.0,686.0,1070.0,"16,73",107.883997,375.1763345,112.5589988,922.1464346,969.0548227,46.41336174,2557.834447,130.0665092,371.6424031,-54.16510471,115.7606029,125.8536338,0,28.80140332,0,84.10798462,61.59549822,375.1763345,6.346799428,1.1552554347826087,0.8039728260869565,0.7325217391304347,0.7424130434782609,0.6384565217391305,0.4431358695652174,0.3681086956521739,0.3289347826086957,-0.12266847826086957,0.1363804347826087,0.18819021739130434,0.20219021739130436,0.23002717391304348,0.19260326086956522,0.14925,0.115,0.10519021739130434,0.08917391304347826,0.08638043478260869,0.08076086956521739,0.6341195652173913,0.8183586956521738,2.69175,2.5210489130434786,164136.5,-0.59
2012-09-27,4.5,1.4,20,12.5,97,24,16.6,15,2.9,5.0,10,2.0,12,9,2012,39,201239,Thursday,299828.0,2012,2852.0,961.0,3347.0,78470.0,102676.0,102676.0,17780.0,1757.0,2203277.0,361.0,14963.0,2817.0,686.0,1070.0,"16,73",107.883997,375.1763345,112.5589988,922.1464346,969.0548227,46.41336174,2557.834447,130.0665092,371.6424031,-54.16510471,115.7606029,125.8536338,0,28.80140332,0,84.10798462,61.59549822,375.1763345,6.346799428,1.154163043478261,0.8036847826086957,0.7326521739130435,0.7423913043478261,0.6386956521739131,0.44357608695652173,0.36826086956521736,0.3290434782608696,-0.12255434782608696,0.1364130434782609,0.18820652173913044,0.20220652173913042,0.23031521739130434,0.19259782608695653,0.1495,0.115,0.10520652173913043,0.08921739130434782,0.08641304347826087,0.08082608695652174,0.6345869565217391,0.8187608695652173,2.6905,2.521967391304348,164136.5,-0.59
2012-09-28,0.4,0.2,24,13.2,98,1,17.1,14,4.2,6.0,11,3.0,1,9,2012,39,201239,Friday,295268.0,2012,2852.0,961.0,3347.0,78470.0,102676.0,102676.0,17780.0,1757.0,2203277.0,361.0,14963.0,2817.0,686.0,1070.0,"16,73",107.883997,375.1763345,112.5589988,922.1464346,969.0548227,46.41336174,2557.834447,130.0665092,371.6424031,-54.16510471,115.7606029,125.8536338,0,28.80140332,0,84.10798462,61.59549822,375.1763345,6.346799428,1.1530706521739131,0.8033967391304347,0.7327826086956521,0.7423695652173913,0.6389347826086956,0.4440163043478261,0.36841304347826087,0.32915217391304347,-0.12244021739130435,0.13644565217391305,0.18822282608695654,0.20222282608695652,0.23060326086956523,0.19259239130434783,0.14975,0.115,0.10522282608695652,0.0892608695652174,0.08644565217391305,0.08089130434782608,0.6350543478260869,0.8191630434782607,2.68925,2.5228858695652177,164136.5,-0.59
2012-09-29,0.9,0.5,3,12.8,101,21,15.8,12,3.7,6.0,13,2.0,21,9,2012,39,201239,Saturday,254903.0,2012,2852.0,961.0,3347.0,78470.0,102676.0,102676.0,17780.0,1757.0,2203277.0,361.0,14963.0,2817.0,686.0,1070.0,"16,73",107.883997,375.1763345,112.5589988,922.1464346,969.0548227,46.41336174,2557.834447,130.0665092,371.6424031,-54.16510471,115.7606029,125.8536338,0,28.80140332,0,84.10798462,61.59549822,375.1763345,6.346799428,1.1519782608695652,0.8031086956521739,0.7329130434782608,0.7423478260869565,0.6391739130434783,0.4444565217391304,0.3685652173913043,0.3292608695652174,-0.12232608695652174,0.13647826086956522,0.1882391304347826,0.20223913043478262,0.2308913043478261,0.19258695652173913,0.15,0.115,0.1052391304347826,0.08930434782608695,0.08647826086956521,0.08095652173913043,0.6355217391304347,0.8195652173913043,2.6879999999999997,2.523804347826087,164136.5,-0.59
2012-09-30,0.0,0.0,1,12.3,79,5,16.5,14,3.8,6.0,11,2.0,3,9,2012,39,201239,Sunday,239243.0,2012,2852.0,961.0,3347.0,78470.0,102676.0,102676.0,17780.0,1757.0,2203277.0,361.0,14963.0,2817.0,686.0,1070.0,"16,73",107.883997,375.1763345,112.5589988,922.1464346,969.0548227,46.41336174,2557.834447,130.0665092,371.6424031,-54.16510471,115.7606029,125.8536338,0,28.80140332,0,84.10798462,61.59549822,375.1763345,6.346799428,1.1508858695652175,0.8028206521739131,0.7330434782608696,0.7423260869565217,0.6394130434782609,0.44489673913043476,0.36871739130434783,0.3293695652173913,-0.12221195652173913,0.1365108695652174,0.1882554347826087,0.20225543478260868,0.23117934782608696,0.19258152173913043,0.15025,0.115,0.1052554347826087,0.08934782608695652,0.08651086956521739,0.08102173913043478,0.6359891304347827,0.8199673913043477,2.68675,2.5247228260869568,164136.5,-0.59
2012-10-01,0.3,0.2,24,14.2,100,2,18.7,14,4.5,6.0,11,3.0,1,10,2012,40,201240,Monday,295131.0,2012,2852.0,961.0,3347.0,78470.0,102676.0,102676.0,17780.0,1757.0,2203277.0,361.0,14963.0,2817.0,686.0,1070.0,"16,73",107.883997,375.1763345,112.5589988,922.1464346,969.0548227,46.41336174,2557.834447,130.0665092,371.6424031,-54.16510471,115.7606029,125.8536338,0,28.80140332,0,84.10798462,61.59549822,375.1763345,6.346799428,1.1497934782608696,0.8025326086956521,0.7331739130434782,0.7423043478260869,0.6396521739130435,0.4453369565217391,0.3688695652173913,0.3294782608695652,-0.12209782608695652,0.13654347826086957,0.1882717391304348,0.20227173913043478,0.23146739130434782,0.19257608695652173,0.1505,0.115,0.10527173913043478,0.08939130434782608,0.08654347826086957,0.08108695652173913,0.6364565217391305,0.8203695652173912,2.6854999999999998,2.5256413043478263,165169.8,-2.06
2012-10-02,-0.1,-0.1,1,14.5,128,7,17.8,15,4.0,5.0,1,3.0,4,10,2012,40,201240,Tuesday,300273.0,2012,2852.0,961.0,3347.0,78470.0,102676.0,102676.0,17780.0,1757.0,2203277.0,361.0,14963.0,2817.0,686.0,1070.0,"16,73",107.883997,375.1763345,112.5589988,922.1464346,969.0548227,46.41336174,2557.834447,130.0665092,371.6424031,-54.16510471,115.7606029,125.8536338,0,28.80140332,0,84.10798462,61.59549822,375.1763345,6.346799428,1.1487010869565217,0.8022445652173913,0.7333043478260869,0.7422826086956522,0.6398913043478262,0.44577717391304345,0.3690217391304348,0.32958695652173914,-0.12198369565217392,0.13657608695652174,0.18828804347826086,0.20228804347826088,0.23175543478260868,0.19257065217391306,0.15075,0.115,0.10528804347826086,0.08943478260869565,0.08657608695652175,0.08115217391304347,0.6369239130434783,0.8207717391304347,2.68425,2.526559782608696,165169.8,-2.06
2012-10-03,5.5,1.5,10,12.8,104,24,15.0,13,5.0,6.0,4,4.0,11,10,2012,40,201240,Wednesday,304594.0,2012,2852.0,961.0,3347.0,78470.0,102676.0,102676.0,17780.0,1757.0,2203277.0,361.0,14963.0,2817.0,686.0,1070.0,"16,73",107.883997,375.1763345,112.5589988,922.1464346,969.0548227,46.41336174,2557.834447,130.0665092,371.6424031,-54.16510471,115.7606029,125.8536338,0,28.80140332,0,84.10798462,61.59549822,375.1763345,6.346799428,1.147608695652174,0.8019565217391305,0.7334347826086957,0.7422608695652174,0.6401304347826087,0.4462173913043478,0.36917391304347824,0.32969565217391306,-0.12186956521739131,0.13660869565217393,0.18830434782608696,0.20230434782608694,0.23204347826086957,0.19256521739130436,0.151,0.115,0.10530434782608696,0.08947826086956522,0.08660869565217391,0.08121739130434782,0.6373913043478261,0.8211739130434782,2.683,2.5274782608695654,165169.8,-2.06
2012-10-04,9.0,3.0,6,11.6,100,8,15.1,14,4.0,7.0,13,3.0,5,10,2012,40,201240,Thursday,305764.0,2012,2852.0,961.0,3347.0,78470.0,102676.0,102676.0,17780.0,1757.0,2203277.0,361.0,14963.0,2817.0,686.0,1070.0,"16,73",107.883997,375.1763345,112.5589988,922.1464346,969.0548227,46.41336174,2557.834447,130.0665092,371.6424031,-54.16510471,115.7606029,125.8536338,0,28.80140332,0,84.10798462,61.59549822,375.1763345,6.346799428,1.1465163043478261,0.8016684782608695,0.7335652173913043,0.7422391304347826,0.6403695652173913,0.4466576086956522,0.36932608695652175,0.329804347826087,-0.1217554347826087,0.1366413043478261,0.18832065217391306,0.20232065217391304,0.23233152173913044,0.19255978260869566,0.15125,0.115,0.10532065217391304,0.08952173913043478,0.08664130434782609,0.08128260869565217,0.6378586956521739,0.8215760869565216,2.68175,2.528396739130435,165169.8,-2.06
2012-10-05,12.9,3.3,6,12.8,98,24,16.4,14,4.5,10.0,10,1.0,23,10,2012,40,201240,Friday,302906.0,2012,2852.0,961.0,3347.0,78470.0,102676.0,102676.0,17780.0,1757.0,2203277.0,361.0,14963.0,2817.0,686.0,1070.0,"16,73",107.883997,375.1763345,112.5589988,922.1464346,969.0548227,46.41336174,2557.834447,130.0665092,371.6424031,-54.16510471,115.7606029,125.8536338,0,28.80140332,0,84.10798462,61.59549822,375.1763345,6.346799428,1.1454239130434782,0.8013804347826087,0.7336956521739131,0.7422173913043478,0.6406086956521739,0.44709782608695653,0.3694782608695652,0.3299130434782609,-0.12164130434782609,0.13667391304347828,0.18833695652173912,0.20233695652173914,0.2326195652173913,0.19255434782608696,0.1515,0.115,0.10533695652173913,0.08956521739130434,0.08667391304347827,0.08134782608695652,0.6383260869565217,0.8219782608695652,2.6805,2.5293152173913045,165169.8,-2.06
2012-10-06,18.3,4.7,6,9.6,33,24,15.3,15,1.8,3.0,6,0.0,21,10,2012,40,201240,Saturday,264599.0,2012,2852.0,961.0,3347.0,78470.0,102676.0,102676.0,17780.0,1757.0,2203277.0,361.0,14963.0,2817.0,686.0,1070.0,"16,73",107.883997,375.1763345,112.5589988,922.1464346,969.0548227,46.41336174,2557.834447,130.0665092,371.6424031,-54.16510471,115.7606029,125.8536338,0,28.80140332,0,84.10798462,61.59549822,375.1763345,6.346799428,1.1443315217391306,0.8010923913043478,0.7338260869565217,0.742195652173913,0.6408478260869566,0.44753804347826087,0.3696304347826087,0.3300217391304348,-0.12152717391304348,0.13670652173913045,0.18835326086956522,0.2023532608695652,0.2329076086956522,0.19254891304347826,0.15175,0.115,0.10535326086956522,0.08960869565217391,0.08670652173913043,0.08141304347826087,0.6387934782608696,0.8223804347826086,2.67925,2.530233695652174,165169.8,-2.06
2012-10-07,0.0,0.0,1,7.8,26,24,15.3,13,1.6,4.0,12,0.0,2,10,2012,40,201240,Sunday,244519.0,2012,2852.0,961.0,3347.0,78470.0,102676.0,102676.0,17780.0,1757.0,2203277.0,361.0,14963.0,2817.0,686.0,1070.0,"16,73",107.883997,375.1763345,112.5589988,922.1464346,969.0548227,46.41336174,2557.834447,130.0665092,371.6424031,-54.16510471,115.7606029,125.8536338,0,28.80140332,0,84.10798462,61.59549822,375.1763345,6.346799428,1.1432391304347826,0.8008043478260869,0.7339565217391304,0.7421739130434782,0.6410869565217392,0.4479782608695652,0.36978260869565216,0.33013043478260873,-0.12141304347826087,0.1367391304347826,0.18836956521739132,0.2023695652173913,0.23319565217391305,0.19254347826086957,0.152,0.115,0.1053695652173913,0.08965217391304348,0.08673913043478261,0.08147826086956521,0.6392608695652174,0.8227826086956521,2.678,2.5311521739130436,165169.8,-2.06
2012-10-08,-0.1,-0.1,1,7.8,15,6,13.8,12,1.8,4.0,13,1.0,1,10,2012,41,201241,Monday,300545.0,2012,2852.0,961.0,3347.0,78470.0,102676.0,102676.0,17780.0,1757.0,2203277.0,361.0,14963.0,2817.0,686.0,1070.0,"16,73",107.883997,375.1763345,112.5589988,922.1464346,969.0548227,46.41336174,2557.834447,130.0665092,371.6424031,-54.16510471,115.7606029,125.8536338,0,28.80140332,0,84.10798462,61.59549822,375.1763345,6.346799428,1.1421467391304347,0.8005163043478261,0.7340869565217392,0.7421521739130434,0.6413260869565217,0.44841847826086956,0.36993478260869567,0.33023913043478265,-0.12129891304347826,0.1367717391304348,0.18838586956521738,0.2023858695652174,0.23348369565217392,0.19253804347826087,0.15225,0.115,0.1053858695652174,0.08969565217391304,0.08677173913043479,0.08154347826086956,0.6397282608695652,0.8231847826086955,2.6767499999999997,2.532070652173913,165169.8,-2.06
2012-10-09,0.0,0.0,1,7.5,20,5,14.2,14,1.5,4.0,12,0.0,18,10,2012,41,201241,Tuesday,303172.0,2012,2852.0,961.0,3347.0,78470.0,102676.0,102676.0,17780.0,1757.0,2203277.0,361.0,14963.0,2817.0,686.0,1070.0,"16,73",107.883997,375.1763345,112.5589988,922.1464346,969.0548227,46.41336174,2557.834447,130.0665092,371.6424031,-54.16510471,115.7606029,125.8536338,0,28.80140332,0,84.10798462,61.59549822,375.1763345,6.346799428,1.141054347826087,0.8002282608695652,0.7342173913043478,0.7421304347826087,0.6415652173913043,0.4488586956521739,0.3700869565217391,0.33034782608695656,-0.12118478260869565,0.13680434782608697,0.18840217391304348,0.20240217391304346,0.23377173913043478,0.19253260869565217,0.1525,0.115,0.10540217391304348,0.0897391304347826,0.08680434782608695,0.08160869565217391,0.640195652173913,0.8235869565217391,2.6755,2.5329891304347827,165169.8,-2.06
2012-10-10,0.0,0.0,1,8.1,20,24,14.5,14,1.1,2.0,12,0.0,1,10,2012,41,201241,Wednesday,305469.0,2012,2852.0,961.0,3347.0,78470.0,102676.0,102676.0,17780.0,1757.0,2203277.0,361.0,14963.0,2817.0,686.0,1070.0,"16,73",107.883997,375.1763345,112.5589988,922.1464346,969.0548227,46.41336174,2557.834447,130.0665092,371.6424031,-54.16510471,115.7606029,125.8536338,0,28.80140332,0,84.10798462,61.59549822,375.1763345,6.346799428,1.1399619565217392,0.7999402173913044,0.7343478260869565,0.7421086956521739,0.641804347826087,0.44929891304347824,0.3702391304347826,0.3304565217391304,-0.12107065217391305,0.13683695652173913,0.18841847826086958,0.20241847826086956,0.23405978260869564,0.19252717391304347,0.15275,0.115,0.10541847826086956,0.08978260869565217,0.08683695652173913,0.08167391304347826,0.6406630434782609,0.8239891304347825,2.67425,2.5339076086956522,165169.8,-2.06
2012-10-11,2.3,2.3,24,8.9,17,2,14.3,15,3.6,6.0,14,2.0,1,10,2012,41,201241,Thursday,304051.0,2012,2852.0,961.0,3347.0,78470.0,102676.0,102676.0,17780.0,1757.0,2203277.0,361.0,14963.0,2817.0,686.0,1070.0,"16,73",107.883997,375.1763345,112.5589988,922.1464346,969.0548227,46.41336174,2557.834447,130.0665092,371.6424031,-54.16510471,115.7606029,125.8536338,0,28.80140332,0,84.10798462,61.59549822,375.1763345,6.346799428,1.1388695652173915,0.7996521739130434,0.7344782608695652,0.7420869565217392,0.6420434782608696,0.4497391304347826,0.3703913043478261,0.33056521739130434,-0.12095652173913043,0.13686956521739133,0.18843478260869564,0.20243478260869566,0.23434782608695653,0.1925217391304348,0.153,0.115,0.10543478260869565,0.08982608695652174,0.08686956521739131,0.0817391304347826,0.6411304347826087,0.824391304347826,2.673,2.534826086956522,165169.8,-2.06
2012-10-12,16.4,4.5,4,11.2,82,24,14.4,11,4.6,7.0,12,3.0,5,10,2012,41,201241,Friday,305809.0,2012,2852.0,961.0,3347.0,78470.0,102676.0,102676.0,17780.0,1757.0,2203277.0,361.0,14963.0,2817.0,686.0,1070.0,"16,73",107.883997,375.1763345,112.5589988,922.1464346,969.0548227,46.41336174,2557.834447,130.0665092,371.6424031,-54.16510471,115.7606029,125.8536338,0,28.80140332,0,84.10798462,61.59549822,375.1763345,6.346799428,1.1377771739130436,0.7993641304347826,0.7346086956521739,0.7420652173913044,0.6422826086956522,0.45017934782608693,0.3705434782608696,0.33067391304347826,-0.12084239130434783,0.1369021739130435,0.18845108695652174,0.20245108695652173,0.2346358695652174,0.1925163043478261,0.15325,0.115,0.10545108695652174,0.0898695652173913,0.08690217391304347,0.08180434782608695,0.6415978260869566,0.8247934782608695,2.67175,2.5357445652173913,165169.8,-2.06
2012-10-13,4.4,1.5,11,8.9,75,1,11.3,14,3.7,5.0,10,3.0,1,10,2012,41,201241,Saturday,268433.0,2012,2852.0,961.0,3347.0,78470.0,102676.0,102676.0,17780.0,1757.0,2203277.0,361.0,14963.0,2817.0,686.0,1070.0,"16,73",107.883997,375.1763345,112.5589988,922.1464346,969.0548227,46.41336174,2557.834447,130.0665092,371.6424031,-54.16510471,115.7606029,125.8536338,0,28.80140332,0,84.10798462,61.59549822,375.1763345,6.346799428,1.1366847826086957,0.7990760869565218,0.7347391304347826,0.7420434782608696,0.6425217391304348,0.45061956521739127,0.37069565217391304,0.3307826086956522,-0.12072826086956522,0.13693478260869565,0.18846739130434784,0.20246739130434782,0.23492391304347826,0.1925108695652174,0.1535,0.115,0.10546739130434782,0.08991304347826086,0.08693478260869565,0.0818695652173913,0.6420652173913044,0.825195652173913,2.6705,2.536663043478261,165169.8,-2.06
2012-10-14,1.5,0.7,8,8.6,63,6,11.8,14,4.1,6.0,11,3.0,15,10,2012,41,201241,Sunday,249961.0,2012,2852.0,961.0,3347.0,78470.0,102676.0,102676.0,17780.0,1757.0,2203277.0,361.0,14963.0,2817.0,686.0,1070.0,"16,73",107.883997,375.1763345,112.5589988,922.1464346,969.0548227,46.41336174,2557.834447,130.0665092,371.6424031,-54.16510471,115.7606029,125.8536338,0,28.80140332,0,84.10798462,61.59549822,375.1763345,6.346799428,1.135592391304348,0.7987880434782608,0.7348695652173913,0.7420217391304348,0.6427608695652174,0.4510597826086956,0.37084782608695654,0.3308913043478261,-0.12061413043478261,0.13696739130434785,0.1884836956521739,0.20248369565217392,0.23521195652173912,0.1925054347826087,0.15375,0.115,0.10548369565217391,0.08995652173913044,0.08696739130434783,0.08193478260869565,0.6425326086956522,0.8255978260869564,2.66925,2.5375815217391304,165169.8,-2.06
2012-10-15,0.3,0.2,2,10.4,74,7,13.5,14,3.7,6.0,14,2.0,1,10,2012,42,201242,Monday,300048.0,2012,2852.0,961.0,3347.0,78470.0,102676.0,102676.0,17780.0,1757.0,2203277.0,361.0,14963.0,2817.0,686.0,1070.0,"16,73",107.883997,375.1763345,112.5589988,922.1464346,969.0548227,46.41336174,2557.834447,130.0665092,371.6424031,-54.16510471,115.7606029,125.8536338,0,28.80140332,0,84.10798462,61.59549822,375.1763345,6.346799428,1.1345,0.7985,0.735,0.742,0.643,0.4515,0.371,0.331,-0.1205,0.137,0.1885,0.2025,0.2355,0.1925,0.154,0.115,0.1055,0.09,0.08700000000000001,0.08199999999999999,0.643,0.8259999999999998,2.668,2.5385,165169.8,-2.06
2012-10-16,1.4,0.9,8,11.0,88,23,15.0,14,5.6,8.0,15,3.0,22,10,2012,42,201242,Tuesday,305321.0,2012,2852.0,961.0,3347.0,78470.0,102676.0,102676.0,17780.0,1757.0,2203277.0,361.0,14963.0,2817.0,686.0,1070.0,"16,73",107.883997,375.1763345,112.5589988,922.1464346,969.0548227,46.41336174,2557.834447,130.0665092,371.6424031,-54.16510471,115.7606029,125.8536338,0,28.80140332,0,84.10798462,61.59549822,375.1763345,6.346799428,1.1334076086956522,0.7982119565217392,0.7351304347826086,0.7419782608695652,0.6432391304347826,0.45194021739130436,0.37115217391304345,0.33110869565217393,-0.1203858695652174,0.13703260869565217,0.1885163043478261,0.20251630434782608,0.23578804347826088,0.1924945652173913,0.15425,0.115,0.10551630434782608,0.09004347826086956,0.08703260869565217,0.08206521739130435,0.6434673913043478,0.8264021739130434,2.66675,2.53941847826087,165169.8,-2.06
2012-10-17,1.9,0.8,8,11.7,70,2,15.7,14,4.2,6.0,9,3.0,1,10,2012,42,201242,Wednesday,307141.0,2012,2852.0,961.0,3347.0,78470.0,102676.0,102676.0,17780.0,1757.0,2203277.0,361.0,14963.0,2817.0,686.0,1070.0,"16,73",107.883997,375.1763345,112.5589988,922.1464346,969.0548227,46.41336174,2557.834447,130.0665092,371.6424031,-54.16510471,115.7606029,125.8536338,0,28.80140332,0,84.10798462,61.59549822,375.1763345,6.346799428,1.1323152173913045,0.7979239130434782,0.7352608695652174,0.7419565217391304,0.6434782608695653,0.4523804347826087,0.37130434782608696,0.33121739130434785,-0.12027173913043479,0.13706521739130437,0.18853260869565217,0.20253260869565218,0.23607608695652174,0.1924891304347826,0.1545,0.115,0.10553260869565217,0.09008695652173912,0.08706521739130435,0.08213043478260869,0.6439347826086956,0.8268043478260869,2.6654999999999998,2.5403369565217395,165169.8,-2.06
2012-10-18,8.0,5.6,24,15.2,130,21,18.6,13,2.9,4.0,1,1.0,18,10,2012,42,201242,Thursday,307731.0,2012,2852.0,961.0,3347.0,78470.0,102676.0,102676.0,17780.0,1757.0,2203277.0,361.0,14963.0,2817.0,686.0,1070.0,"16,73",107.883997,375.1763345,112.5589988,922.1464346,969.0548227,46.41336174,2557.834447,130.0665092,371.6424031,-54.16510471,115.7606029,125.8536338,0,28.80140332,0,84.10798462,61.59549822,375.1763345,6.346799428,1.1312228260869566,0.7976358695652174,0.7353913043478261,0.7419347826086956,0.6437173913043478,0.45282065217391304,0.3714565217391304,0.33132608695652177,-0.12015760869565217,0.13709782608695653,0.18854891304347826,0.20254891304347827,0.2363641304347826,0.1924836956521739,0.15475,0.115,0.10554891304347826,0.0901304347826087,0.08709782608695653,0.08219565217391304,0.6444021739130434,0.8272065217391303,2.66425,2.541255434782609,165169.8,-2.06
2012-10-19,0.6,0.4,2,16.8,131,3,21.2,14,2.5,4.0,11,1.0,2,10,2012,42,201242,Friday,301655.0,2012,2852.0,961.0,3347.0,78470.0,102676.0,102676.0,17780.0,1757.0,2203277.0,361.0,14963.0,2817.0,686.0,1070.0,"16,73",107.883997,375.1763345,112.5589988,922.1464346,969.0548227,46.41336174,2557.834447,130.0665092,371.6424031,-54.16510471,115.7606029,125.8536338,0,28.80140332,0,84.10798462,61.59549822,375.1763345,6.346799428,1.1301304347826087,0.7973478260869565,0.7355217391304347,0.7419130434782608,0.6439565217391304,0.4532608695652174,0.3716086956521739,0.3314347826086957,-0.12004347826086957,0.1371304347826087,0.18856521739130436,0.20256521739130434,0.2366521739130435,0.1924782608695652,0.155,0.115,0.10556521739130434,0.09017391304347826,0.08713043478260869,0.08226086956521739,0.6448695652173914,0.8276086956521738,2.663,2.5421739130434786,165169.8,-2.06
